bootstrap_replicate,full_minus_a2c_points,full_score,a2c_pointer_score
4523,2.539009652,76.45870782,73.91969817
4524,1.661690695,75.76581925,74.10412855
4525,2.994787403,77.34933964,74.35455224
4526,3.154379303,76.59052544,73.43614613
4527,2.010397834,77.47904212,75.46864429
4528,2.753592829,76.81291001,74.05931718
4529,1.087265025,77.71200812,76.62474309
4530,2.403840214,76.30097551,73.89713529
4531,0.8658522384,75.85552915,74.98967691
4532,1.883223137,77.65597921,75.77275608
4533,1.051392351,75.24455314,74.19316079
4534,1.886993594,77.2387078,75.35171421
4535,2.545114236,76.95839727,74.41328304
4536,1.7148138,76.98621673,75.27140293
4537,2.260652458,76.85066414,74.59001169
4538,1.901938764,76.8309089,74.92897014
4539,2.225223542,75.44121846,73.21599492
4540,1.154341901,75.99534687,74.84100497
4541,2.110751366,76.99252573,74.88177437
4542,1.232921871,76.63717828,75.40425641
4543,2.342118155,77.39354695,75.05142879
4544,2.759268612,76.72516671,73.9658981
4545,2.575998711,77.30042478,74.72442607
4546,2.330680067,77.74424167,75.4135616
4547,2.440497328,76.40085306,73.96035573
4548,0.9170411654,77.11687738,76.19983621
4549,1.842524068,76.54379981,74.70127575
4550,2.511214704,76.39771106,73.88649636
4551,0.97971817,76.76176555,75.78204738
4552,1.02269147,76.41273431,75.39004284
4553,1.828873579,76.31668617,74.48781259
4554,1.031323248,76.64211607,75.61079283
4555,2.54732488,74.92435098,72.3770261
4556,1.147686506,76.52938297,75.38169646
4557,0.9677300947,77.23924351,76.27151342
4558,2.05393739,77.0756571,75.02171971
4559,1.717936113,75.14629128,73.42835517
4560,1.533327684,76.75629679,75.22296911
4561,1.392760134,78.24880161,76.85604148
4562,1.709923393,76.70415952,74.99423613
4563,2.268124474,76.65175799,74.38363351
4564,1.732059407,76.34810252,74.61604312
4565,2.640366506,76.79422984,74.15386333
4566,1.969702395,77.09420816,75.12450576
4567,2.613501984,77.6927336,75.07923161
4568,0.3821043748,76.00912962,75.62702525
4569,0.8262708874,77.54339917,76.71712829
4570,1.095603084,76.74912016,75.65351707
4571,0.9849435975,77.033166,76.0482224
4572,2.146588242,78.17298449,76.02639625
4573,3.05304372,76.46878845,73.41574473
4574,1.23960036,76.66639935,75.42679899
4575,1.226438614,76.77990167,75.55346306
4576,1.897753551,76.19326962,74.29551606
4577,2.539125761,77.27697178,74.73784602
4578,1.49769393,76.29713583,74.7994419
4579,1.5904608,76.79822241,75.20776161
4580,2.473969794,76.47853813,74.00456833
4581,2.697039577,76.11157668,73.41453711
4582,2.421077751,77.14127669,74.72019894
4583,1.873989374,76.97698746,75.10299808
4584,2.242356709,76.5842051,74.34184839
4585,2.076285246,75.64693843,73.57065319
4586,2.416938177,77.12243228,74.7054941
4587,1.011569957,77.12982572,76.11825576
4588,1.626060926,76.19246933,74.56640841
4589,2.491821394,76.56935575,74.07753436
4590,1.746700415,76.9864868,75.23978639
4591,2.575328405,76.24682641,73.671498
4592,1.750772302,76.49566463,74.74489232
4593,2.592123048,77.29213971,74.70001666
4594,1.285055087,75.93321198,74.6481569
4595,2.274819728,76.18992528,73.91510555
4596,2.577972893,76.28414163,73.70616874
4597,0.6809128448,76.25112305,75.57021021
4598,1.69139404,75.84891903,74.15752498
4599,1.800440073,76.34036932,74.53992924
4600,1.591056438,76.98071877,75.38966233
4601,1.771164606,77.51243157,75.74126696
4602,1.63665887,76.44500729,74.80834842
4603,2.070872602,76.86101016,74.79013756
4604,2.584886539,77.84311159,75.25822505
4605,1.979894049,77.68557701,75.70568296
4606,1.675049957,76.58059556,74.9055456
4607,1.708714414,77.09861662,75.38990221
4608,1.94456208,75.79034857,73.8457865
4609,2.095828003,75.99768397,73.90185596
4610,2.16107077,76.76979428,74.60872351
4611,1.976765404,76.3498929,74.37312749
4612,1.374253063,75.97863897,74.60438591
4613,2.141814663,76.43435466,74.29254
4614,2.515437219,76.19269337,73.67725615
4615,2.145314932,76.76855449,74.62323955
4616,3.284969136,76.13826808,72.85329894
4617,2.153622696,76.35141732,74.19779463
4618,2.176909455,76.92946417,74.75255472
4619,2.696921499,77.33814054,74.64121904
4620,1.607540367,76.81458865,75.20704828
4621,2.951582476,76.95899377,74.00741129
4622,1.127937285,76.25510438,75.12716709
4623,1.860734142,77.00181838,75.14108424
4624,2.433319285,77.12358781,74.69026853
4625,1.791938482,76.22068583,74.42874735
4626,2.32658934,77.87592766,75.54933832
4627,2.959494025,77.01213077,74.05263675
4628,2.003858208,76.95258627,74.94872806
4629,1.972708827,75.65641049,73.68370166
4630,1.828883793,76.12597109,74.29708729
4631,1.389276891,77.35486962,75.96559273
4632,1.038662027,77.22448696,76.18582493
4633,1.739688391,77.94363281,76.20394442
4634,1.769600178,78.35552974,76.58592956
4635,1.342538656,75.7325757,74.39003705
4636,1.786093157,75.75515526,73.9690621
4637,1.869504977,76.02607843,74.15657345
4638,2.713386495,77.12494951,74.41156302
4639,0.7304397933,75.79226183,75.06182203
4640,0.8589757886,76.45058722,75.59161143
4641,1.132584019,75.63268464,74.50010062
4642,1.721438897,76.12526803,74.40382914
4643,2.109981647,77.07489372,74.96491208
4644,2.049019013,75.85875575,73.80973674
4645,1.810516048,76.51961252,74.70909647
4646,0.9453366312,76.18962352,75.24428689
4647,2.586488198,77.19517115,74.60868296
4648,0.9806088819,76.78807924,75.80747036
4649,2.384403656,76.99471755,74.61031389
4650,0.6720637634,75.86263132,75.19056755
4651,2.520098436,77.87112401,75.35102558
4652,2.033806106,75.98867029,73.95486419
4653,1.968015284,77.60917048,75.6411552
4654,1.88481594,75.75982857,73.87501263
4655,1.947791071,76.23314506,74.28535399
4656,0.9227664601,76.72401659,75.80125013
4657,1.124725707,76.11589558,74.99116987
4658,1.146826881,76.80851813,75.66169125
4659,2.374524192,77.13242675,74.75790255
4660,2.322182249,77.30117899,74.97899674
4661,2.541677324,77.62646406,75.08478673
4662,2.616358874,76.64668087,74.03032199
4663,1.747950648,77.83074896,76.08279831
4664,1.020861673,75.71537073,74.69450906
4665,0.9721896617,75.8709686,74.89877894
4666,2.437124239,76.71638396,74.27925972
4667,2.871766032,76.70759295,73.83582692
4668,2.771269155,76.6062734,73.83500424
4669,2.502614754,76.75363496,74.25102021
4670,3.30659591,76.91341307,73.60681716
4671,2.385293938,76.56878839,74.18349446
4672,1.548114222,76.7176753,75.16956107
4673,0.4713335068,76.21642331,75.7450898
4674,1.961532986,76.1681237,74.20659071
4675,3.271184562,76.8051074,73.53392284
4676,1.340110418,77.02990038,75.68978996
4677,1.632067849,77.0289579,75.39689005
4678,2.472534315,75.81003198,73.33749767
4679,1.966247232,76.78437483,74.8181276
4680,1.958014098,76.942288,74.9842739
4681,1.657886635,77.60614244,75.9482558
4682,1.031880231,76.8611639,75.82928367
4683,1.76040371,77.31934914,75.55894543
4684,2.721310906,75.94590594,73.22459504
4685,1.607517946,76.80954174,75.2020238
4686,0.6456472954,75.81217512,75.16652783
4687,3.153065796,77.57638262,74.42331683
4688,2.802215667,76.67165671,73.86944104
4689,2.444057507,75.96542106,73.52136356
4690,2.788638658,76.49354276,73.70490411
4691,0.9373139368,76.24832364,75.3110097
4692,1.919919663,76.23314268,74.31322302
4693,1.731735392,75.76599249,74.03425709
4694,1.87182231,75.65734787,73.78552556
4695,1.413184261,76.20087943,74.78769517
4696,1.712945347,77.1739193,75.46097395
4697,1.106281867,75.43874124,74.33245937
4698,0.814847343,76.16903005,75.35418271
4699,1.360216064,77.01097928,75.65076322
4700,1.955878741,76.27323288,74.31735414
4701,0.9749014563,76.65357491,75.67867346
4702,2.083912886,75.97114787,73.88723498
4703,1.611883531,75.15210838,73.54022485
4704,2.363846192,77.1378228,74.7739766
4705,1.509794651,75.9025465,74.39275185
4706,0.6682418558,75.97059945,75.3023576
4707,2.014257693,76.47116591,74.45690822
4708,3.568450118,77.43129968,73.86284957
4709,2.208843125,77.00852321,74.79968009
4710,2.348145382,76.8998773,74.55173192
4711,2.696603035,75.56943784,72.8728348
4712,2.017361652,76.88884478,74.87148313
4713,2.250620495,76.49562841,74.24500791
4714,2.47361112,76.99658867,74.52297755
4715,3.428351665,77.16295508,73.73460341
4716,2.288251417,76.11985081,73.8315994
4717,1.484476508,75.42394077,73.93946427
4718,1.627052183,76.23275096,74.60569878
4719,0.7694199842,76.55479175,75.78537176
4720,1.647717685,76.51010925,74.86239156
4721,1.679508707,76.94004894,75.26054023
4722,1.271941416,75.77532102,74.5033796
4723,1.863536217,76.69412506,74.83058884
4724,0.6349108306,76.88919755,76.25428672
4725,2.015254371,77.25797628,75.24272191
4726,2.344191503,77.326619,74.9824275
4727,1.521978296,76.21021564,74.68823735
4728,2.356848497,76.19321669,73.83636819
4729,1.60192645,76.62372974,75.02180329
4730,2.549966713,76.53876073,73.98879402
4731,2.21490369,75.6208765,73.40597281
4732,2.243238504,76.57952616,74.33628765
4733,1.08838194,76.3821034,75.29372146
4734,1.995534915,76.45963285,74.46409793
4735,1.159981787,76.50035877,75.34037699
4736,1.559641618,76.5473278,74.98768618
4737,1.765055141,77.7462638,75.98120866
4738,2.175302115,76.20621643,74.03091432
4739,2.372364614,76.87797762,74.505613
4740,1.785996916,76.25778925,74.47179233
4741,2.033132166,77.63415947,75.6010273
4742,1.895089082,76.59023836,74.69514928
4743,2.325694664,76.6740534,74.34835873
4744,3.23726098,76.53987462,73.30261364
4745,1.414535911,76.15180063,74.73726471
4746,2.586130271,76.99772737,74.4115971
4747,3.00091356,76.07236727,73.07145371
4748,2.149296053,78.08007493,75.93077888
4749,2.630166544,76.60956523,73.97939869
4750,2.920684376,76.48363762,73.56295325
4751,1.06721661,77.48518707,76.41797046
4752,2.483742261,77.06094865,74.57720639
4753,2.267894393,76.88634589,74.61845149
4754,0.8174308858,76.74530208,75.92787119
4755,1.502553566,76.15175118,74.64919761
4756,3.513345102,76.36821306,72.85486796
4757,2.319584813,76.36859409,74.04900927
4758,2.079147154,75.87267172,73.79352457
4759,1.981130233,76.16089219,74.17976196
4760,0.7695190636,76.59739722,75.82787816
4761,2.291145837,76.82700275,74.53585691
4762,3.161168081,76.94193723,73.78076915
4763,0.8121157737,76.75761284,75.94549707
4764,2.655917428,77.38979824,74.73388082
4765,2.842724791,77.09220348,74.24947868
4766,2.123535869,76.66356423,74.54002836
4767,1.148890833,77.04718663,75.8982958
4768,1.559149349,76.63578492,75.07663557
4769,3.134779146,77.217192,74.08241286
4770,3.493807281,76.80519971,73.31139243
4771,2.114255906,76.58513612,74.47088021
4772,2.250906741,77.37694058,75.12603384
4773,1.295621784,77.09034497,75.79472319
4774,1.723160554,76.51829518,74.79513463
4775,3.731396379,76.83588412,73.10448774
4776,2.246648659,76.16766627,73.92101761
4777,2.503509381,77.20184318,74.6983338
4778,1.181187764,75.55797237,74.37678461
4779,2.709297551,77.68861113,74.97931358
4780,2.716334488,76.63072381,73.91438932
4781,2.434783477,76.4317764,73.99699292
4782,1.9763909,75.85567393,73.87928303
4783,2.181792999,77.49804353,75.31625053
4784,2.495191427,77.19001137,74.69481995
4785,1.346205972,76.90339281,75.55718684
4786,1.61094345,76.53068576,74.91974231
4787,1.857889517,76.98083199,75.12294247
4788,1.746117393,77.20488993,75.45877253
4789,3.116495786,76.34183345,73.22533767
4790,1.631103811,77.31885546,75.68775165
4791,1.942730485,77.11087325,75.16814276
4792,1.264753457,75.80418026,74.5394268
4793,2.691249585,77.28963569,74.59838611
4794,2.245869032,77.19413422,74.94826519
4795,1.868719745,76.60707577,74.73835602
4796,2.788864181,76.97303093,74.18416675
4797,1.651202101,76.4384376,74.7872355
4798,2.609913483,78.55658328,75.9466698
4799,1.871849816,77.01617059,75.14432077
4800,1.856042689,76.95932099,75.1032783
4801,2.649519071,76.62424984,73.97473077
4802,3.095420383,76.6461263,73.55070592
4803,1.660277215,75.96948005,74.30920283
4804,2.123969585,76.09636917,73.97239959
4805,2.352805219,77.04225478,74.68944956
4806,2.704707452,77.4906233,74.78591585
4807,1.695726828,76.56982951,74.87410268
4808,3.05343079,76.15201935,73.09858856
4809,1.923390637,76.38342351,74.46003287
4810,2.947948576,77.42338509,74.47543652
4811,2.674889187,76.51109694,73.83620775
4812,2.546854003,76.1358529,73.58899889
4813,2.918878765,76.29589063,73.37701186
4814,2.994696516,76.25007784,73.25538132
4815,0.9310703699,76.10585725,75.17478688
4816,2.262509202,76.20261237,73.94010317
4817,1.263402995,75.45779062,74.19438762
4818,1.958423532,77.86579409,75.90737056
4819,0.9376636647,75.60579619,74.66813253
4820,2.231176377,77.05554715,74.82437077
4821,1.233389704,77.6802795,76.4468898
4822,2.218043333,75.76931686,73.55127353
4823,1.996011609,77.39257651,75.3965649
4824,1.569269387,75.8998588,74.33058941
4825,1.965362092,76.33206256,74.36670046
4826,2.715291559,77.46304423,74.74775267
4827,2.486064112,78.07188635,75.58582223
4828,0.8847967556,76.81020051,75.92540376
4829,1.976065865,77.50299274,75.52692688
4830,2.593842435,76.66242129,74.06857886
4831,1.084487255,76.31186185,75.22737459
4832,1.384492506,75.72915089,74.34465838
4833,2.203191097,75.85623737,73.65304627
4834,0.8363264723,76.8462207,76.00989422
4835,1.659737647,75.89935965,74.239622
4836,2.055980471,75.99219881,73.93621834
4837,2.744643541,76.92388707,74.17924353
4838,2.605035049,77.20443166,74.59939661
4839,1.991999323,77.23856457,75.24656524
4840,2.571444295,76.71942647,74.14798217
4841,1.976042595,77.42930798,75.45326539
4842,3.531600477,77.21305401,73.68145353
4843,2.265172132,76.59844813,74.333276
4844,1.507872345,76.47775337,74.96988103
4845,1.76726219,77.3622895,75.59502731
4846,2.575677448,77.20839667,74.63271922
4847,1.102034723,77.21103273,76.108998
4848,2.363725393,76.93350777,74.56978238
4849,1.855508563,76.00645302,74.15094446
4850,2.351548387,77.52865828,75.17710989
4851,1.776538752,76.60136818,74.82482943
4852,2.078072966,76.65434946,74.57627649
4853,1.136969582,77.30488702,76.16791744
4854,1.35110438,76.94140743,75.59030305
4855,2.38787861,76.57402252,74.18614391
4856,2.069692931,78.2063429,76.13664997
4857,1.387738834,75.76723567,74.37949684
4858,1.07738283,77.84527122,76.76788839
4859,1.67182019,77.12120331,75.44938312
4860,2.736119777,76.52972576,73.79360599
4861,2.546479631,77.82565839,75.27917876
4862,1.982700056,76.77550407,74.79280401
4863,2.069475581,76.98190754,74.91243196
4864,1.327584147,76.14867684,74.8210927
4865,1.648638638,77.00917012,75.36053148
4866,2.217091638,76.03432112,73.81722948
4867,2.984720599,75.90400289,72.91928229
4868,2.006832545,76.23509391,74.22826137
4869,1.359508208,76.45903185,75.09952365
4870,1.727200875,77.28068552,75.55348464
4871,1.927209759,76.56897692,74.64176716
4872,2.407742934,76.45953677,74.05179383
4873,1.929368676,76.65599639,74.72662771
4874,2.500494255,76.21128752,73.71079327
4875,1.438128778,76.97589522,75.53776644
4876,1.90751717,76.00306167,74.0955445
4877,2.591725052,77.89505792,75.30333287
4878,1.628705682,77.68871096,76.06000528
4879,2.436267521,76.69340613,74.25713861
4880,2.252466894,76.27887068,74.02640378
4881,3.07436874,77.3156225,74.24125376
4882,1.943614144,76.19018863,74.24657448
4883,2.313971232,76.97227812,74.65830689
4884,2.809445655,77.04824887,74.23880322
4885,1.376189942,76.43189871,75.05570876
4886,1.499651289,76.30361428,74.80396299
4887,1.493326816,77.25288282,75.75955601
4888,1.68709029,76.31540685,74.62831656
4889,2.108450375,77.6635033,75.55505292
4890,2.884128767,77.33912124,74.45499248
4891,1.635651894,76.07451813,74.43886624
4892,2.25862412,76.30609137,74.04746725
4893,0.8489258407,77.70420446,76.85527862
4894,1.783376121,76.34974752,74.5663714
4895,1.179110282,76.8509698,75.67185952
4896,2.914632417,76.8499949,73.93536248
4897,0.8854124394,76.66575815,75.78034571
4898,1.980591135,76.61312899,74.63253785
4899,1.596937231,77.22153748,75.62460024
4900,1.307806823,77.28605951,75.97825269
4901,1.622606507,75.8837783,74.2611718
4902,1.052437389,76.22586343,75.17342604
4903,1.865349971,78.04121209,76.17586212
4904,1.264886041,76.13516176,74.87027572
4905,2.236858892,77.5097674,75.2729085
4906,2.158791993,76.2740929,74.1153009
4907,1.307198136,76.12692816,74.81973002
4908,3.061946529,77.78288172,74.72093519
4909,2.132279322,77.04988324,74.91760392
4910,3.243137908,76.411315,73.16817709
4911,2.168453015,76.21571467,74.04726165
4912,1.560045201,75.98050128,74.42045608
4913,3.366910427,75.99703877,72.63012834
4914,1.908969993,76.93834212,75.02937212
4915,3.333794874,76.42659885,73.09280398
4916,1.167982852,77.78993704,76.62195419
4917,2.171521764,78.56456066,76.39303889
4918,2.678543058,76.96981725,74.2912742
4919,1.650806418,76.02766912,74.3768627
4920,2.91826646,76.48166301,73.56339655
4921,2.343637906,77.10474209,74.76110419
4922,2.20212054,75.52598571,73.32386517
4923,1.377520093,75.30810489,73.93058479
4924,2.497395525,76.55812055,74.06072502
4925,2.722329436,76.20891216,73.48658273
4926,1.986232724,76.83794657,74.85171385
4927,2.608667423,77.96604132,75.3573739
4928,1.056724091,76.42048085,75.36375676
4929,1.932631779,75.25542815,73.32279637
4930,2.771963158,76.24730489,73.47534173
4931,1.424125204,76.22983941,74.80571421
4932,2.155609537,78.14378264,75.9881731
4933,1.6045027,77.2371965,75.6326938
4934,2.692520927,76.78313978,74.09061885
4935,2.202924449,76.14259229,73.93966784
4936,1.461750578,76.69684071,75.23509013
4937,1.856696467,76.59925205,74.74255558
4938,2.325993959,76.46867559,74.14268164
4939,2.751313212,77.98606691,75.2347537
4940,2.20034882,76.88378926,74.68344044
4941,2.048605224,77.33277777,75.28417255
4942,2.489210394,76.83899844,74.34978805
4943,1.654599502,76.52391124,74.86931173
4944,1.796761101,78.0664568,76.2696957
4945,2.268751115,77.02607169,74.75732057
4946,2.310772577,77.23079322,74.92002065
4947,1.419764436,77.27553722,75.85577278
4948,1.75587533,76.56146823,74.8055929
4949,0.6812887804,76.46371873,75.78242995
4950,2.008660938,76.53667901,74.52801807
4951,3.261676091,76.55928472,73.29760863
4952,2.85975257,76.76488601,73.90513344
4953,2.377123715,76.89535412,74.51823041
4954,1.880049936,76.56489968,74.68484975
4955,1.564024776,77.19968741,75.63566263
4956,2.805161756,76.51897082,73.71380906
4957,1.87984532,76.58176117,74.70191585
4958,2.277944515,75.78313546,73.50519095
4959,2.128577931,76.03066319,73.90208525
4960,1.096818767,77.29448537,76.1976666
4961,1.300391135,75.43021245,74.12982132
4962,2.373981371,77.22529503,74.85131365
4963,1.926343669,77.39238741,75.46604374
4964,2.109988537,77.92252904,75.8125405
4965,2.34499025,77.58388757,75.23889732
4966,2.974139747,76.95369988,73.97956014
4967,2.745671735,77.32408307,74.57841133
4968,1.799980246,76.4257876,74.62580736
4969,2.748731264,77.18249205,74.43376078
4970,2.698564097,76.36967127,73.67110718
4971,1.374306826,77.02156928,75.64726245
4972,2.085755783,76.50446501,74.41870923
4973,0.9970592974,77.04655951,76.04950022
4974,2.920838248,76.34647878,73.42564054
4975,1.000071029,76.47067286,75.47060183
4976,0.9296552513,76.29052253,75.36086728
4977,1.834574812,77.81454843,75.97997362
4978,2.047741202,76.73680803,74.68906682
4979,2.467401332,76.97913658,74.51173525
4980,2.231187565,76.920991,74.68980343
4981,1.997891781,76.34513881,74.34724703
4982,2.29210652,76.97871294,74.68660642
4983,1.756119963,76.79710421,75.04098425
4984,3.401719803,77.28782521,73.88610541
4985,2.300623549,76.16598157,73.86535802
4986,2.720958939,75.596982,72.87602306
4987,1.528087209,77.16660489,75.63851768
4988,2.784901628,76.6561941,73.87129247
4989,2.437671441,76.38678154,73.9491101
4990,2.76681294,75.62250166,72.85568872
4991,1.709972192,76.0686708,74.35869861
4992,1.341586028,76.40571602,75.06413
4993,2.773249169,76.88895645,74.11570728
4994,1.562212282,77.49339262,75.93118034
4995,1.72465526,77.61773703,75.89308177
4996,2.805855852,76.99616561,74.19030976
4997,1.655241519,76.82905176,75.17381024
4998,2.552082274,77.64265458,75.09057231
4999,1.654076167,76.21834779,74.56427163
5000,1.632407924,74.84752985,73.21512193
5001,2.491192705,76.50722885,74.01603615
5002,2.118447648,77.00249084,74.8840432
5003,1.854174684,77.18133973,75.32716504
5004,1.497512389,76.85882846,75.36131607
5005,1.867047605,75.61070189,73.74365428
5006,2.175594232,76.36542661,74.18983238
5007,1.125489051,76.29891154,75.17342249
5008,1.561592584,76.37035582,74.80876324
5009,2.277830598,76.59798492,74.32015433
5010,1.387945674,77.09722468,75.709279
5011,1.728504371,76.32123023,74.59272586
5012,2.28027836,77.05258772,74.77230936
5013,1.498298006,77.73028954,76.23199154
5014,2.22717596,76.86745569,74.64027973
5015,2.352807623,76.97213907,74.61933144
5016,2.195308818,76.30148325,74.10617443
5017,2.071190936,77.14092145,75.06973052
5018,1.594963199,76.06066394,74.46570074
5019,2.919415693,77.32605004,74.40663434
5020,2.537520386,77.11408011,74.57655973
5021,2.820412437,77.19563606,74.37522362
5022,3.26918419,76.68674368,73.41755949
5023,1.739861568,77.70865265,75.96879108
5024,2.141669796,76.06532261,73.92365281
5025,2.485076533,76.42367719,73.93860066
5026,1.717281851,76.98542387,75.26814201
5027,1.427677824,76.29501095,74.86733312
5028,1.115465585,76.61005171,75.49458613
5029,1.115448301,75.92968997,74.81424167
5030,2.366456493,78.45230383,76.08584734
5031,2.214512651,76.15804244,73.94352979
5032,0.2907540962,77.1015326,76.8107785
5033,2.231500793,76.67848452,74.44698373
5034,2.398964674,76.74796993,74.34900526
5035,2.5170698,76.43869194,73.92162214
5036,1.88412824,76.22174543,74.33761719
5037,1.488032127,76.7253153,75.23728317
5038,1.76616,76.65305519,74.88689519
5039,2.042774986,77.10143184,75.05865685
5040,2.298494311,76.86541993,74.56692562
5041,2.921502999,77.00571368,74.08421068
5042,1.20089188,76.68706266,75.48617078
5043,2.602430075,76.68537328,74.0829432
5044,1.852417237,76.25382843,74.40141119
5045,1.94933793,76.50313158,74.55379365
5046,1.660803624,76.79452206,75.13371844
5047,0.8817134952,76.38477715,75.50306365
5048,1.932747596,75.77989935,73.84715175
5049,0.9336404692,76.66193182,75.72829135
5050,1.240539639,76.34696945,75.10642981
5051,1.655821479,77.90008513,76.24426365
5052,3.4841338,76.94937468,73.46524088
5053,1.955884448,76.41460221,74.45871776
5054,1.103679243,76.95543956,75.85176032
5055,2.294888456,76.22264099,73.92775253
5056,1.050915652,76.65737344,75.60645779
5057,2.403363044,77.63793629,75.23457324
5058,1.54138215,77.70241305,76.1610309
5059,0.623582226,76.53467302,75.91109079
5060,2.126310168,76.22860497,74.1022948
5061,2.298335828,76.55211595,74.25378012
5062,1.00078728,76.78282779,75.78204051
5063,1.889440233,75.62701962,73.73757938
5064,1.949463964,76.43976122,74.49029725
5065,2.924798288,75.99321724,73.06841895
5066,3.565334009,76.79715735,73.23182334
5067,1.181768407,76.45436405,75.27259564
5068,1.058061347,77.80859148,76.75053013
5069,2.780461805,77.0361982,74.2557364
5070,2.042017688,76.19343978,74.15142209
5071,2.051620781,76.54954358,74.4979228
5072,1.976452602,77.67678801,75.70033541
5073,1.391428481,76.70454813,75.31311965
5074,2.161669932,76.87831769,74.71664776
5075,2.760033092,76.65464835,73.89461525
5076,1.890873039,76.61130247,74.72042943
5077,1.402658677,77.45444765,76.05178897
5078,2.539630324,77.22981494,74.69018461
5079,2.323979491,76.37996747,74.05598798
5080,1.274902064,75.61606997,74.3411679
5081,2.710107615,76.60077725,73.89066964
5082,0.8763044031,75.83986846,74.96356406
5083,2.998013805,76.32467716,73.32666335
5084,1.215534801,77.19667736,75.98114256
5085,1.951825388,76.42183883,74.47001344
5086,3.004596777,77.45132585,74.44672907
5087,0.6432416391,77.24316609,76.59992445
5088,2.385929184,76.77545619,74.38952701
5089,2.191316791,76.9345362,74.74321941
5090,1.39296267,76.12487116,74.73190849
5091,2.268044753,77.19067256,74.9226278
5092,2.760053523,76.18328085,73.42322733
5093,1.741198971,77.39983281,75.65863384
5094,1.335700251,76.57847088,75.24277063
5095,2.824795335,76.73522444,73.9104291
5096,1.214818059,77.50425836,76.2894403
5097,1.303691256,76.86495384,75.56126258
5098,2.345935195,76.80344482,74.45750963
5099,2.261698199,76.71004075,74.44834255
5100,2.043667814,76.85254653,74.80887872
5101,2.452680617,76.96654377,74.51386316
5102,3.021992357,77.44430249,74.42231013
5103,1.462774038,77.09261114,75.62983711
5104,2.106596787,76.55022214,74.44362536
5105,1.694899201,77.29487902,75.59997982
5106,2.309580495,77.0537064,74.74412591
5107,2.209997358,76.2385389,74.02854154
5108,0.990313063,76.07305634,75.08274328
5109,1.631960933,77.21541601,75.58345507
5110,2.530095817,76.11152459,73.58142877
5111,1.680006952,75.597895,73.91788804
5112,1.928668543,75.51565347,73.58698493
5113,1.023131588,77.50940469,76.4862731
5114,1.590781132,78.14271247,76.55193134
5115,1.674644579,77.29621148,75.6215669
5116,2.326895484,75.19493212,72.86803664
5117,2.07465694,76.27272448,74.19806754
5118,1.846149606,77.26880075,75.42265115
5119,1.994424151,76.60382666,74.60940251
5120,2.110613997,77.58458148,75.47396748
5121,1.716347814,76.30669619,74.59034838
5122,2.990331999,76.59307457,73.60274257
5123,1.030717344,76.18282451,75.15210717
5124,2.681418758,76.77355103,74.09213227
5125,0.9940735339,76.59019618,75.59612265
5126,2.507051462,77.4726533,74.96560184
5127,0.7424723928,75.76857638,75.02610398
5128,1.875462858,75.86287604,73.98741318
5129,2.524761175,75.90090135,73.37614018
5130,1.508842993,76.78458492,75.27574193
5131,2.110439381,76.64923237,74.53879299
5132,1.073165819,76.05323241,74.98006659
5133,2.436100181,77.00871621,74.57261602
5134,2.638380588,77.97220673,75.33382614
5135,2.169924927,76.86663002,74.6967051
5136,2.272669194,76.53978573,74.26711654
5137,2.598984073,76.03248599,73.43350192
5138,0.4576197068,76.14431646,75.68669675
5139,1.60915117,75.98347514,74.37432397
5140,2.726657097,76.98830151,74.26164442
5141,2.210131152,78.25973285,76.0496017
5142,1.578110375,76.90463964,75.32652927
5143,2.19940637,77.02476687,74.8253605
5144,1.264935733,76.42706496,75.16212923
5145,1.196707611,75.89341343,74.69670582
5146,1.459545131,76.97933548,75.51979035
5147,1.153280796,77.04834227,75.89506147
5148,2.915378694,76.43424051,73.51886182
5149,1.292114792,75.9981379,74.70602311
5150,1.81479092,76.58169423,74.76690331
5151,1.77262943,77.11310638,75.34047695
5152,1.328141677,76.17324172,74.84510004
5153,3.02228198,77.19198108,74.1696991
5154,2.967977516,76.50336865,73.53539113
5155,1.535492469,76.35226725,74.81677478
5156,2.281961518,77.1068767,74.82491518
5157,1.551591798,77.59759343,76.04600163
5158,0.8586380266,76.28445289,75.42581486
5159,2.132797817,76.75566215,74.62286433
5160,2.112651955,76.67407417,74.56142222
5161,1.424392113,76.90845287,75.48406076
5162,0.7168302067,75.68432555,74.96749534
5163,1.731068712,76.02805773,74.29698901
5164,2.717566965,76.5245826,73.80701564
5165,2.463327396,77.41179605,74.94846865
5166,2.568731357,76.26074034,73.69200898
5167,2.073369158,76.08820563,74.01483648
5168,0.8467560243,76.65950061,75.81274458
5169,2.197698366,77.0715971,74.87389874
5170,2.324956892,76.6343153,74.30935841
5171,1.616915667,76.95166517,75.3347495
5172,2.589603032,76.37289593,73.7832929
5173,2.335629527,77.50379015,75.16816062
5174,2.341062892,76.74573504,74.40467215
5175,1.882153973,76.55278438,74.6706304
5176,1.858068101,76.32508579,74.46701769
5177,2.242716858,77.29143721,75.04872035
5178,0.9107404339,77.28246565,76.37172521
5179,2.672198367,75.67610339,73.00390502
5180,3.175011449,76.81076195,73.63575051
5181,1.911950467,76.83057105,74.91862059
5182,2.446464198,77.10640654,74.65994235
5183,1.676223039,75.47075084,73.7945278
5184,2.562102271,76.39073421,73.82863194
5185,2.046422787,75.69107829,73.6446555
