model,training_seed,environment_interactions,weighted_coverage,series,q25,q75
traditional_ppo,45,3645.486034,0.2767509669,seed,,
traditional_ppo,45,3744.916201,0.2659222084,seed,,
traditional_ppo,45,3844.346369,0.2029137214,seed,,
traditional_ppo,45,3943.776536,0.2722517989,seed,,
traditional_ppo,45,4043.206704,0.2602371247,seed,,
traditional_ppo,45,4142.636872,0.2358097991,seed,,
traditional_ppo,45,4242.067039,0.2973562626,seed,,
traditional_ppo,45,4341.497207,0.265081318,seed,,
traditional_ppo,45,4440.927374,0.2418729147,seed,,
traditional_ppo,45,4540.357542,0.318235497,seed,,
traditional_ppo,45,4639.787709,0.30290317,seed,,
traditional_ppo,45,4739.217877,0.2179518464,seed,,
traditional_ppo,45,4838.648045,0.2720305578,seed,,
traditional_ppo,45,4938.078212,0.2737589056,seed,,
traditional_ppo,45,5037.50838,0.2484399394,seed,,
traditional_ppo,45,5136.938547,0.2305853174,seed,,
traditional_ppo,45,5236.368715,0.2746037214,seed,,
traditional_ppo,45,5335.798883,0.2617048061,seed,,
traditional_ppo,45,5435.22905,0.2942039905,seed,,
traditional_ppo,45,5534.659218,0.2291080319,seed,,
traditional_ppo,45,5634.089385,0.293929382,seed,,
traditional_ppo,45,5733.519553,0.2675161091,seed,,
traditional_ppo,45,5832.949721,0.2410847942,seed,,
traditional_ppo,45,5932.379888,0.3252422311,seed,,
traditional_ppo,45,6031.810056,0.2864023219,seed,,
traditional_ppo,45,6131.240223,0.2368487149,seed,,
traditional_ppo,45,6230.670391,0.2632019461,seed,,
traditional_ppo,45,6330.100559,0.2532581451,seed,,
traditional_ppo,45,6429.530726,0.2396214394,seed,,
traditional_ppo,45,6528.960894,0.2938167149,seed,,
traditional_ppo,45,6628.391061,0.268872479,seed,,
traditional_ppo,45,6727.821229,0.2633500047,seed,,
traditional_ppo,45,6827.251397,0.2762332901,seed,,
traditional_ppo,45,6926.681564,0.2410262961,seed,,
traditional_ppo,45,7026.111732,0.2619214737,seed,,
traditional_ppo,45,7125.541899,0.2941677107,seed,,
traditional_ppo,45,7224.972067,0.2593171731,seed,,
traditional_ppo,45,7324.402235,0.2400875539,seed,,
traditional_ppo,45,7423.832402,0.274986179,seed,,
traditional_ppo,45,7523.26257,0.2484288117,seed,,
traditional_ppo,45,7622.692737,0.2709737065,seed,,
traditional_ppo,45,7722.122905,0.3462544766,seed,,
traditional_ppo,45,7821.553073,0.2982050731,seed,,
traditional_ppo,45,7920.98324,0.2451849021,seed,,
traditional_ppo,45,8020.413408,0.2947603876,seed,,
traditional_ppo,45,8119.843575,0.2571797867,seed,,
traditional_ppo,45,8219.273743,0.248545202,seed,,
traditional_ppo,45,8318.703911,0.3109361501,seed,,
traditional_ppo,45,8418.134078,0.2510536536,seed,,
traditional_ppo,45,8517.564246,0.2548761445,seed,,
traditional_ppo,45,8616.994413,0.2896488233,seed,,
traditional_ppo,45,8716.424581,0.2030161241,seed,,
traditional_ppo,45,8815.854749,0.299354458,seed,,
traditional_ppo,45,8915.284916,0.2278525271,seed,,
traditional_ppo,45,9014.715084,0.2256819624,seed,,
traditional_ppo,45,9114.145251,0.2698295835,seed,,
traditional_ppo,45,9213.575419,0.2498271934,seed,,
traditional_ppo,45,9313.005587,0.2821966672,seed,,
traditional_ppo,45,9412.435754,0.3145411354,seed,,
traditional_ppo,45,9511.865922,0.2498696581,seed,,
traditional_ppo,45,9611.296089,0.262112959,seed,,
traditional_ppo,45,9710.726257,0.2847928801,seed,,
traditional_ppo,45,9810.156425,0.2333823194,seed,,
traditional_ppo,45,9909.586592,0.2361058144,seed,,
traditional_ppo,45,10009.01676,0.2396890466,seed,,
traditional_ppo,45,10108.44693,0.2523536418,seed,,
traditional_ppo,45,10207.87709,0.2775899226,seed,,
traditional_ppo,45,10307.30726,0.255966212,seed,,
traditional_ppo,45,10406.73743,0.2376342073,seed,,
traditional_ppo,45,10506.1676,0.2760358547,seed,,
traditional_ppo,45,10605.59777,0.2479496324,seed,,
traditional_ppo,45,10705.02793,0.2430890995,seed,,
traditional_ppo,45,10804.4581,0.2945945356,seed,,
traditional_ppo,45,10903.88827,0.26021408,seed,,
traditional_ppo,45,11003.31844,0.2379288187,seed,,
traditional_ppo,45,11102.7486,0.2784816245,seed,,
traditional_ppo,45,11202.17877,0.2489922454,seed,,
traditional_ppo,45,11301.60894,0.229069118,seed,,
traditional_ppo,45,11401.03911,0.2851109859,seed,,
traditional_ppo,45,11500.46927,0.2918655209,seed,,
traditional_ppo,45,11599.89944,0.2499454623,seed,,
traditional_ppo,45,11699.32961,0.2808862336,seed,,
traditional_ppo,45,11798.75978,0.2535768895,seed,,
traditional_ppo,45,11898.18994,0.2782119788,seed,,
traditional_ppo,45,11997.62011,0.2800813342,seed,,
traditional_ppo,45,12097.05028,0.2567083474,seed,,
traditional_ppo,45,12196.48045,0.2899222476,seed,,
traditional_ppo,45,12295.91061,0.2840490166,seed,,
traditional_ppo,45,12395.34078,0.2560239937,seed,,
traditional_ppo,45,12494.77095,0.2889509902,seed,,
traditional_ppo,45,12594.20112,0.3015429197,seed,,
traditional_ppo,45,12693.63128,0.234604919,seed,,
traditional_ppo,45,12793.06145,0.2850992885,seed,,
traditional_ppo,45,12892.49162,0.270573748,seed,,
traditional_ppo,45,12991.92179,0.2499837022,seed,,
traditional_ppo,45,13091.35196,0.304884295,seed,,
traditional_ppo,45,13190.78212,0.2689994154,seed,,
traditional_ppo,45,13290.21229,0.2386885008,seed,,
traditional_ppo,45,13389.64246,0.2727970449,seed,,
traditional_ppo,45,13489.07263,0.2944647598,seed,,
traditional_ppo,45,13588.50279,0.2669880653,seed,,
traditional_ppo,45,13687.93296,0.2497963919,seed,,
traditional_ppo,45,13787.36313,0.2409348813,seed,,
traditional_ppo,45,13886.7933,0.2343521839,seed,,
traditional_ppo,45,13986.22346,0.2702409438,seed,,
traditional_ppo,45,14085.65363,0.2384772973,seed,,
traditional_ppo,45,14185.0838,0.2251529796,seed,,
traditional_ppo,45,14284.51397,0.3070100166,seed,,
traditional_ppo,45,14383.94413,0.2782321693,seed,,
traditional_ppo,45,14483.3743,0.2424587772,seed,,
traditional_ppo,45,14582.80447,0.27819277,seed,,
traditional_ppo,45,14682.23464,0.2358963241,seed,,
traditional_ppo,45,14781.6648,0.2236968535,seed,,
traditional_ppo,45,14881.09497,0.2766660256,seed,,
traditional_ppo,45,14980.52514,0.2412406139,seed,,
traditional_ppo,45,15079.95531,0.3185202514,seed,,
traditional_ppo,45,15179.38547,0.2738457875,seed,,
traditional_ppo,45,15278.81564,0.2399469844,seed,,
traditional_ppo,45,15378.24581,0.2801061224,seed,,
traditional_ppo,45,15477.67598,0.2307750304,seed,,
traditional_ppo,45,15577.10615,0.2358758622,seed,,
traditional_ppo,45,15676.53631,0.270468543,seed,,
traditional_ppo,45,15775.96648,0.2522888817,seed,,
traditional_ppo,45,15875.39665,0.2654750505,seed,,
traditional_ppo,45,15974.82682,0.3269472352,seed,,
traditional_ppo,45,16074.25698,0.2632957433,seed,,
traditional_ppo,45,16173.68715,0.263379359,seed,,
traditional_ppo,45,16273.11732,0.2873399377,seed,,
traditional_ppo,45,16372.54749,0.2665552151,seed,,
traditional_ppo,45,16471.97765,0.2627559559,seed,,
traditional_ppo,45,16571.40782,0.3216046512,seed,,
traditional_ppo,45,16670.83799,0.274922068,seed,,
traditional_ppo,45,16770.26816,0.2061586079,seed,,
traditional_ppo,45,16869.69832,0.2654501696,seed,,
traditional_ppo,45,16969.12849,0.2970157766,seed,,
traditional_ppo,45,17068.55866,0.2510403298,seed,,
traditional_ppo,45,17167.98883,0.3095164765,seed,,
traditional_ppo,45,17267.41899,0.295847858,seed,,
traditional_ppo,45,17366.84916,0.2250159292,seed,,
traditional_ppo,45,17466.27933,0.2694073239,seed,,
traditional_ppo,45,17565.7095,0.2502476714,seed,,
traditional_ppo,45,17665.13966,0.2501526482,seed,,
traditional_ppo,45,17764.56983,0.3081307887,seed,,
traditional_ppo,45,17864,0.2653061224,seed,,
traditional_ppo,46,66,0.2421875,seed,,
traditional_ppo,46,165.4301676,0.1772775039,seed,,
traditional_ppo,46,264.8603352,0.1791169115,seed,,
traditional_ppo,46,364.2905028,0.1878729825,seed,,
traditional_ppo,46,463.7206704,0.1750797952,seed,,
traditional_ppo,46,563.150838,0.2206239816,seed,,
traditional_ppo,46,662.5810056,0.2072031112,seed,,
traditional_ppo,46,762.0111732,0.2101009204,seed,,
traditional_ppo,46,861.4413408,0.2160700142,seed,,
traditional_ppo,46,960.8715084,0.2098221458,seed,,
traditional_ppo,46,1060.301676,0.2408453589,seed,,
traditional_ppo,46,1159.731844,0.2111655874,seed,,
traditional_ppo,46,1259.162011,0.2504483745,seed,,
traditional_ppo,46,1358.592179,0.2201983377,seed,,
traditional_ppo,46,1458.022346,0.220124838,seed,,
traditional_ppo,46,1557.452514,0.2394766177,seed,,
traditional_ppo,46,1656.882682,0.2321987169,seed,,
traditional_ppo,46,1756.312849,0.2413133525,seed,,
traditional_ppo,46,1855.743017,0.2501118697,seed,,
traditional_ppo,46,1955.173184,0.2105610456,seed,,
traditional_ppo,46,2054.603352,0.2798480211,seed,,
traditional_ppo,46,2154.03352,0.2475832029,seed,,
traditional_ppo,46,2253.463687,0.2320717882,seed,,
traditional_ppo,46,2352.893855,0.2480453951,seed,,
traditional_ppo,46,2452.324022,0.2202035251,seed,,
traditional_ppo,46,2551.75419,0.2059901755,seed,,
traditional_ppo,46,2651.184358,0.197378077,seed,,
traditional_ppo,46,2750.614525,0.2429869284,seed,,
traditional_ppo,46,2850.044693,0.2929800166,seed,,
traditional_ppo,46,2949.47486,0.2151053797,seed,,
traditional_ppo,46,3048.905028,0.2314030712,seed,,
traditional_ppo,46,3148.335196,0.2774373398,seed,,
traditional_ppo,46,3247.765363,0.2528782517,seed,,
traditional_ppo,46,3347.195531,0.2347883671,seed,,
traditional_ppo,46,3446.625698,0.2473486646,seed,,
traditional_ppo,46,3546.055866,0.231343952,seed,,
traditional_ppo,46,3645.486034,0.2668450205,seed,,
traditional_ppo,46,3744.916201,0.2541620571,seed,,
traditional_ppo,46,3844.346369,0.2303634909,seed,,
traditional_ppo,46,3943.776536,0.2864670432,seed,,
traditional_ppo,46,4043.206704,0.234365113,seed,,
traditional_ppo,46,4142.636872,0.2296092058,seed,,
traditional_ppo,46,4242.067039,0.3040711269,seed,,
traditional_ppo,46,4341.497207,0.2454743375,seed,,
traditional_ppo,46,4440.927374,0.2303026638,seed,,
traditional_ppo,46,4540.357542,0.2572571142,seed,,
traditional_ppo,46,4639.787709,0.2340094645,seed,,
traditional_ppo,46,4739.217877,0.2527143338,seed,,
traditional_ppo,46,4838.648045,0.2806551534,seed,,
traditional_ppo,46,4938.078212,0.2728151551,seed,,
traditional_ppo,46,5037.50838,0.2718232861,seed,,
traditional_ppo,46,5136.938547,0.2672266026,seed,,
traditional_ppo,46,5236.368715,0.2375948265,seed,,
traditional_ppo,46,5335.798883,0.2433692803,seed,,
traditional_ppo,46,5435.22905,0.2617753998,seed,,
traditional_ppo,46,5534.659218,0.2242663213,seed,,
traditional_ppo,46,5634.089385,0.3130338876,seed,,
traditional_ppo,46,5733.519553,0.2797166213,seed,,
traditional_ppo,46,5832.949721,0.2553255823,seed,,
traditional_ppo,46,5932.379888,0.2893588028,seed,,
traditional_ppo,46,6031.810056,0.2571303425,seed,,
traditional_ppo,46,6131.240223,0.2723878473,seed,,
traditional_ppo,46,6230.670391,0.2926659924,seed,,
traditional_ppo,46,6330.100559,0.2318044357,seed,,
traditional_ppo,46,6429.530726,0.2646035745,seed,,
traditional_ppo,46,6528.960894,0.3157336632,seed,,
traditional_ppo,46,6628.391061,0.2578205129,seed,,
traditional_ppo,46,6727.821229,0.2609820483,seed,,
traditional_ppo,46,6827.251397,0.2967587567,seed,,
traditional_ppo,46,6926.681564,0.2653798249,seed,,
traditional_ppo,46,7026.111732,0.2722046726,seed,,
traditional_ppo,46,7125.541899,0.26877134,seed,,
traditional_ppo,46,7224.972067,0.23269262,seed,,
traditional_ppo,46,7324.402235,0.2314823718,seed,,
traditional_ppo,46,7423.832402,0.248520767,seed,,
traditional_ppo,46,7523.26257,0.2223750769,seed,,
traditional_ppo,46,7622.692737,0.2680332257,seed,,
traditional_ppo,46,7722.122905,0.2718557564,seed,,
traditional_ppo,46,7821.553073,0.2473670596,seed,,
traditional_ppo,46,7920.98324,0.2828410822,seed,,
traditional_ppo,46,8020.413408,0.2308349068,seed,,
traditional_ppo,46,8119.843575,0.2262392105,seed,,
traditional_ppo,46,8219.273743,0.3027823848,seed,,
traditional_ppo,46,8318.703911,0.3013759261,seed,,
traditional_ppo,46,8418.134078,0.264404409,seed,,
traditional_ppo,46,8517.564246,0.3339125522,seed,,
traditional_ppo,46,8616.994413,0.2261487038,seed,,
traditional_ppo,46,8716.424581,0.2562914965,seed,,
traditional_ppo,46,8815.854749,0.2701798789,seed,,
traditional_ppo,46,8915.284916,0.2628859789,seed,,
traditional_ppo,46,9014.715084,0.2762408972,seed,,
traditional_ppo,46,9114.145251,0.2862249168,seed,,
traditional_ppo,46,9213.575419,0.2680833347,seed,,
traditional_ppo,46,9313.005587,0.2937743588,seed,,
traditional_ppo,46,9412.435754,0.2625030322,seed,,
traditional_ppo,46,9511.865922,0.2123046974,seed,,
traditional_ppo,46,9611.296089,0.26556717,seed,,
traditional_ppo,46,9710.726257,0.2465119661,seed,,
traditional_ppo,46,9810.156425,0.2332843438,seed,,
traditional_ppo,46,9909.586592,0.2814517284,seed,,
traditional_ppo,46,10009.01676,0.2681914274,seed,,
traditional_ppo,46,10108.44693,0.2541385123,seed,,
traditional_ppo,46,10207.87709,0.2885714205,seed,,
traditional_ppo,46,10307.30726,0.2411336043,seed,,
traditional_ppo,46,10406.73743,0.2546104715,seed,,
traditional_ppo,46,10506.1676,0.2897627205,seed,,
traditional_ppo,46,10605.59777,0.2106160337,seed,,
traditional_ppo,46,10705.02793,0.2413053836,seed,,
traditional_ppo,46,10804.4581,0.2788276885,seed,,
traditional_ppo,46,10903.88827,0.2399629986,seed,,
traditional_ppo,46,11003.31844,0.267341789,seed,,
traditional_ppo,46,11102.7486,0.3081622969,seed,,
traditional_ppo,46,11202.17877,0.2497791878,seed,,
traditional_ppo,46,11301.60894,0.258711992,seed,,
traditional_ppo,46,11401.03911,0.2660809183,seed,,
traditional_ppo,46,11500.46927,0.2023717954,seed,,
traditional_ppo,46,11599.89944,0.2824207264,seed,,
traditional_ppo,46,11699.32961,0.2382499264,seed,,
traditional_ppo,46,11798.75978,0.2850928065,seed,,
traditional_ppo,46,11898.18994,0.2619851738,seed,,
traditional_ppo,46,11997.62011,0.2504202706,seed,,
traditional_ppo,46,12097.05028,0.3148839317,seed,,
traditional_ppo,46,12196.48045,0.294718139,seed,,
traditional_ppo,46,12295.91061,0.2698374278,seed,,
traditional_ppo,46,12395.34078,0.2608043629,seed,,
traditional_ppo,46,12494.77095,0.2496645288,seed,,
traditional_ppo,46,12594.20112,0.235410301,seed,,
traditional_ppo,46,12693.63128,0.253472475,seed,,
traditional_ppo,46,12793.06145,0.2631913408,seed,,
traditional_ppo,46,12892.49162,0.2118308973,seed,,
traditional_ppo,46,12991.92179,0.2931449339,seed,,
traditional_ppo,46,13091.35196,0.3004721365,seed,,
traditional_ppo,46,13190.78212,0.2761096756,seed,,
traditional_ppo,46,13290.21229,0.2776590997,seed,,
traditional_ppo,46,13389.64246,0.2521846267,seed,,
traditional_ppo,46,13489.07263,0.2329385636,seed,,
traditional_ppo,46,13588.50279,0.2997931854,seed,,
traditional_ppo,46,13687.93296,0.2709492044,seed,,
traditional_ppo,46,13787.36313,0.2234373439,seed,,
traditional_ppo,46,13886.7933,0.2752560834,seed,,
traditional_ppo,46,13986.22346,0.2667629867,seed,,
traditional_ppo,46,14085.65363,0.232263039,seed,,
traditional_ppo,46,14185.0838,0.284547486,seed,,
traditional_ppo,46,14284.51397,0.2730655943,seed,,
traditional_ppo,46,14383.94413,0.2336156883,seed,,
traditional_ppo,46,14483.3743,0.3016835376,seed,,
traditional_ppo,46,14582.80447,0.2352004167,seed,,
traditional_ppo,46,14682.23464,0.2873929274,seed,,
traditional_ppo,46,14781.6648,0.2577943704,seed,,
traditional_ppo,46,14881.09497,0.216536437,seed,,
traditional_ppo,46,14980.52514,0.2702456307,seed,,
traditional_ppo,46,15079.95531,0.2893088043,seed,,
traditional_ppo,46,15179.38547,0.2593895816,seed,,
traditional_ppo,46,15278.81564,0.2864594209,seed,,
traditional_ppo,46,15378.24581,0.2946050985,seed,,
traditional_ppo,46,15477.67598,0.2569478626,seed,,
traditional_ppo,46,15577.10615,0.284204154,seed,,
traditional_ppo,46,15676.53631,0.2752398882,seed,,
traditional_ppo,46,15775.96648,0.2539114332,seed,,
traditional_ppo,46,15875.39665,0.3007576088,seed,,
traditional_ppo,46,15974.82682,0.2456527192,seed,,
traditional_ppo,46,16074.25698,0.2651506734,seed,,
traditional_ppo,46,16173.68715,0.3125802219,seed,,
traditional_ppo,46,16273.11732,0.2370444581,seed,,
traditional_ppo,46,16372.54749,0.2489592912,seed,,
traditional_ppo,46,16471.97765,0.2969566124,seed,,
traditional_ppo,46,16571.40782,0.2663189524,seed,,
traditional_ppo,46,16670.83799,0.2517885476,seed,,
traditional_ppo,46,16770.26816,0.2878632785,seed,,
traditional_ppo,46,16869.69832,0.2622140345,seed,,
traditional_ppo,46,16969.12849,0.2442043609,seed,,
traditional_ppo,46,17068.55866,0.2511601935,seed,,
traditional_ppo,46,17167.98883,0.2572724173,seed,,
traditional_ppo,46,17267.41899,0.24093153,seed,,
traditional_ppo,46,17366.84916,0.2440202368,seed,,
traditional_ppo,46,17466.27933,0.2396741553,seed,,
traditional_ppo,46,17565.7095,0.2686353572,seed,,
traditional_ppo,46,17665.13966,0.2675610761,seed,,
traditional_ppo,46,17764.56983,0.2857142857,seed,,
traditional_ppo,46,17864,0.2857142857,seed,,
traditional_ppo,-1,66,0.21875,median,0.201171875,0.2421875
traditional_ppo,-1,165.4301676,0.1772775039,median,0.1760936231,0.1777231348
traditional_ppo,-1,264.8603352,0.1949132686,median,0.1937404799,0.2002844362
traditional_ppo,-1,364.2905028,0.1918424263,median,0.1895704216,0.2255754798
traditional_ppo,-1,463.7206704,0.1924320037,median,0.1750797952,0.2002284873
traditional_ppo,-1,563.150838,0.2206239816,median,0.2205277995,0.2219265808
traditional_ppo,-1,662.5810056,0.2072031112,median,0.2015264825,0.2155648192
traditional_ppo,-1,762.0111732,0.2322469127,median,0.2101009204,0.2387581512
traditional_ppo,-1,861.4413408,0.2160700142,median,0.1921827104,0.2193957554
traditional_ppo,-1,960.8715084,0.2098221458,median,0.1934783756,0.2099300264
traditional_ppo,-1,1060.301676,0.221933973,median,0.2193065943,0.2408453589
traditional_ppo,-1,1159.731844,0.2203052933,median,0.2116509681,0.2204105836
traditional_ppo,-1,1259.162011,0.2504483745,median,0.2389954404,0.2677028211
traditional_ppo,-1,1358.592179,0.2201983377,median,0.2147492221,0.2273501323
traditional_ppo,-1,1458.022346,0.2126613871,median,0.2121541107,0.220124838
traditional_ppo,-1,1557.452514,0.2512447882,median,0.2501339808,0.284464452
traditional_ppo,-1,1656.882682,0.2321987169,median,0.2168974622,0.2416127457
traditional_ppo,-1,1756.312849,0.2413133525,median,0.2094752269,0.256284216
traditional_ppo,-1,1855.743017,0.2609785036,median,0.2557192934,0.2655918386
traditional_ppo,-1,1955.173184,0.2307950703,median,0.2232294481,0.2385339679
traditional_ppo,-1,2054.603352,0.2705068759,median,0.2442944968,0.2798480211
traditional_ppo,-1,2154.03352,0.2668343226,median,0.2475832029,0.2745603733
traditional_ppo,-1,2253.463687,0.2320717882,median,0.2228594591,0.2391833221
traditional_ppo,-1,2352.893855,0.2576709842,median,0.2480453951,0.2783706977
traditional_ppo,-1,2452.324022,0.261458788,median,0.2551417669,0.2656630547
traditional_ppo,-1,2551.75419,0.2193411374,median,0.2059901755,0.2223508835
traditional_ppo,-1,2651.184358,0.2819716898,median,0.2636236355,0.2972809407
traditional_ppo,-1,2750.614525,0.2369823581,median,0.2282053671,0.2429869284
traditional_ppo,-1,2850.044693,0.2426286552,median,0.2384651021,0.2682964457
traditional_ppo,-1,2949.47486,0.2658304293,median,0.2557431751,0.2694788255
traditional_ppo,-1,3048.905028,0.2229960188,median,0.2212132161,0.2314030712
traditional_ppo,-1,3148.335196,0.2589892691,median,0.2579288405,0.2694404122
traditional_ppo,-1,3247.765363,0.2528782517,median,0.2524725713,0.266720905
traditional_ppo,-1,3347.195531,0.2347883671,median,0.2242505917,0.2403287009
traditional_ppo,-1,3446.625698,0.2680284858,median,0.2558091263,0.2831240238
traditional_ppo,-1,3546.055866,0.2542477178,median,0.2446697284,0.2643754232
traditional_ppo,-1,3645.486034,0.2446647118,median,0.2170006271,0.2668450205
traditional_ppo,-1,3744.916201,0.2777295446,median,0.2659222084,0.2809127412
traditional_ppo,-1,3844.346369,0.2303634909,median,0.2267270058,0.2585130551
traditional_ppo,-1,3943.776536,0.2661339307,median,0.2425165017,0.2722517989
traditional_ppo,-1,4043.206704,0.2602371247,median,0.2577416339,0.2631989247
traditional_ppo,-1,4142.636872,0.2358097991,median,0.2328432814,0.2621304548
traditional_ppo,-1,4242.067039,0.2673387942,median,0.2506170972,0.2973562626
traditional_ppo,-1,4341.497207,0.2813814648,median,0.265081318,0.2832212052
traditional_ppo,-1,4440.927374,0.2410458268,median,0.2304918045,0.2418729147
traditional_ppo,-1,4540.357542,0.2572571142,median,0.2479513402,0.2655933226
traditional_ppo,-1,4639.787709,0.2696429642,median,0.2656860804,0.2875181792
traditional_ppo,-1,4739.217877,0.2527143338,median,0.2421970604,0.2635917387
traditional_ppo,-1,4838.648045,0.2766269435,median,0.2720305578,0.2806551534
traditional_ppo,-1,4938.078212,0.2728151551,median,0.2707976151,0.2737589056
traditional_ppo,-1,5037.50838,0.254998412,median,0.2484399394,0.269119306
traditional_ppo,-1,5136.938547,0.2672266026,median,0.2305853174,0.2804536585
traditional_ppo,-1,5236.368715,0.2673465001,median,0.2598789638,0.2746037214
traditional_ppo,-1,5335.798883,0.2433692803,median,0.2357677225,0.2617048061
traditional_ppo,-1,5435.22905,0.2749207098,median,0.2654298148,0.2942039905
traditional_ppo,-1,5534.659218,0.237678412,median,0.2291080319,0.2575916016
traditional_ppo,-1,5634.089385,0.293929382,median,0.2858520951,0.3130338876
traditional_ppo,-1,5733.519553,0.2675161091,median,0.2455952453,0.2797166213
traditional_ppo,-1,5832.949721,0.2410847942,median,0.2318441343,0.2553255823
traditional_ppo,-1,5932.379888,0.2792459555,median,0.2646917434,0.2893588028
traditional_ppo,-1,6031.810056,0.2571303425,median,0.2483449211,0.2659185357
traditional_ppo,-1,6131.240223,0.2368487149,median,0.23435785,0.2377754698
traditional_ppo,-1,6230.670391,0.27768263,median,0.2632019461,0.2926659924
traditional_ppo,-1,6330.100559,0.2532581451,median,0.251114838,0.2597569878
traditional_ppo,-1,6429.530726,0.2480077906,median,0.2423881256,0.2570013521
traditional_ppo,-1,6528.960894,0.2838052037,median,0.2581414545,0.2938167149
traditional_ppo,-1,6628.391061,0.2624538739,median,0.2578205129,0.268872479
traditional_ppo,-1,6727.821229,0.2609820483,median,0.2398593775,0.2633500047
traditional_ppo,-1,6827.251397,0.2967587567,median,0.2762332901,0.3016999375
traditional_ppo,-1,6926.681564,0.262282941,median,0.2455687399,0.2653798249
traditional_ppo,-1,7026.111732,0.256896383,median,0.2445222839,0.2619214737
traditional_ppo,-1,7125.541899,0.26877134,median,0.2641538704,0.2941677107
traditional_ppo,-1,7224.972067,0.2593171731,median,0.23269262,0.2639445867
traditional_ppo,-1,7324.402235,0.2400875539,median,0.2336024706,0.2464653056
traditional_ppo,-1,7423.832402,0.274809711,median,0.248520767,0.274986179
traditional_ppo,-1,7523.26257,0.2467768427,median,0.2456554039,0.2484288117
traditional_ppo,-1,7622.692737,0.2680332257,median,0.261934561,0.2692589566
traditional_ppo,-1,7722.122905,0.2718557564,median,0.2460177271,0.3237633713
traditional_ppo,-1,7821.553073,0.2473670596,median,0.2408891273,0.2982050731
traditional_ppo,-1,7920.98324,0.2451849021,median,0.2280433893,0.2748917767
traditional_ppo,-1,8020.413408,0.2837936395,median,0.2718211997,0.2863486019
traditional_ppo,-1,8119.843575,0.2571797867,median,0.2493098637,0.2584573648
traditional_ppo,-1,8219.273743,0.248545202,median,0.2448862581,0.3027823848
traditional_ppo,-1,8318.703911,0.3013759261,median,0.2780728775,0.3109361501
traditional_ppo,-1,8418.134078,0.264404409,median,0.2510536536,0.2672691903
traditional_ppo,-1,8517.564246,0.2582095952,median,0.2548761445,0.3041986732
traditional_ppo,-1,8616.994413,0.2740169512,median,0.2590812129,0.2896488233
traditional_ppo,-1,8716.424581,0.2770103255,median,0.2562914965,0.2776743946
traditional_ppo,-1,8815.854749,0.2720706278,median,0.2701798789,0.2801429341
traditional_ppo,-1,8915.284916,0.2327887873,median,0.2284439297,0.2628859789
traditional_ppo,-1,9014.715084,0.2256819624,median,0.2245135087,0.2678933093
traditional_ppo,-1,9114.145251,0.2698295835,median,0.2559482442,0.2789980976
traditional_ppo,-1,9213.575419,0.2662780389,median,0.2498271934,0.2680833347
traditional_ppo,-1,9313.005587,0.2821966672,median,0.2767721382,0.2937743588
traditional_ppo,-1,9412.435754,0.2981539219,median,0.2684891722,0.2992007784
traditional_ppo,-1,9511.865922,0.2498696581,median,0.2300480075,0.2532392615
traditional_ppo,-1,9611.296089,0.262112959,median,0.2614656715,0.26556717
traditional_ppo,-1,9710.726257,0.2617496654,median,0.254953782,0.2739434358
traditional_ppo,-1,9810.156425,0.2333823194,median,0.2332843438,0.2455172262
traditional_ppo,-1,9909.586592,0.2814517284,median,0.2526820834,0.3024046532
traditional_ppo,-1,10009.01676,0.2681914274,median,0.2396890466,0.2798245974
traditional_ppo,-1,10108.44693,0.2541385123,median,0.2523536418,0.2642436941
traditional_ppo,-1,10207.87709,0.2775899226,median,0.2671725035,0.2885714205
traditional_ppo,-1,10307.30726,0.255966212,median,0.2488056114,0.2564433877
traditional_ppo,-1,10406.73743,0.2376342073,median,0.2315046287,0.2536596406
traditional_ppo,-1,10506.1676,0.2897627205,median,0.2760358547,0.2918106885
traditional_ppo,-1,10605.59777,0.2479496324,median,0.2475776885,0.2559651823
traditional_ppo,-1,10705.02793,0.2430890995,median,0.2413053836,0.2487177943
traditional_ppo,-1,10804.4581,0.2788276885,median,0.2732724942,0.2843528814
traditional_ppo,-1,10903.88827,0.2631982983,median,0.26021408,0.2652005499
traditional_ppo,-1,11003.31844,0.2421893964,median,0.2379288187,0.267341789
traditional_ppo,-1,11102.7486,0.2784816245,median,0.2637110149,0.291645968
traditional_ppo,-1,11202.17877,0.2495227903,median,0.2489922454,0.2497791878
traditional_ppo,-1,11301.60894,0.2561784156,median,0.229845121,0.258711992
traditional_ppo,-1,11401.03911,0.2719877164,median,0.2660809183,0.272717431
traditional_ppo,-1,11500.46927,0.2346090741,median,0.2023717954,0.2750459611
traditional_ppo,-1,11599.89944,0.2499454623,median,0.2481258245,0.2792099886
traditional_ppo,-1,11699.32961,0.2382499264,median,0.2241629892,0.2592416938
traditional_ppo,-1,11798.75978,0.2535768895,median,0.2455384322,0.2850928065
traditional_ppo,-1,11898.18994,0.2782119788,median,0.2619851738,0.2844537202
traditional_ppo,-1,11997.62011,0.2504202706,median,0.2423828685,0.2800813342
traditional_ppo,-1,12097.05028,0.2597004105,median,0.2567083474,0.283316135
traditional_ppo,-1,12196.48045,0.2914736977,median,0.2899222476,0.294718139
traditional_ppo,-1,12295.91061,0.2698374278,median,0.2651737076,0.2755722927
