record_type,model,model_label,seed,episodes_seen,environment_interactions,safe_weighted_coverage,curve_source,q25,median,q75
seed,a2c_pointer,A2C+Pointer,46,2368,38833,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,46,2384,39105,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,46,2400,39377,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,46,2416,39637,0.962890625,training_batch,,,
seed,a2c_pointer,A2C+Pointer,46,2432,39887,0.921875,training_batch,,,
seed,a2c_pointer,A2C+Pointer,46,2448,40159,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,46,2464,40431,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,46,2480,40703,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,46,2496,40964,0.96484375,training_batch,,,
seed,a2c_pointer,A2C+Pointer,46,2512,41236,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,46,2528,41508,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,46,2544,41770,0.970703125,training_batch,,,
seed,a2c_pointer,A2C+Pointer,46,2560,42042,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,46,2576,42314,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,46,2592,42586,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,46,2608,42857,0.998046875,training_batch,,,
seed,a2c_pointer,A2C+Pointer,46,2624,43086,0.8828125,training_batch,,,
seed,a2c_pointer,A2C+Pointer,46,2640,43314,0.875,training_batch,,,
seed,a2c_pointer,A2C+Pointer,46,2656,43521,0.80859375,training_batch,,,
seed,a2c_pointer,A2C+Pointer,46,2672,43733,0.80859375,training_batch,,,
seed,a2c_pointer,A2C+Pointer,46,2688,43923,0.71484375,training_batch,,,
seed,a2c_pointer,A2C+Pointer,46,2704,44078,0.580078125,training_batch,,,
seed,a2c_pointer,A2C+Pointer,46,2720,44264,0.75390625,training_batch,,,
seed,a2c_pointer,A2C+Pointer,46,2736,44488,0.86328125,training_batch,,,
seed,a2c_pointer,A2C+Pointer,46,2752,44750,0.970703125,training_batch,,,
seed,a2c_pointer,A2C+Pointer,46,2768,45022,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,46,2784,45294,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,46,2800,45566,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,46,2816,45838,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,46,2832,46110,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,46,2848,46382,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,46,2864,46654,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,46,2880,46926,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,46,2896,47159,0.86328125,training_batch,,,
seed,a2c_pointer,A2C+Pointer,46,2912,47431,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,46,2928,47703,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,46,2944,47967,0.9765625,training_batch,,,
seed,a2c_pointer,A2C+Pointer,46,2960,48239,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,46,2976,48511,1,training_batch,,,
seed,a2c_pointer,A2C+Pointer,46,2992,48781,0.9921875,training_batch,,,
seed,a2c_pointer,A2C+Pointer,46,3000,48917,1,training_batch,,,
seed,traditional_ppo,传统PPO,42,16,66,0.193359375,training_batch,,,
seed,traditional_ppo,传统PPO,42,32,136,0.1703125,training_batch,,,
seed,traditional_ppo,传统PPO,42,48,221,0.186224489796,training_batch,,,
seed,traditional_ppo,传统PPO,42,64,292,0.208984375,training_batch,,,
seed,traditional_ppo,传统PPO,42,80,372,0.1875,training_batch,,,
seed,traditional_ppo,传统PPO,42,96,459,0.188775510204,training_batch,,,
seed,traditional_ppo,传统PPO,42,112,533,0.24609375,training_batch,,,
seed,traditional_ppo,传统PPO,42,128,610,0.184375,training_batch,,,
seed,traditional_ppo,传统PPO,42,144,692,0.182397959184,training_batch,,,
seed,traditional_ppo,传统PPO,42,160,765,0.234375,training_batch,,,
seed,traditional_ppo,传统PPO,42,176,850,0.221875,training_batch,,,
seed,traditional_ppo,传统PPO,42,192,938,0.202806122449,training_batch,,,
seed,traditional_ppo,传统PPO,42,208,1008,0.224609375,training_batch,,,
seed,traditional_ppo,传统PPO,42,224,1092,0.2203125,training_batch,,,
seed,traditional_ppo,传统PPO,42,240,1189,0.207908163265,training_batch,,,
seed,traditional_ppo,传统PPO,42,250,1237,0.240625,training_batch,,,
seed,traditional_ppo,传统PPO,42,266,1322,0.234375,training_batch,,,
seed,traditional_ppo,传统PPO,42,282,1420,0.21556122449,training_batch,,,
seed,traditional_ppo,传统PPO,42,298,1506,0.296875,training_batch,,,
seed,traditional_ppo,传统PPO,42,314,1592,0.21875,training_batch,,,
seed,traditional_ppo,传统PPO,42,330,1679,0.182397959184,training_batch,,,
seed,traditional_ppo,传统PPO,42,346,1776,0.318359375,training_batch,,,
seed,traditional_ppo,传统PPO,42,362,1871,0.25,training_batch,,,
seed,traditional_ppo,传统PPO,42,378,1974,0.235969387755,training_batch,,,
seed,traditional_ppo,传统PPO,42,394,2056,0.28125,training_batch,,,
seed,traditional_ppo,传统PPO,42,410,2149,0.2453125,training_batch,,,
seed,traditional_ppo,传统PPO,42,426,2250,0.219387755102,training_batch,,,
seed,traditional_ppo,传统PPO,42,442,2339,0.30859375,training_batch,,,
seed,traditional_ppo,传统PPO,42,458,2442,0.2703125,training_batch,,,
seed,traditional_ppo,传统PPO,42,474,2536,0.234693877551,training_batch,,,
seed,traditional_ppo,传统PPO,42,490,2646,0.37890625,training_batch,,,
seed,traditional_ppo,传统PPO,42,500,2705,0.27,training_batch,,,
seed,traditional_ppo,传统PPO,42,516,2806,0.233418367347,training_batch,,,
seed,traditional_ppo,传统PPO,42,532,2896,0.3046875,training_batch,,,
seed,traditional_ppo,传统PPO,42,548,2998,0.2765625,training_batch,,,
seed,traditional_ppo,传统PPO,42,564,3114,0.255102040816,training_batch,,,
seed,traditional_ppo,传统PPO,42,580,3200,0.291015625,training_batch,,,
seed,traditional_ppo,传统PPO,42,596,3296,0.2421875,training_batch,,,
seed,traditional_ppo,传统PPO,42,612,3397,0.238520408163,training_batch,,,
seed,traditional_ppo,传统PPO,42,628,3482,0.2890625,training_batch,,,
seed,traditional_ppo,传统PPO,42,644,3580,0.26875,training_batch,,,
seed,traditional_ppo,传统PPO,42,660,3683,0.230867346939,training_batch,,,
seed,traditional_ppo,传统PPO,42,676,3780,0.32421875,training_batch,,,
seed,traditional_ppo,传统PPO,42,692,3881,0.2640625,training_batch,,,
seed,traditional_ppo,传统PPO,42,708,3996,0.267857142857,training_batch,,,
seed,traditional_ppo,传统PPO,42,724,4078,0.259765625,training_batch,,,
seed,traditional_ppo,传统PPO,42,740,4177,0.2765625,training_batch,,,
seed,traditional_ppo,传统PPO,42,756,4282,0.234693877551,training_batch,,,
seed,traditional_ppo,传统PPO,42,772,4375,0.310546875,training_batch,,,
seed,traditional_ppo,传统PPO,42,788,4468,0.2625,training_batch,,,
seed,traditional_ppo,传统PPO,42,804,4563,0.207908163265,training_batch,,,
seed,traditional_ppo,传统PPO,42,820,4662,0.310546875,training_batch,,,
seed,traditional_ppo,传统PPO,42,836,4759,0.2515625,training_batch,,,
seed,traditional_ppo,传统PPO,42,852,4870,0.255102040816,training_batch,,,
seed,traditional_ppo,传统PPO,42,868,4958,0.275390625,training_batch,,,
seed,traditional_ppo,传统PPO,42,884,5062,0.2671875,training_batch,,,
seed,traditional_ppo,传统PPO,42,900,5159,0.214285714286,training_batch,,,
seed,traditional_ppo,传统PPO,42,916,5253,0.314453125,training_batch,,,
seed,traditional_ppo,传统PPO,42,932,5358,0.3,training_batch,,,
seed,traditional_ppo,传统PPO,42,948,5464,0.252551020408,training_batch,,,
seed,traditional_ppo,传统PPO,42,964,5554,0.291015625,training_batch,,,
seed,traditional_ppo,传统PPO,42,980,5657,0.284375,training_batch,,,
seed,traditional_ppo,传统PPO,42,996,5754,0.224489795918,training_batch,,,
seed,traditional_ppo,传统PPO,42,1000,5777,0.3359375,training_batch,,,
seed,traditional_ppo,传统PPO,42,1016,5872,0.2375,training_batch,,,
seed,traditional_ppo,传统PPO,42,1032,5977,0.241071428571,training_batch,,,
seed,traditional_ppo,传统PPO,42,1048,6059,0.251953125,training_batch,,,
seed,traditional_ppo,传统PPO,42,1064,6144,0.23125,training_batch,,,
seed,traditional_ppo,传统PPO,42,1080,6248,0.228316326531,training_batch,,,
seed,traditional_ppo,传统PPO,42,1096,6328,0.259765625,training_batch,,,
seed,traditional_ppo,传统PPO,42,1112,6423,0.259375,training_batch,,,
seed,traditional_ppo,传统PPO,42,1128,6526,0.22193877551,training_batch,,,
seed,traditional_ppo,传统PPO,42,1144,6624,0.30859375,training_batch,,,
seed,traditional_ppo,传统PPO,42,1160,6734,0.2984375,training_batch,,,
seed,traditional_ppo,传统PPO,42,1176,6840,0.247448979592,training_batch,,,
seed,traditional_ppo,传统PPO,42,1192,6921,0.24609375,training_batch,,,
seed,traditional_ppo,传统PPO,42,1208,7014,0.2375,training_batch,,,
seed,traditional_ppo,传统PPO,42,1224,7104,0.200255102041,training_batch,,,
seed,traditional_ppo,传统PPO,42,1240,7191,0.26953125,training_batch,,,
seed,traditional_ppo,传统PPO,42,1256,7294,0.2796875,training_batch,,,
seed,traditional_ppo,传统PPO,42,1272,7393,0.223214285714,training_batch,,,
seed,traditional_ppo,传统PPO,42,1288,7482,0.2890625,training_batch,,,
seed,traditional_ppo,传统PPO,42,1304,7584,0.2765625,training_batch,,,
seed,traditional_ppo,传统PPO,42,1320,7688,0.237244897959,training_batch,,,
seed,traditional_ppo,传统PPO,42,1336,7768,0.2578125,training_batch,,,
seed,traditional_ppo,传统PPO,42,1352,7857,0.2296875,training_batch,,,
seed,traditional_ppo,传统PPO,42,1368,7960,0.227040816327,training_batch,,,
seed,traditional_ppo,传统PPO,42,1384,8057,0.322265625,training_batch,,,
seed,traditional_ppo,传统PPO,42,1400,8155,0.2515625,training_batch,,,
seed,traditional_ppo,传统PPO,42,1416,8256,0.241071428571,training_batch,,,
seed,traditional_ppo,传统PPO,42,1432,8338,0.275390625,training_batch,,,
seed,traditional_ppo,传统PPO,42,1448,8441,0.275,training_batch,,,
seed,traditional_ppo,传统PPO,42,1464,8555,0.25,training_batch,,,
seed,traditional_ppo,传统PPO,42,1480,8635,0.26171875,training_batch,,,
seed,traditional_ppo,传统PPO,42,1496,8739,0.28125,training_batch,,,
seed,traditional_ppo,传统PPO,42,1500,8762,0.214285714286,training_batch,,,
seed,traditional_ppo,传统PPO,42,1516,8848,0.265625,training_batch,,,
seed,traditional_ppo,传统PPO,42,1532,8930,0.2203125,training_batch,,,
seed,traditional_ppo,传统PPO,42,1548,9024,0.205357142857,training_batch,,,
seed,traditional_ppo,传统PPO,42,1564,9106,0.25,training_batch,,,
seed,traditional_ppo,传统PPO,42,1580,9186,0.2125,training_batch,,,
seed,traditional_ppo,传统PPO,42,1596,9289,0.230867346939,training_batch,,,
seed,traditional_ppo,传统PPO,42,1612,9380,0.298828125,training_batch,,,
seed,traditional_ppo,传统PPO,42,1628,9482,0.3,training_batch,,,
seed,traditional_ppo,传统PPO,42,1644,9562,0.174744897959,training_batch,,,
seed,traditional_ppo,传统PPO,42,1660,9655,0.291015625,training_batch,,,
seed,traditional_ppo,传统PPO,42,1676,9745,0.24375,training_batch,,,
seed,traditional_ppo,传统PPO,42,1692,9847,0.247448979592,training_batch,,,
seed,traditional_ppo,传统PPO,42,1708,9950,0.337890625,training_batch,,,
seed,traditional_ppo,传统PPO,42,1724,10060,0.296875,training_batch,,,
seed,traditional_ppo,传统PPO,42,1740,10158,0.230867346939,training_batch,,,
seed,traditional_ppo,传统PPO,42,1756,10246,0.294921875,training_batch,,,
seed,traditional_ppo,传统PPO,42,1772,10335,0.2390625,training_batch,,,
seed,traditional_ppo,传统PPO,42,1788,10437,0.228316326531,training_batch,,,
seed,traditional_ppo,传统PPO,42,1804,10536,0.34765625,training_batch,,,
seed,traditional_ppo,传统PPO,42,1820,10638,0.2640625,training_batch,,,
seed,traditional_ppo,传统PPO,42,1836,10744,0.239795918367,training_batch,,,
seed,traditional_ppo,传统PPO,42,1852,10840,0.310546875,training_batch,,,
seed,traditional_ppo,传统PPO,42,1868,10946,0.2890625,training_batch,,,
seed,traditional_ppo,传统PPO,42,1884,11039,0.213010204082,training_batch,,,
seed,traditional_ppo,传统PPO,42,1900,11123,0.26953125,training_batch,,,
seed,traditional_ppo,传统PPO,42,1916,11219,0.2515625,training_batch,,,
seed,traditional_ppo,传统PPO,42,1932,11328,0.257653061224,training_batch,,,
seed,traditional_ppo,传统PPO,42,1948,11414,0.275390625,training_batch,,,
seed,traditional_ppo,传统PPO,42,1964,11512,0.275,training_batch,,,
seed,traditional_ppo,传统PPO,42,1980,11617,0.233418367347,training_batch,,,
seed,traditional_ppo,传统PPO,42,1996,11701,0.259765625,training_batch,,,
seed,traditional_ppo,传统PPO,42,2000,11726,0.2375,training_batch,,,
seed,traditional_ppo,传统PPO,42,2016,11831,0.248724489796,training_batch,,,
seed,traditional_ppo,传统PPO,42,2032,11921,0.310546875,training_batch,,,
seed,traditional_ppo,传统PPO,42,2048,12001,0.20625,training_batch,,,
seed,traditional_ppo,传统PPO,42,2064,12114,0.269132653061,training_batch,,,
seed,traditional_ppo,传统PPO,42,2080,12202,0.29296875,training_batch,,,
seed,traditional_ppo,传统PPO,42,2096,12299,0.275,training_batch,,,
seed,traditional_ppo,传统PPO,42,2112,12398,0.218112244898,training_batch,,,
seed,traditional_ppo,传统PPO,42,2128,12496,0.326171875,training_batch,,,
seed,traditional_ppo,传统PPO,42,2144,12592,0.2640625,training_batch,,,
seed,traditional_ppo,传统PPO,42,2160,12690,0.234693877551,training_batch,,,
seed,traditional_ppo,传统PPO,42,2176,12785,0.328125,training_batch,,,
seed,traditional_ppo,传统PPO,42,2192,12887,0.2875,training_batch,,,
seed,traditional_ppo,传统PPO,42,2208,12991,0.234693877551,training_batch,,,
seed,traditional_ppo,传统PPO,42,2224,13082,0.30859375,training_batch,,,
seed,traditional_ppo,传统PPO,42,2240,13181,0.2625,training_batch,,,
seed,traditional_ppo,传统PPO,42,2256,13282,0.22193877551,training_batch,,,
seed,traditional_ppo,传统PPO,42,2272,13374,0.298828125,training_batch,,,
seed,traditional_ppo,传统PPO,42,2288,13473,0.2671875,training_batch,,,
seed,traditional_ppo,传统PPO,42,2304,13567,0.210459183673,training_batch,,,
seed,traditional_ppo,传统PPO,42,2320,13650,0.287109375,training_batch,,,
seed,traditional_ppo,传统PPO,42,2336,13737,0.246875,training_batch,,,
seed,traditional_ppo,传统PPO,42,2352,13825,0.204081632653,training_batch,,,
seed,traditional_ppo,传统PPO,42,2368,13929,0.359375,training_batch,,,
seed,traditional_ppo,传统PPO,42,2384,14028,0.2625,training_batch,,,
seed,traditional_ppo,传统PPO,42,2400,14132,0.257653061224,training_batch,,,
seed,traditional_ppo,传统PPO,42,2416,14212,0.25390625,training_batch,,,
seed,traditional_ppo,传统PPO,42,2432,14305,0.2375,training_batch,,,
seed,traditional_ppo,传统PPO,42,2448,14413,0.261479591837,training_batch,,,
seed,traditional_ppo,传统PPO,42,2464,14506,0.294921875,training_batch,,,
seed,traditional_ppo,传统PPO,42,2480,14608,0.28125,training_batch,,,
seed,traditional_ppo,传统PPO,42,2496,14713,0.247448979592,training_batch,,,
seed,traditional_ppo,传统PPO,42,2500,14738,0.3125,training_batch,,,
seed,traditional_ppo,传统PPO,42,2516,14829,0.2375,training_batch,,,
seed,traditional_ppo,传统PPO,42,2532,14934,0.242346938776,training_batch,,,
seed,traditional_ppo,传统PPO,42,2548,15038,0.33203125,training_batch,,,
seed,traditional_ppo,传统PPO,42,2564,15129,0.2421875,training_batch,,,
seed,traditional_ppo,传统PPO,42,2580,15233,0.225765306122,training_batch,,,
seed,traditional_ppo,传统PPO,42,2596,15320,0.28515625,training_batch,,,
seed,traditional_ppo,传统PPO,42,2612,15418,0.265625,training_batch,,,
seed,traditional_ppo,传统PPO,42,2628,15521,0.248724489796,training_batch,,,
seed,traditional_ppo,传统PPO,42,2644,15610,0.306640625,training_batch,,,
seed,traditional_ppo,传统PPO,42,2660,15697,0.2546875,training_batch,,,
seed,traditional_ppo,传统PPO,42,2676,15794,0.22193877551,training_batch,,,
seed,traditional_ppo,传统PPO,42,2692,15884,0.294921875,training_batch,,,
seed,traditional_ppo,传统PPO,42,2708,15978,0.259375,training_batch,,,
seed,traditional_ppo,传统PPO,42,2724,16087,0.248724489796,training_batch,,,
seed,traditional_ppo,传统PPO,42,2740,16181,0.296875,training_batch,,,
seed,traditional_ppo,传统PPO,42,2756,16279,0.2671875,training_batch,,,
seed,traditional_ppo,传统PPO,42,2772,16384,0.24362244898,training_batch,,,
seed,traditional_ppo,传统PPO,42,2788,16478,0.298828125,training_batch,,,
seed,traditional_ppo,传统PPO,42,2804,16584,0.29375,training_batch,,,
seed,traditional_ppo,传统PPO,42,2820,16679,0.213010204082,training_batch,,,
seed,traditional_ppo,传统PPO,42,2836,16770,0.30859375,training_batch,,,
seed,traditional_ppo,传统PPO,42,2852,16865,0.246875,training_batch,,,
seed,traditional_ppo,传统PPO,42,2868,16968,0.241071428571,training_batch,,,
seed,traditional_ppo,传统PPO,42,2884,17048,0.25,training_batch,,,
seed,traditional_ppo,传统PPO,42,2900,17154,0.3078125,training_batch,,,
seed,traditional_ppo,传统PPO,42,2916,17246,0.202806122449,training_batch,,,
seed,traditional_ppo,传统PPO,42,2932,17345,0.31640625,training_batch,,,
seed,traditional_ppo,传统PPO,42,2948,17438,0.25625,training_batch,,,
seed,traditional_ppo,传统PPO,42,2964,17539,0.229591836735,training_batch,,,
seed,traditional_ppo,传统PPO,42,2980,17630,0.302734375,training_batch,,,
seed,traditional_ppo,传统PPO,42,2996,17727,0.2546875,training_batch,,,
seed,traditional_ppo,传统PPO,42,3000,17753,0.275510204082,training_batch,,,
seed,traditional_ppo,传统PPO,43,16,69,0.201171875,training_batch,,,
seed,traditional_ppo,传统PPO,43,32,146,0.18125,training_batch,,,
seed,traditional_ppo,传统PPO,43,48,224,0.167091836735,training_batch,,,
seed,traditional_ppo,传统PPO,43,64,297,0.216796875,training_batch,,,
seed,traditional_ppo,传统PPO,43,80,376,0.1875,training_batch,,,
seed,traditional_ppo,传统PPO,43,96,450,0.154336734694,training_batch,,,
seed,traditional_ppo,传统PPO,43,112,525,0.220703125,training_batch,,,
seed,traditional_ppo,传统PPO,43,128,610,0.2203125,training_batch,,,
seed,traditional_ppo,传统PPO,43,144,705,0.211734693878,training_batch,,,
seed,traditional_ppo,传统PPO,43,160,786,0.267578125,training_batch,,,
seed,traditional_ppo,传统PPO,43,176,863,0.190625,training_batch,,,
seed,traditional_ppo,传统PPO,43,192,960,0.214285714286,training_batch,,,
seed,traditional_ppo,传统PPO,43,208,1031,0.2109375,training_batch,,,
seed,traditional_ppo,传统PPO,43,224,1124,0.2375,training_batch,,,
seed,traditional_ppo,传统PPO,43,240,1212,0.195153061224,training_batch,,,
seed,traditional_ppo,传统PPO,43,250,1270,0.284375,training_batch,,,
seed,traditional_ppo,传统PPO,43,266,1365,0.25625,training_batch,,,
seed,traditional_ppo,传统PPO,43,282,1460,0.211734693878,training_batch,,,
seed,traditional_ppo,传统PPO,43,298,1549,0.28515625,training_batch,,,
seed,traditional_ppo,传统PPO,43,314,1654,0.2765625,training_batch,,,
seed,traditional_ppo,传统PPO,43,330,1745,0.200255102041,training_batch,,,
seed,traditional_ppo,传统PPO,43,346,1830,0.26953125,training_batch,,,
seed,traditional_ppo,传统PPO,43,362,1927,0.2546875,training_batch,,,
seed,traditional_ppo,传统PPO,43,378,2027,0.224489795918,training_batch,,,
seed,traditional_ppo,传统PPO,43,394,2117,0.2890625,training_batch,,,
seed,traditional_ppo,传统PPO,43,410,2213,0.2515625,training_batch,,,
seed,traditional_ppo,传统PPO,43,426,2314,0.220663265306,training_batch,,,
seed,traditional_ppo,传统PPO,43,442,2403,0.28125,training_batch,,,
seed,traditional_ppo,传统PPO,43,458,2492,0.253125,training_batch,,,
seed,traditional_ppo,传统PPO,43,474,2581,0.202806122449,training_batch,,,
seed,traditional_ppo,传统PPO,43,490,2677,0.33203125,training_batch,,,
seed,traditional_ppo,传统PPO,43,500,2732,0.245,training_batch,,,
seed,traditional_ppo,传统PPO,43,516,2827,0.204081632653,training_batch,,,
seed,traditional_ppo,传统PPO,43,532,2914,0.296875,training_batch,,,
seed,traditional_ppo,传统PPO,43,548,3001,0.2296875,training_batch,,,
seed,traditional_ppo,传统PPO,43,564,3093,0.216836734694,training_batch,,,
seed,traditional_ppo,传统PPO,43,580,3185,0.28515625,training_batch,,,
seed,traditional_ppo,传统PPO,43,596,3274,0.23125,training_batch,,,
seed,traditional_ppo,传统PPO,43,612,3359,0.183673469388,training_batch,,,
seed,traditional_ppo,传统PPO,43,628,3448,0.296875,training_batch,,,
seed,traditional_ppo,传统PPO,43,644,3547,0.2640625,training_batch,,,
seed,traditional_ppo,传统PPO,43,660,3643,0.207908163265,training_batch,,,
seed,traditional_ppo,传统PPO,43,676,3725,0.28515625,training_batch,,,
seed,traditional_ppo,传统PPO,43,692,3824,0.2640625,training_batch,,,
seed,traditional_ppo,传统PPO,43,708,3927,0.235969387755,training_batch,,,
seed,traditional_ppo,传统PPO,43,724,4013,0.26953125,training_batch,,,
seed,traditional_ppo,传统PPO,43,740,4122,0.29375,training_batch,,,
seed,traditional_ppo,传统PPO,43,756,4203,0.169642857143,training_batch,,,
seed,traditional_ppo,传统PPO,43,772,4307,0.349609375,training_batch,,,
seed,traditional_ppo,传统PPO,43,788,4396,0.25,training_batch,,,
seed,traditional_ppo,传统PPO,43,804,4490,0.209183673469,training_batch,,,
seed,traditional_ppo,传统PPO,43,820,4576,0.275390625,training_batch,,,
seed,traditional_ppo,传统PPO,43,836,4671,0.2609375,training_batch,,,
seed,traditional_ppo,传统PPO,43,852,4791,0.28443877551,training_batch,,,
seed,traditional_ppo,传统PPO,43,868,4872,0.283203125,training_batch,,,
seed,traditional_ppo,传统PPO,43,884,4973,0.28125,training_batch,,,
seed,traditional_ppo,传统PPO,43,900,5078,0.238520408163,training_batch,,,
seed,traditional_ppo,传统PPO,43,916,5171,0.3046875,training_batch,,,
seed,traditional_ppo,传统PPO,43,932,5264,0.2515625,training_batch,,,
seed,traditional_ppo,传统PPO,43,948,5358,0.201530612245,training_batch,,,
seed,traditional_ppo,传统PPO,43,964,5446,0.28515625,training_batch,,,
seed,traditional_ppo,传统PPO,43,980,5544,0.2546875,training_batch,,,
seed,traditional_ppo,传统PPO,43,996,5647,0.24362244898,training_batch,,,
seed,traditional_ppo,传统PPO,43,1000,5668,0.265625,training_batch,,,
seed,traditional_ppo,传统PPO,43,1016,5760,0.2375,training_batch,,,
seed,traditional_ppo,传统PPO,43,1032,5862,0.229591836735,training_batch,,,
seed,traditional_ppo,传统PPO,43,1048,5946,0.271484375,training_batch,,,
seed,traditional_ppo,传统PPO,43,1064,6031,0.221875,training_batch,,,
seed,traditional_ppo,传统PPO,43,1080,6133,0.219387755102,training_batch,,,
seed,traditional_ppo,传统PPO,43,1096,6232,0.35546875,training_batch,,,
seed,traditional_ppo,传统PPO,43,1112,6325,0.2515625,training_batch,,,
seed,traditional_ppo,传统PPO,43,1128,6430,0.242346938776,training_batch,,,
seed,traditional_ppo,传统PPO,43,1144,6517,0.294921875,training_batch,,,
seed,traditional_ppo,传统PPO,43,1160,6604,0.2140625,training_batch,,,
seed,traditional_ppo,传统PPO,43,1176,6705,0.218112244898,training_batch,,,
seed,traditional_ppo,传统PPO,43,1192,6802,0.310546875,training_batch,,,
seed,traditional_ppo,传统PPO,43,1208,6899,0.2765625,training_batch,,,
seed,traditional_ppo,传统PPO,43,1224,6995,0.227040816327,training_batch,,,
seed,traditional_ppo,传统PPO,43,1240,7088,0.279296875,training_batch,,,
seed,traditional_ppo,传统PPO,43,1256,7180,0.2421875,training_batch,,,
seed,traditional_ppo,传统PPO,43,1272,7268,0.201530612245,training_batch,,,
seed,traditional_ppo,传统PPO,43,1288,7346,0.263671875,training_batch,,,
seed,traditional_ppo,传统PPO,43,1304,7447,0.278125,training_batch,,,
seed,traditional_ppo,传统PPO,43,1320,7555,0.232142857143,training_batch,,,
seed,traditional_ppo,传统PPO,43,1336,7641,0.279296875,training_batch,,,
seed,traditional_ppo,传统PPO,43,1352,7725,0.24375,training_batch,,,
seed,traditional_ppo,传统PPO,43,1368,7827,0.237244897959,training_batch,,,
seed,traditional_ppo,传统PPO,43,1384,7909,0.2734375,training_batch,,,
seed,traditional_ppo,传统PPO,43,1400,8012,0.2859375,training_batch,,,
seed,traditional_ppo,传统PPO,43,1416,8123,0.257653061224,training_batch,,,
seed,traditional_ppo,传统PPO,43,1432,8218,0.32421875,training_batch,,,
seed,traditional_ppo,传统PPO,43,1448,8322,0.2765625,training_batch,,,
seed,traditional_ppo,传统PPO,43,1464,8421,0.224489795918,training_batch,,,
seed,traditional_ppo,传统PPO,43,1480,8516,0.3046875,training_batch,,,
seed,traditional_ppo,传统PPO,43,1496,8611,0.275,training_batch,,,
seed,traditional_ppo,传统PPO,43,1500,8639,0.270408163265,training_batch,,,
seed,traditional_ppo,传统PPO,43,1516,8731,0.30078125,training_batch,,,
seed,traditional_ppo,传统PPO,43,1532,8837,0.275,training_batch,,,
seed,traditional_ppo,传统PPO,43,1548,8955,0.28443877551,training_batch,,,
seed,traditional_ppo,传统PPO,43,1564,9037,0.26171875,training_batch,,,
seed,traditional_ppo,传统PPO,43,1580,9131,0.2546875,training_batch,,,
seed,traditional_ppo,传统PPO,43,1596,9243,0.270408163265,training_batch,,,
seed,traditional_ppo,传统PPO,43,1612,9342,0.333984375,training_batch,,,
seed,traditional_ppo,传统PPO,43,1628,9434,0.2484375,training_batch,,,
seed,traditional_ppo,传统PPO,43,1644,9530,0.225765306122,training_batch,,,
seed,traditional_ppo,传统PPO,43,1660,9619,0.296875,training_batch,,,
seed,traditional_ppo,传统PPO,43,1676,9719,0.271875,training_batch,,,
seed,traditional_ppo,传统PPO,43,1692,9802,0.183673469388,training_batch,,,
seed,traditional_ppo,传统PPO,43,1708,9903,0.322265625,training_batch,,,
seed,traditional_ppo,传统PPO,43,1724,9993,0.2296875,training_batch,,,
seed,traditional_ppo,传统PPO,43,1740,10092,0.219387755102,training_batch,,,
seed,traditional_ppo,传统PPO,43,1756,10188,0.330078125,training_batch,,,
seed,traditional_ppo,传统PPO,43,1772,10282,0.2546875,training_batch,,,
seed,traditional_ppo,传统PPO,43,1788,10379,0.232142857143,training_batch,,,
seed,traditional_ppo,传统PPO,43,1804,10470,0.302734375,training_batch,,,
seed,traditional_ppo,传统PPO,43,1820,10567,0.2734375,training_batch,,,
seed,traditional_ppo,传统PPO,43,1836,10661,0.210459183673,training_batch,,,
seed,traditional_ppo,传统PPO,43,1852,10747,0.29296875,training_batch,,,
seed,traditional_ppo,传统PPO,43,1868,10845,0.259375,training_batch,,,
seed,traditional_ppo,传统PPO,43,1884,10956,0.266581632653,training_batch,,,
seed,traditional_ppo,传统PPO,43,1900,11046,0.275390625,training_batch,,,
seed,traditional_ppo,传统PPO,43,1916,11139,0.25625,training_batch,,,
seed,traditional_ppo,传统PPO,43,1932,11233,0.219387755102,training_batch,,,
seed,traditional_ppo,传统PPO,43,1948,11321,0.275390625,training_batch,,,
seed,traditional_ppo,传统PPO,43,1964,11413,0.2421875,training_batch,,,
seed,traditional_ppo,传统PPO,43,1980,11501,0.184948979592,training_batch,,,
seed,traditional_ppo,传统PPO,43,1996,11587,0.27734375,training_batch,,,
