model,training_seed,environment_interactions,return_rate
no_domain_randomization,42,4222,1
no_domain_randomization,42,4386,1
no_domain_randomization,42,4491,1
no_domain_randomization,42,4664,1
no_domain_randomization,42,4816,1
no_domain_randomization,42,4994,1
no_domain_randomization,42,5171,1
no_domain_randomization,42,5329,1
no_domain_randomization,42,5494,1
no_domain_randomization,42,5674,1
no_domain_randomization,42,5812,1
no_domain_randomization,42,5971,1
no_domain_randomization,42,6137,1
no_domain_randomization,42,6291,1
no_domain_randomization,42,6469,1
no_domain_randomization,42,6648,1
no_domain_randomization,42,6817,1
no_domain_randomization,42,6985,1
no_domain_randomization,42,7189,1
no_domain_randomization,42,7360,1
no_domain_randomization,42,7539,1
no_domain_randomization,42,7732,1
no_domain_randomization,42,7919,1
no_domain_randomization,42,8096,1
no_domain_randomization,42,8282,1
no_domain_randomization,42,8478,1
no_domain_randomization,42,8688,1
no_domain_randomization,42,8878,1
no_domain_randomization,42,9063,1
no_domain_randomization,42,9248,1
no_domain_randomization,42,9455,1
no_domain_randomization,42,9613,1
no_domain_randomization,42,9800,1
no_domain_randomization,42,9984,1
no_domain_randomization,42,10033,1
no_domain_randomization,42,10208,1
no_domain_randomization,42,10375,1
no_domain_randomization,42,10551,1
no_domain_randomization,42,10739,1
no_domain_randomization,42,10915,1
no_domain_randomization,42,11084,1
no_domain_randomization,42,11274,1
no_domain_randomization,42,11428,1
no_domain_randomization,42,11601,1
no_domain_randomization,42,11767,1
no_domain_randomization,42,11959,1
no_domain_randomization,42,12129,1
no_domain_randomization,42,12314,1
no_domain_randomization,42,12501,1
no_domain_randomization,42,12671,1
no_domain_randomization,42,12857,1
no_domain_randomization,42,13057,1
no_domain_randomization,42,13230,1
no_domain_randomization,42,13423,1
no_domain_randomization,42,13605,1
no_domain_randomization,42,13780,1
no_domain_randomization,42,13973,1
no_domain_randomization,42,14171,1
no_domain_randomization,42,14354,1
no_domain_randomization,42,14535,1
no_domain_randomization,42,14721,1
no_domain_randomization,42,14883,1
no_domain_randomization,42,15064,1
no_domain_randomization,42,15246,1
no_domain_randomization,42,15417,1
no_domain_randomization,42,15594,1
no_domain_randomization,42,15642,1
no_domain_randomization,42,15817,1
no_domain_randomization,42,15990,1
no_domain_randomization,42,16182,1
no_domain_randomization,42,16367,1
no_domain_randomization,42,16558,1
no_domain_randomization,42,16767,1
no_domain_randomization,42,16962,1
no_domain_randomization,42,17160,1
no_domain_randomization,42,17365,1
no_domain_randomization,42,17550,1
no_domain_randomization,42,17745,1
no_domain_randomization,42,17920,1
no_domain_randomization,42,18102,1
no_domain_randomization,42,18296,1
no_domain_randomization,42,18479,1
no_domain_randomization,42,18664,1
no_domain_randomization,42,18863,1
no_domain_randomization,42,19062,1
no_domain_randomization,42,19240,1
no_domain_randomization,42,19430,1
no_domain_randomization,42,19605,1
no_domain_randomization,42,19779,1
no_domain_randomization,42,19971,1
no_domain_randomization,42,20172,1
no_domain_randomization,42,20358,1
no_domain_randomization,42,20546,1
no_domain_randomization,42,20752,1
no_domain_randomization,42,20926,1
no_domain_randomization,42,21113,1
no_domain_randomization,42,21309,1
no_domain_randomization,42,21492,1
no_domain_randomization,42,21543,1
no_domain_randomization,42,21734,1
no_domain_randomization,42,21914,1
no_domain_randomization,42,22096,1
no_domain_randomization,42,22295,1
no_domain_randomization,42,22488,1
no_domain_randomization,42,22679,1
no_domain_randomization,42,22871,1
no_domain_randomization,42,23064,1
no_domain_randomization,42,23259,1
no_domain_randomization,42,23464,1
no_domain_randomization,42,23636,1
no_domain_randomization,42,23815,1
no_domain_randomization,42,24010,1
no_domain_randomization,42,24186,1
no_domain_randomization,42,24385,1
no_domain_randomization,42,24582,1
no_domain_randomization,42,24777,1
no_domain_randomization,42,24990,1
no_domain_randomization,42,25193,1
no_domain_randomization,42,25364,1
no_domain_randomization,42,25563,1
no_domain_randomization,42,25758,1
no_domain_randomization,42,25938,1
no_domain_randomization,42,26123,1
no_domain_randomization,42,26316,1
no_domain_randomization,42,26511,1
no_domain_randomization,42,26704,1
no_domain_randomization,42,26889,1
no_domain_randomization,42,27069,1
no_domain_randomization,42,27257,1
no_domain_randomization,42,27450,1
no_domain_randomization,42,27493,1
no_domain_randomization,42,27686,1
no_domain_randomization,42,27865,1
no_domain_randomization,42,28050,1
no_domain_randomization,42,28235,1
no_domain_randomization,42,28435,1
no_domain_randomization,42,28616,1
no_domain_randomization,42,28812,1
no_domain_randomization,42,29009,1
no_domain_randomization,42,29175,1
no_domain_randomization,42,29351,1
no_domain_randomization,42,29549,1
no_domain_randomization,42,29744,1
no_domain_randomization,42,29946,1
no_domain_randomization,42,30144,1
no_domain_randomization,42,30330,1
no_domain_randomization,42,30529,1
no_domain_randomization,42,30721,1
no_domain_randomization,42,30898,1
no_domain_randomization,42,31075,1
no_domain_randomization,42,31276,1
no_domain_randomization,42,31463,1
no_domain_randomization,42,31653,1
no_domain_randomization,42,31853,1
no_domain_randomization,42,32045,1
no_domain_randomization,42,32235,1
no_domain_randomization,42,32421,1
no_domain_randomization,42,32599,1
no_domain_randomization,42,32798,1
no_domain_randomization,42,32991,1
no_domain_randomization,42,33164,1
no_domain_randomization,42,33346,1
no_domain_randomization,42,33397,1
no_domain_randomization,43,92,1
no_domain_randomization,43,186,1
no_domain_randomization,43,291,1
no_domain_randomization,43,405,1
no_domain_randomization,43,517,1
no_domain_randomization,43,634,1
no_domain_randomization,43,748,1
no_domain_randomization,43,865,1
no_domain_randomization,43,991,1
no_domain_randomization,43,1134,1
no_domain_randomization,43,1270,1
no_domain_randomization,43,1375,1
no_domain_randomization,43,1497,1
no_domain_randomization,43,1610,1
no_domain_randomization,43,1763,1
no_domain_randomization,43,1865,1
no_domain_randomization,43,2012,1
no_domain_randomization,43,2158,1
no_domain_randomization,43,2291,1
no_domain_randomization,43,2440,1
no_domain_randomization,43,2583,1
no_domain_randomization,43,2705,1
no_domain_randomization,43,2837,1
no_domain_randomization,43,2991,1
no_domain_randomization,43,3118,1
no_domain_randomization,43,3269,1
no_domain_randomization,43,3424,1
no_domain_randomization,43,3573,1
no_domain_randomization,43,3739,1
no_domain_randomization,43,3911,1
no_domain_randomization,43,4061,1
no_domain_randomization,43,4169,1
no_domain_randomization,43,4340,1
no_domain_randomization,43,4501,1
no_domain_randomization,43,4671,1
no_domain_randomization,43,4828,1
no_domain_randomization,43,4969,1
no_domain_randomization,43,5140,1
no_domain_randomization,43,5294,1
no_domain_randomization,43,5459,1
no_domain_randomization,43,5616,1
no_domain_randomization,43,5785,1
no_domain_randomization,43,5938,1
no_domain_randomization,43,6098,1
no_domain_randomization,43,6272,1
no_domain_randomization,43,6418,1
no_domain_randomization,43,6586,1
no_domain_randomization,43,6757,1
no_domain_randomization,43,6918,1
no_domain_randomization,43,7083,1
no_domain_randomization,43,7253,1
no_domain_randomization,43,7383,1
no_domain_randomization,43,7540,1
no_domain_randomization,43,7686,1
no_domain_randomization,43,7839,1
no_domain_randomization,43,7995,1
no_domain_randomization,43,8167,1
no_domain_randomization,43,8317,1
no_domain_randomization,43,8481,1
no_domain_randomization,43,8642,1
no_domain_randomization,43,8792,1
no_domain_randomization,43,8968,1
no_domain_randomization,43,9143,1
no_domain_randomization,43,9181,1
no_domain_randomization,43,9369,1
no_domain_randomization,43,9528,1
no_domain_randomization,43,9696,1
no_domain_randomization,43,9873,1
no_domain_randomization,43,10057,1
no_domain_randomization,43,10220,1
no_domain_randomization,43,10381,1
no_domain_randomization,43,10565,1
no_domain_randomization,43,10720,1
no_domain_randomization,43,10889,1
no_domain_randomization,43,11074,1
no_domain_randomization,43,11244,1
no_domain_randomization,43,11422,1
no_domain_randomization,43,11597,1
no_domain_randomization,43,11765,1
no_domain_randomization,43,11929,1
no_domain_randomization,43,12091,1
no_domain_randomization,43,12260,1
no_domain_randomization,43,12436,1
no_domain_randomization,43,12629,1
no_domain_randomization,43,12797,1
no_domain_randomization,43,12967,1
no_domain_randomization,43,13147,1
no_domain_randomization,43,13321,1
no_domain_randomization,43,13502,1
no_domain_randomization,43,13669,1
no_domain_randomization,43,13846,1
no_domain_randomization,43,14031,1
no_domain_randomization,43,14212,1
no_domain_randomization,43,14376,1
no_domain_randomization,43,14556,1
no_domain_randomization,43,14603,1
no_domain_randomization,43,14783,1
no_domain_randomization,43,14961,1
no_domain_randomization,43,15155,1
no_domain_randomization,43,15332,1
no_domain_randomization,43,15524,1
no_domain_randomization,43,15716,1
no_domain_randomization,43,15904,1
no_domain_randomization,43,16087,1
no_domain_randomization,43,16275,1
no_domain_randomization,43,16456,1
no_domain_randomization,43,16648,1
no_domain_randomization,43,16827,1
no_domain_randomization,43,16983,1
no_domain_randomization,43,17159,1
no_domain_randomization,43,17325,1
no_domain_randomization,43,17493,1
no_domain_randomization,43,17648,1
no_domain_randomization,43,17822,1
no_domain_randomization,43,17979,1
no_domain_randomization,43,18146,1
no_domain_randomization,43,18305,1
no_domain_randomization,43,18456,1
no_domain_randomization,43,18616,1
no_domain_randomization,43,18793,1
no_domain_randomization,43,18964,1
no_domain_randomization,43,19138,1
no_domain_randomization,43,19303,1
no_domain_randomization,43,19473,1
no_domain_randomization,43,19649,1
no_domain_randomization,43,19822,1
no_domain_randomization,43,19992,1
no_domain_randomization,43,20038,1
no_domain_randomization,43,20228,1
no_domain_randomization,43,20408,1
no_domain_randomization,43,20598,1
no_domain_randomization,43,20785,1
no_domain_randomization,43,20960,1
no_domain_randomization,43,21159,1
no_domain_randomization,43,21349,1
no_domain_randomization,43,21532,1
no_domain_randomization,43,21719,1
no_domain_randomization,43,21907,1
no_domain_randomization,43,22076,1
no_domain_randomization,43,22273,1
no_domain_randomization,43,22480,1
no_domain_randomization,43,22656,1
no_domain_randomization,43,22833,1
no_domain_randomization,43,23023,1
no_domain_randomization,43,23202,1
no_domain_randomization,43,23385,1
no_domain_randomization,43,23572,1
no_domain_randomization,43,23760,1
no_domain_randomization,43,23938,1
no_domain_randomization,43,24125,1
no_domain_randomization,43,24302,1
no_domain_randomization,43,24491,1
no_domain_randomization,43,24680,1
no_domain_randomization,43,24860,1
no_domain_randomization,43,25038,1
no_domain_randomization,43,25230,1
no_domain_randomization,43,25413,1
no_domain_randomization,43,25591,1
no_domain_randomization,43,25794,1
no_domain_randomization,43,25843,1
no_domain_randomization,43,26047,1
no_domain_randomization,43,26257,1
no_domain_randomization,43,26435,1
no_domain_randomization,43,26627,1
no_domain_randomization,43,26804,1
no_domain_randomization,43,26969,1
no_domain_randomization,43,27161,1
no_domain_randomization,43,27335,1
no_domain_randomization,43,27532,1
no_domain_randomization,43,27719,1
no_domain_randomization,43,27929,1
no_domain_randomization,43,28086,1
no_domain_randomization,43,28282,1
no_domain_randomization,43,28483,1
no_domain_randomization,43,28660,1
no_domain_randomization,43,28870,1
no_domain_randomization,43,29075,1
no_domain_randomization,43,29255,1
no_domain_randomization,43,29435,1
no_domain_randomization,43,29614,1
no_domain_randomization,43,29775,1
no_domain_randomization,43,29974,1
no_domain_randomization,43,30172,1
no_domain_randomization,43,30349,1
no_domain_randomization,43,30533,1
no_domain_randomization,43,30733,1
no_domain_randomization,43,30903,1
no_domain_randomization,43,31085,1
no_domain_randomization,43,31278,1
no_domain_randomization,43,31465,1
no_domain_randomization,43,31661,1
no_domain_randomization,43,31708,1
no_domain_randomization,44,94,1
no_domain_randomization,44,197,1
no_domain_randomization,44,295,1
no_domain_randomization,44,401,1
no_domain_randomization,44,520,1
no_domain_randomization,44,643,1
no_domain_randomization,44,761,1
no_domain_randomization,44,883,1
no_domain_randomization,44,1007,1
no_domain_randomization,44,1129,1
no_domain_randomization,44,1254,1
no_domain_randomization,44,1381,1
no_domain_randomization,44,1527,1
no_domain_randomization,44,1665,1
no_domain_randomization,44,1800,1
no_domain_randomization,44,1890,1
no_domain_randomization,44,2011,1
no_domain_randomization,44,2141,1
no_domain_randomization,44,2271,1
no_domain_randomization,44,2410,1
no_domain_randomization,44,2551,1
no_domain_randomization,44,2683,1
no_domain_randomization,44,2815,1
no_domain_randomization,44,2963,1
no_domain_randomization,44,3054,1
no_domain_randomization,44,3177,1
no_domain_randomization,44,3313,1
no_domain_randomization,44,3455,1
no_domain_randomization,44,3587,1
no_domain_randomization,44,3741,1
no_domain_randomization,44,3832,1
no_domain_randomization,44,3912,1
no_domain_randomization,44,4056,1
no_domain_randomization,44,4185,1
no_domain_randomization,44,4330,1
no_domain_randomization,44,4480,1
no_domain_randomization,44,4626,1
no_domain_randomization,44,4793,1
no_domain_randomization,44,4962,1
no_domain_randomization,44,5103,1
no_domain_randomization,44,5279,1
no_domain_randomization,44,5422,1
no_domain_randomization,44,5579,1
no_domain_randomization,44,5750,1
no_domain_randomization,44,5917,1
no_domain_randomization,44,6071,1
no_domain_randomization,44,6222,1
no_domain_randomization,44,6391,1
no_domain_randomization,44,6553,1
no_domain_randomization,44,6710,1
no_domain_randomization,44,6893,1
no_domain_randomization,44,7042,1
no_domain_randomization,44,7213,1
no_domain_randomization,44,7386,1
no_domain_randomization,44,7550,1
no_domain_randomization,44,7730,1
no_domain_randomization,44,7914,1
no_domain_randomization,44,8086,1
no_domain_randomization,44,8263,1
no_domain_randomization,44,8422,1
no_domain_randomization,44,8566,1
no_domain_randomization,44,8729,1
no_domain_randomization,44,8904,1
no_domain_randomization,44,8947,1
no_domain_randomization,44,9114,1
no_domain_randomization,44,9301,1
no_domain_randomization,44,9467,1
no_domain_randomization,44,9655,1
no_domain_randomization,44,9849,1
no_domain_randomization,44,10026,1
no_domain_randomization,44,10239,1
no_domain_randomization,44,10420,1
no_domain_randomization,44,10575,1
no_domain_randomization,44,10743,1
no_domain_randomization,44,10898,1
no_domain_randomization,44,11054,1
no_domain_randomization,44,11202,1
no_domain_randomization,44,11388,1
no_domain_randomization,44,11560,1
no_domain_randomization,44,11716,1
no_domain_randomization,44,11882,1
no_domain_randomization,44,12034,1
no_domain_randomization,44,12194,1
no_domain_randomization,44,12374,1
no_domain_randomization,44,12563,1
no_domain_randomization,44,12748,1
no_domain_randomization,44,12937,1
no_domain_randomization,44,13087,1
no_domain_randomization,44,13272,1
no_domain_randomization,44,13476,1
no_domain_randomization,44,13635,1
no_domain_randomization,44,13829,1
no_domain_randomization,44,14039,1
no_domain_randomization,44,14226,1
no_domain_randomization,44,14420,1
no_domain_randomization,44,14467,1
no_domain_randomization,44,14655,1
no_domain_randomization,44,14826,1
no_domain_randomization,44,15032,1
no_domain_randomization,44,15218,1
no_domain_randomization,44,15412,1
no_domain_randomization,44,15612,1
no_domain_randomization,44,15792,1
no_domain_randomization,44,15964,1
no_domain_randomization,44,16163,1
no_domain_randomization,44,16342,1
no_domain_randomization,44,16521,1
no_domain_randomization,44,16709,1
no_domain_randomization,44,16894,1
no_domain_randomization,44,17066,1
no_domain_randomization,44,17259,1
no_domain_randomization,44,17446,1
no_domain_randomization,44,17636,1
no_domain_randomization,44,17832,1
no_domain_randomization,44,17998,1
no_domain_randomization,44,18167,1
no_domain_randomization,44,18339,1
no_domain_randomization,44,18512,1
no_domain_randomization,44,18719,1
no_domain_randomization,44,18920,1
no_domain_randomization,44,19096,1
no_domain_randomization,44,19278,1
no_domain_randomization,44,19467,1
no_domain_randomization,44,19631,1
no_domain_randomization,44,19813,1
no_domain_randomization,44,20006,1
no_domain_randomization,44,20195,1
no_domain_randomization,44,20233,1
no_domain_randomization,44,20423,1
no_domain_randomization,44,20595,1
no_domain_randomization,44,20773,1
no_domain_randomization,44,20960,1
no_domain_randomization,44,21137,1
no_domain_randomization,44,21320,1
no_domain_randomization,44,21496,1
no_domain_randomization,44,21665,1
no_domain_randomization,44,21841,1
no_domain_randomization,44,22042,1
no_domain_randomization,44,22212,1
no_domain_randomization,44,22382,1
no_domain_randomization,44,22573,1
no_domain_randomization,44,22747,1
no_domain_randomization,44,22915,1
no_domain_randomization,44,23089,1
no_domain_randomization,44,23284,1
no_domain_randomization,44,23481,1
no_domain_randomization,44,23654,1
no_domain_randomization,44,23827,1
no_domain_randomization,44,24008,1
no_domain_randomization,44,24191,1
no_domain_randomization,44,24371,1
no_domain_randomization,44,24539,1
no_domain_randomization,44,24721,1
no_domain_randomization,44,24890,1
no_domain_randomization,44,25071,1
no_domain_randomization,44,25256,1
no_domain_randomization,44,25437,1
no_domain_randomization,44,25621,1
no_domain_randomization,44,25810,1
no_domain_randomization,44,25844,1
no_domain_randomization,44,26055,1
no_domain_randomization,44,26260,1
no_domain_randomization,44,26434,1
no_domain_randomization,44,26629,1
no_domain_randomization,44,26832,1
no_domain_randomization,44,27015,1
no_domain_randomization,44,27208,1
no_domain_randomization,44,27417,1
no_domain_randomization,44,27597,1
no_domain_randomization,44,27792,1
no_domain_randomization,44,27994,1
no_domain_randomization,44,28183,1
no_domain_randomization,44,28395,1
no_domain_randomization,44,28588,1
no_domain_randomization,44,28775,1
no_domain_randomization,44,28961,1
no_domain_randomization,44,29165,1
no_domain_randomization,44,29358,1
no_domain_randomization,44,29571,1
no_domain_randomization,44,29777,1
no_domain_randomization,44,29967,1
no_domain_randomization,44,30174,1
no_domain_randomization,44,30381,1
no_domain_randomization,44,30564,1
no_domain_randomization,44,30770,1
no_domain_randomization,44,30978,1
no_domain_randomization,44,31156,1
no_domain_randomization,44,31365,1
no_domain_randomization,44,31573,1
no_domain_randomization,44,31762,1
no_domain_randomization,44,31950,1
no_domain_randomization,44,31990,1
no_domain_randomization,45,78,1
no_domain_randomization,45,162,1
no_domain_randomization,45,262,1
no_domain_randomization,45,370,1
no_domain_randomization,45,478,1
no_domain_randomization,45,585,1
no_domain_randomization,45,700,1
no_domain_randomization,45,809,1
no_domain_randomization,45,928,1
no_domain_randomization,45,1045,1
no_domain_randomization,45,1171,1
no_domain_randomization,45,1306,1
no_domain_randomization,45,1435,1
no_domain_randomization,45,1578,1
no_domain_randomization,45,1723,1
no_domain_randomization,45,1803,1
no_domain_randomization,45,1940,1
no_domain_randomization,45,2086,1
no_domain_randomization,45,2222,1
no_domain_randomization,45,2353,1
no_domain_randomization,45,2494,1
no_domain_randomization,45,2631,1
no_domain_randomization,45,2775,1
no_domain_randomization,45,2916,1
no_domain_randomization,45,3041,1
no_domain_randomization,45,3178,1
no_domain_randomization,45,3337,1
no_domain_randomization,45,3483,1
no_domain_randomization,45,3644,1
no_domain_randomization,45,3804,1
no_domain_randomization,45,3951,1
no_domain_randomization,45,4052,1
no_domain_randomization,45,4226,1
no_domain_randomization,45,4368,1
no_domain_randomization,45,4542,1
no_domain_randomization,45,4703,1
no_domain_randomization,45,4855,1
no_domain_randomization,45,5019,1
no_domain_randomization,45,5175,1
no_domain_randomization,45,5332,1
no_domain_randomization,45,5499,1
no_domain_randomization,45,5654,1
no_domain_randomization,45,5824,1
no_domain_randomization,45,5994,1
no_domain_randomization,45,6171,1
no_domain_randomization,45,6344,1
no_domain_randomization,45,6521,1
no_domain_randomization,45,6692,1
no_domain_randomization,45,6862,1
no_domain_randomization,45,7028,1
no_domain_randomization,45,7200,1
no_domain_randomization,45,7364,1
no_domain_randomization,45,7529,1
no_domain_randomization,45,7719,1
no_domain_randomization,45,7871,1
no_domain_randomization,45,8059,1
no_domain_randomization,45,8228,1
no_domain_randomization,45,8400,1
no_domain_randomization,45,8576,1
no_domain_randomization,45,8766,1
no_domain_randomization,45,8929,1
no_domain_randomization,45,9099,1
no_domain_randomization,45,9268,1
no_domain_randomization,45,9313,1
no_domain_randomization,45,9471,1
no_domain_randomization,45,9641,1
no_domain_randomization,45,9809,1
no_domain_randomization,45,9976,1
no_domain_randomization,45,10165,1
no_domain_randomization,45,10323,1
no_domain_randomization,45,10501,1
no_domain_randomization,45,10675,1
no_domain_randomization,45,10829,1
no_domain_randomization,45,11009,1
no_domain_randomization,45,11178,1
no_domain_randomization,45,11344,1
no_domain_randomization,45,11514,1
no_domain_randomization,45,11692,1
no_domain_randomization,45,11852,1
no_domain_randomization,45,12016,1
no_domain_randomization,45,12187,1
no_domain_randomization,45,12352,1
no_domain_randomization,45,12539,1
no_domain_randomization,45,12708,1
no_domain_randomization,45,12880,1
no_domain_randomization,45,13067,1
no_domain_randomization,45,13255,1
no_domain_randomization,45,13436,1
no_domain_randomization,45,13625,1
no_domain_randomization,45,13807,1
no_domain_randomization,45,13980,1
no_domain_randomization,45,14163,1
no_domain_randomization,45,14347,1
no_domain_randomization,45,14515,1
no_domain_randomization,45,14689,1
no_domain_randomization,45,14732,1
no_domain_randomization,45,14905,1
no_domain_randomization,45,15070,1
no_domain_randomization,45,15265,1
no_domain_randomization,45,15451,1
no_domain_randomization,45,15649,1
no_domain_randomization,45,15845,1
no_domain_randomization,45,16024,1
no_domain_randomization,45,16224,1
no_domain_randomization,45,16415,1
no_domain_randomization,45,16591,1
no_domain_randomization,45,16767,1
no_domain_randomization,45,16971,1
no_domain_randomization,45,17130,1
no_domain_randomization,45,17311,1
no_domain_randomization,45,17506,1
no_domain_randomization,45,17662,1
no_domain_randomization,45,17834,1
no_domain_randomization,45,18019,1
no_domain_randomization,45,18188,1
no_domain_randomization,45,18378,1
no_domain_randomization,45,18560,1
no_domain_randomization,45,18747,1
no_domain_randomization,45,18935,1
no_domain_randomization,45,19122,1
no_domain_randomization,45,19308,1
no_domain_randomization,45,19480,1
no_domain_randomization,45,19672,1
no_domain_randomization,45,19855,1
no_domain_randomization,45,20048,1
no_domain_randomization,45,20257,1
no_domain_randomization,45,20428,1
no_domain_randomization,45,20473,1
no_domain_randomization,45,20659,1
no_domain_randomization,45,20836,1
no_domain_randomization,45,21022,1
no_domain_randomization,45,21212,1
no_domain_randomization,45,21368,1
no_domain_randomization,45,21556,1
no_domain_randomization,45,21733,1
no_domain_randomization,45,21909,1
no_domain_randomization,45,22101,1
no_domain_randomization,45,22291,1
no_domain_randomization,45,22481,1
no_domain_randomization,45,22677,1
no_domain_randomization,45,22867,1
no_domain_randomization,45,23060,1
no_domain_randomization,45,23236,1
no_domain_randomization,45,23421,1
no_domain_randomization,45,23581,1
no_domain_randomization,45,23771,1
no_domain_randomization,45,23952,1
no_domain_randomization,45,24119,1
no_domain_randomization,45,24304,1
no_domain_randomization,45,24486,1
no_domain_randomization,45,24677,1
no_domain_randomization,45,24864,1
no_domain_randomization,45,25054,1
no_domain_randomization,45,25236,1
no_domain_randomization,45,25428,1
no_domain_randomization,45,25623,1
no_domain_randomization,45,25804,1
no_domain_randomization,45,25991,1
no_domain_randomization,45,26193,1
no_domain_randomization,45,26241,1
no_domain_randomization,45,26428,1
no_domain_randomization,45,26625,1
no_domain_randomization,45,26805,1
no_domain_randomization,45,26994,1
no_domain_randomization,45,27200,1
no_domain_randomization,45,27388,1
no_domain_randomization,45,27597,1
no_domain_randomization,45,27804,1
no_domain_randomization,45,27973,1
no_domain_randomization,45,28162,1
no_domain_randomization,45,28371,1
no_domain_randomization,45,28545,1
no_domain_randomization,45,28734,1
no_domain_randomization,45,28941,1
no_domain_randomization,45,29143,1
no_domain_randomization,45,29335,1
no_domain_randomization,45,29528,1
no_domain_randomization,45,29712,1
no_domain_randomization,45,29900,1
no_domain_randomization,45,30088,1
no_domain_randomization,45,30269,1
no_domain_randomization,45,30478,1
no_domain_randomization,45,30689,1
no_domain_randomization,45,30876,1
no_domain_randomization,45,31070,1
no_domain_randomization,45,31274,1
no_domain_randomization,45,31465,1
no_domain_randomization,45,31664,1
no_domain_randomization,45,31859,1
no_domain_randomization,45,32032,1
no_domain_randomization,45,32217,1
no_domain_randomization,45,32261,1
no_domain_randomization,46,78,1
no_domain_randomization,46,182,1
no_domain_randomization,46,287,1
no_domain_randomization,46,401,1
no_domain_randomization,46,508,1
no_domain_randomization,46,637,1
no_domain_randomization,46,761,1
no_domain_randomization,46,885,1
no_domain_randomization,46,1014,1
no_domain_randomization,46,1150,1
no_domain_randomization,46,1303,1
no_domain_randomization,46,1461,1
no_domain_randomization,46,1608,1
no_domain_randomization,46,1763,1
no_domain_randomization,46,1920,1
no_domain_randomization,46,2016,1
no_domain_randomization,46,2169,1
no_domain_randomization,46,2327,1
no_domain_randomization,46,2468,1
no_domain_randomization,46,2633,1
no_domain_randomization,46,2770,1
no_domain_randomization,46,2926,1
no_domain_randomization,46,3076,1
no_domain_randomization,46,3239,1
no_domain_randomization,46,3387,1
no_domain_randomization,46,3542,1
no_domain_randomization,46,3706,1
no_domain_randomization,46,3866,1
no_domain_randomization,46,4036,1
no_domain_randomization,46,4206,1
no_domain_randomization,46,4386,1
no_domain_randomization,46,4493,1
no_domain_randomization,46,4689,1
no_domain_randomization,46,4861,1
no_domain_randomization,46,5019,1
no_domain_randomization,46,5204,1
no_domain_randomization,46,5343,1
no_domain_randomization,46,5492,1
no_domain_randomization,46,5674,1
no_domain_randomization,46,5838,1
no_domain_randomization,46,6017,1
no_domain_randomization,46,6192,1
no_domain_randomization,46,6366,1
no_domain_randomization,46,6531,1
no_domain_randomization,46,6707,1
no_domain_randomization,46,6861,1
no_domain_randomization,46,7040,1
no_domain_randomization,46,7215,1
no_domain_randomization,46,7367,1
no_domain_randomization,46,7522,1
no_domain_randomization,46,7678,1
no_domain_randomization,46,7847,1
no_domain_randomization,46,8007,1
no_domain_randomization,46,8187,1
no_domain_randomization,46,8339,1
no_domain_randomization,46,8521,1
no_domain_randomization,46,8715,1
no_domain_randomization,46,8874,1
no_domain_randomization,46,9050,1
no_domain_randomization,46,9223,1
no_domain_randomization,46,9401,1
no_domain_randomization,46,9610,1
no_domain_randomization,46,9776,1
no_domain_randomization,46,9819,1
no_domain_randomization,46,10018,1
no_domain_randomization,46,10194,1
no_domain_randomization,46,10361,1
no_domain_randomization,46,10520,1
no_domain_randomization,46,10695,1
no_domain_randomization,46,10873,1
no_domain_randomization,46,11041,1
no_domain_randomization,46,11231,1
no_domain_randomization,46,11414,1
no_domain_randomization,46,11608,1
no_domain_randomization,46,11820,1
no_domain_randomization,46,11996,1
no_domain_randomization,46,12182,1
no_domain_randomization,46,12376,1
no_domain_randomization,46,12535,1
no_domain_randomization,46,12724,1
no_domain_randomization,46,12919,1
no_domain_randomization,46,13086,1
no_domain_randomization,46,13269,1
no_domain_randomization,46,13451,1
no_domain_randomization,46,13610,1
no_domain_randomization,46,13780,1
no_domain_randomization,46,13981,1
no_domain_randomization,46,14150,1
no_domain_randomization,46,14336,1
no_domain_randomization,46,14476,1
no_domain_randomization,46,14639,1
no_domain_randomization,46,14825,1
no_domain_randomization,46,14984,1
no_domain_randomization,46,15146,1
no_domain_randomization,46,15314,1
no_domain_randomization,46,15358,1
no_domain_randomization,46,15541,1
no_domain_randomization,46,15719,1
no_domain_randomization,46,15904,1
no_domain_randomization,46,16067,1
no_domain_randomization,46,16245,1
no_domain_randomization,46,16448,1
no_domain_randomization,46,16627,1
no_domain_randomization,46,16815,1
no_domain_randomization,46,17001,1
no_domain_randomization,46,17170,1
no_domain_randomization,46,17363,1
no_domain_randomization,46,17556,1
no_domain_randomization,46,17736,1
no_domain_randomization,46,17929,1
no_domain_randomization,46,18122,1
no_domain_randomization,46,18271,1
no_domain_randomization,46,18454,1
no_domain_randomization,46,18640,1
no_domain_randomization,46,18810,1
no_domain_randomization,46,18987,1
no_domain_randomization,46,19181,1
no_domain_randomization,46,19357,1
no_domain_randomization,46,19543,1
no_domain_randomization,46,19723,1
no_domain_randomization,46,19904,1
no_domain_randomization,46,20102,1
no_domain_randomization,46,20280,1
no_domain_randomization,46,20450,1
no_domain_randomization,46,20651,1
no_domain_randomization,46,20841,1
no_domain_randomization,46,21011,1
no_domain_randomization,46,21061,1
no_domain_randomization,46,21274,1
no_domain_randomization,46,21462,1
no_domain_randomization,46,21654,1
no_domain_randomization,46,21863,1
no_domain_randomization,46,22035,1
no_domain_randomization,46,22219,1
no_domain_randomization,46,22396,1
no_domain_randomization,46,22565,1
