model,training_seed,environment_interactions,mean_weighted_coverage
no_priority_bias,46,12501,0.4540816327
no_priority_bias,46,12644,0.5703125
no_priority_bias,46,12789,0.465625
no_priority_bias,46,12840,0.5357142857
no_priority_bias,46,12958,0.47265625
no_priority_bias,46,13114,0.4734375
no_priority_bias,46,13291,0.4770408163
no_priority_bias,46,13406,0.447265625
no_priority_bias,46,13554,0.4734375
no_priority_bias,46,13721,0.4515306122
no_priority_bias,46,13853,0.515625
no_priority_bias,46,13991,0.44375
no_priority_bias,46,14136,0.3673469388
no_priority_bias,46,14257,0.466796875
no_priority_bias,46,14389,0.45
no_priority_bias,46,14557,0.4617346939
no_priority_bias,46,14683,0.470703125
no_priority_bias,46,14837,0.4953125
no_priority_bias,46,15014,0.4859693878
no_priority_bias,46,15128,0.4375
no_priority_bias,46,15246,0.3640625
no_priority_bias,46,15406,0.4209183673
no_priority_bias,46,15538,0.509765625
no_priority_bias,46,15677,0.4453125
no_priority_bias,46,15843,0.4375
no_priority_bias,46,15960,0.423828125
no_priority_bias,46,16130,0.5203125
no_priority_bias,46,16318,0.4885204082
no_priority_bias,46,16458,0.521484375
no_priority_bias,46,16622,0.4421875
no_priority_bias,46,16785,0.3992346939
no_priority_bias,46,16917,0.515625
no_priority_bias,46,17075,0.4671875
no_priority_bias,46,17222,0.3737244898
no_priority_bias,46,17336,0.390625
no_priority_bias,46,17385,0.575
no_priority_bias,46,17559,0.450255102
no_priority_bias,46,17706,0.541015625
no_priority_bias,46,17858,0.459375
no_priority_bias,46,18043,0.4540816327
no_priority_bias,46,18180,0.494140625
no_priority_bias,46,18328,0.44375
no_priority_bias,46,18515,0.4783163265
no_priority_bias,46,18639,0.4609375
no_priority_bias,46,18780,0.41875
no_priority_bias,46,18968,0.4642857143
no_priority_bias,46,19088,0.427734375
no_priority_bias,46,19244,0.4625
no_priority_bias,46,19397,0.3762755102
no_priority_bias,46,19532,0.455078125
no_priority_bias,46,19714,0.56875
no_priority_bias,46,19900,0.4897959184
no_priority_bias,46,20026,0.4765625
no_priority_bias,46,20183,0.4921875
no_priority_bias,46,20378,0.5076530612
no_priority_bias,46,20524,0.541015625
no_priority_bias,46,20679,0.5078125
no_priority_bias,46,20850,0.4285714286
no_priority_bias,46,20977,0.48828125
no_priority_bias,46,21128,0.465625
no_priority_bias,46,21291,0.4170918367
no_priority_bias,46,21425,0.462890625
no_priority_bias,46,21584,0.4609375
no_priority_bias,46,21744,0.4107142857
no_priority_bias,46,21860,0.43359375
no_priority_bias,46,21996,0.4171875
no_priority_bias,46,22163,0.431122449
no_priority_bias,46,22196,0.46875
no_priority_bias,46,22328,0.4078125
no_priority_bias,46,22497,0.4540816327
no_priority_bias,46,22612,0.44140625
no_priority_bias,46,22786,0.521875
no_priority_bias,46,22971,0.4821428571
no_priority_bias,46,23120,0.5703125
no_priority_bias,46,23287,0.5109375
no_priority_bias,46,23482,0.5025510204
no_priority_bias,46,23616,0.482421875
no_priority_bias,46,23775,0.4859375
no_priority_bias,46,23967,0.5051020408
no_priority_bias,46,24103,0.50390625
no_priority_bias,46,24246,0.4296875
no_priority_bias,46,24411,0.4528061224
no_priority_bias,46,24543,0.541015625
no_priority_bias,46,24679,0.4265625
no_priority_bias,46,24844,0.4387755102
no_priority_bias,46,24988,0.533203125
no_priority_bias,46,25130,0.4359375
no_priority_bias,46,25300,0.4489795918
no_priority_bias,46,25428,0.4765625
no_priority_bias,46,25588,0.490625
no_priority_bias,46,25758,0.431122449
no_priority_bias,46,25873,0.39453125
no_priority_bias,46,26033,0.4921875
no_priority_bias,46,26208,0.443877551
no_priority_bias,46,26341,0.5234375
no_priority_bias,46,26502,0.5109375
no_priority_bias,46,26677,0.4451530612
no_priority_bias,46,26808,0.49609375
no_priority_bias,46,26959,0.4609375
no_priority_bias,46,27003,0.4744897959
no_domain_randomization,42,81,0.251953125
no_domain_randomization,42,182,0.2765625
no_domain_randomization,42,276,0.2206632653
no_domain_randomization,42,387,0.412109375
no_domain_randomization,42,502,0.35
no_domain_randomization,42,621,0.3112244898
no_domain_randomization,42,746,0.505859375
no_domain_randomization,42,881,0.453125
no_domain_randomization,42,1022,0.3979591837
no_domain_randomization,42,1166,0.556640625
no_domain_randomization,42,1319,0.49375
no_domain_randomization,42,1483,0.4757653061
no_domain_randomization,42,1644,0.671875
no_domain_randomization,42,1803,0.51875
no_domain_randomization,42,1953,0.4349489796
no_domain_randomization,42,2019,0.390625
no_domain_randomization,42,2165,0.4609375
no_domain_randomization,42,2332,0.4630102041
no_domain_randomization,42,2473,0.568359375
no_domain_randomization,42,2634,0.5078125
no_domain_randomization,42,2793,0.4553571429
no_domain_randomization,42,2963,0.646484375
no_domain_randomization,42,3133,0.55
no_domain_randomization,42,3309,0.4655612245
no_domain_randomization,42,3443,0.525390625
no_domain_randomization,42,3608,0.5375
no_domain_randomization,42,3766,0.4183673469
no_domain_randomization,42,3896,0.5078125
no_domain_randomization,42,4043,0.4484375
no_domain_randomization,42,4222,0.5038265306
no_domain_randomization,42,4386,0.65234375
no_domain_randomization,42,4491,0.58
no_domain_randomization,42,4664,0.5051020408
no_domain_randomization,42,4816,0.599609375
no_domain_randomization,42,4994,0.596875
no_domain_randomization,42,5171,0.4834183673
no_domain_randomization,42,5329,0.623046875
no_domain_randomization,42,5494,0.5375
no_domain_randomization,42,5674,0.5114795918
no_domain_randomization,42,5812,0.546875
no_domain_randomization,42,5971,0.4984375
no_domain_randomization,42,6137,0.4196428571
no_domain_randomization,42,6291,0.62109375
no_domain_randomization,42,6469,0.559375
no_domain_randomization,42,6648,0.5089285714
no_domain_randomization,42,6817,0.67578125
no_domain_randomization,42,6985,0.53125
no_domain_randomization,42,7189,0.5522959184
no_domain_randomization,42,7360,0.65625
no_domain_randomization,42,7539,0.596875
no_domain_randomization,42,7732,0.5051020408
no_domain_randomization,42,7919,0.6953125
no_domain_randomization,42,8096,0.5734375
no_domain_randomization,42,8282,0.4846938776
no_domain_randomization,42,8478,0.728515625
no_domain_randomization,42,8688,0.646875
no_domain_randomization,42,8878,0.4961734694
no_domain_randomization,42,9063,0.6796875
no_domain_randomization,42,9248,0.553125
no_domain_randomization,42,9455,0.5267857143
no_domain_randomization,42,9613,0.58203125
no_domain_randomization,42,9800,0.5796875
no_domain_randomization,42,9984,0.4744897959
no_domain_randomization,42,10033,0.7578125
no_domain_randomization,42,10208,0.5265625
no_domain_randomization,42,10375,0.4285714286
no_domain_randomization,42,10551,0.67578125
no_domain_randomization,42,10739,0.5984375
no_domain_randomization,42,10915,0.4974489796
no_domain_randomization,42,11084,0.669921875
no_domain_randomization,42,11274,0.6171875
no_domain_randomization,42,11428,0.3839285714
no_domain_randomization,42,11601,0.623046875
no_domain_randomization,42,11767,0.515625
no_domain_randomization,42,11959,0.4885204082
no_domain_randomization,42,12129,0.630859375
no_domain_randomization,42,12314,0.5703125
no_domain_randomization,42,12501,0.4719387755
no_domain_randomization,42,12671,0.646484375
no_domain_randomization,42,12857,0.54375
no_domain_randomization,42,13057,0.5051020408
no_domain_randomization,42,13230,0.650390625
no_domain_randomization,42,13423,0.5890625
no_domain_randomization,42,13605,0.4579081633
no_domain_randomization,42,13780,0.666015625
no_domain_randomization,42,13973,0.6140625
no_domain_randomization,42,14171,0.5140306122
no_domain_randomization,42,14354,0.697265625
no_domain_randomization,42,14535,0.5421875
no_domain_randomization,42,14721,0.4948979592
no_domain_randomization,42,14883,0.625
no_domain_randomization,42,15064,0.540625
no_domain_randomization,42,15246,0.4783163265
no_domain_randomization,42,15417,0.662109375
no_domain_randomization,42,15594,0.565625
no_domain_randomization,42,15642,0.4795918367
no_domain_randomization,42,15817,0.685546875
no_domain_randomization,42,15990,0.5421875
no_domain_randomization,42,16182,0.4719387755
no_domain_randomization,42,16367,0.703125
no_domain_randomization,42,16558,0.58125
no_domain_randomization,42,16767,0.568877551
no_domain_randomization,42,16962,0.728515625
no_domain_randomization,42,17160,0.6265625
no_domain_randomization,42,17365,0.5433673469
no_domain_randomization,42,17550,0.685546875
no_domain_randomization,42,17745,0.6
no_domain_randomization,42,17920,0.4668367347
no_domain_randomization,42,18102,0.671875
no_domain_randomization,42,18296,0.5765625
no_domain_randomization,42,18479,0.4681122449
no_domain_randomization,42,18664,0.701171875
no_domain_randomization,42,18863,0.6234375
no_domain_randomization,42,19062,0.4897959184
no_domain_randomization,42,19240,0.65234375
no_domain_randomization,42,19430,0.5875
no_domain_randomization,42,19605,0.4451530612
no_domain_randomization,42,19779,0.646484375
no_domain_randomization,42,19971,0.5859375
no_domain_randomization,42,20172,0.5293367347
no_domain_randomization,42,20358,0.69140625
no_domain_randomization,42,20546,0.58125
no_domain_randomization,42,20752,0.5102040816
no_domain_randomization,42,20926,0.6640625
no_domain_randomization,42,21113,0.5640625
no_domain_randomization,42,21309,0.4744897959
no_domain_randomization,42,21492,0.671875
no_domain_randomization,42,21543,0.58125
no_domain_randomization,42,21734,0.4974489796
no_domain_randomization,42,21914,0.69140625
no_domain_randomization,42,22096,0.540625
no_domain_randomization,42,22295,0.487244898
no_domain_randomization,42,22488,0.712890625
no_domain_randomization,42,22679,0.5703125
no_domain_randomization,42,22871,0.4846938776
no_domain_randomization,42,23064,0.685546875
no_domain_randomization,42,23259,0.565625
no_domain_randomization,42,23464,0.4923469388
no_domain_randomization,42,23636,0.607421875
no_domain_randomization,42,23815,0.56875
no_domain_randomization,42,24010,0.5038265306
no_domain_randomization,42,24186,0.658203125
no_domain_randomization,42,24385,0.6015625
no_domain_randomization,42,24582,0.4961734694
no_domain_randomization,42,24777,0.7265625
no_domain_randomization,42,24990,0.640625
no_domain_randomization,42,25193,0.5191326531
no_domain_randomization,42,25364,0.654296875
no_domain_randomization,42,25563,0.6171875
no_domain_randomization,42,25758,0.506377551
no_domain_randomization,42,25938,0.685546875
no_domain_randomization,42,26123,0.521875
no_domain_randomization,42,26316,0.5025510204
no_domain_randomization,42,26511,0.705078125
no_domain_randomization,42,26704,0.58125
no_domain_randomization,42,26889,0.4795918367
no_domain_randomization,42,27069,0.650390625
no_domain_randomization,42,27257,0.5703125
no_domain_randomization,42,27450,0.4859693878
no_domain_randomization,42,27493,0.6171875
no_domain_randomization,42,27686,0.56875
no_domain_randomization,42,27865,0.4591836735
no_domain_randomization,42,28050,0.68359375
no_domain_randomization,42,28235,0.6
no_domain_randomization,42,28435,0.5165816327
no_domain_randomization,42,28616,0.6875
no_domain_randomization,42,28812,0.6046875
no_domain_randomization,42,29009,0.549744898
no_domain_randomization,42,29175,0.630859375
no_domain_randomization,42,29351,0.5734375
no_domain_randomization,42,29549,0.5510204082
no_domain_randomization,42,29744,0.70703125
no_domain_randomization,42,29946,0.6140625
no_domain_randomization,42,30144,0.5
no_domain_randomization,42,30330,0.701171875
no_domain_randomization,42,30529,0.634375
no_domain_randomization,42,30721,0.5076530612
no_domain_randomization,42,30898,0.666015625
no_domain_randomization,42,31075,0.5546875
no_domain_randomization,42,31276,0.5344387755
no_domain_randomization,42,31463,0.73046875
no_domain_randomization,42,31653,0.6
no_domain_randomization,42,31853,0.5089285714
no_domain_randomization,42,32045,0.759765625
no_domain_randomization,42,32235,0.60625
no_domain_randomization,42,32421,0.4821428571
no_domain_randomization,42,32599,0.638671875
no_domain_randomization,42,32798,0.6203125
no_domain_randomization,42,32991,0.5318877551
no_domain_randomization,42,33164,0.662109375
no_domain_randomization,42,33346,0.534375
no_domain_randomization,42,33397,0.6275510204
no_domain_randomization,43,92,0.3046875
no_domain_randomization,43,186,0.2703125
no_domain_randomization,43,291,0.2385204082
no_domain_randomization,43,405,0.421875
no_domain_randomization,43,517,0.34375
no_domain_randomization,43,634,0.3201530612
no_domain_randomization,43,748,0.43359375
no_domain_randomization,43,865,0.384375
no_domain_randomization,43,991,0.3214285714
no_domain_randomization,43,1134,0.576171875
no_domain_randomization,43,1270,0.4203125
no_domain_randomization,43,1375,0.2716836735
no_domain_randomization,43,1497,0.490234375
no_domain_randomization,43,1610,0.3609375
no_domain_randomization,43,1763,0.4158163265
no_domain_randomization,43,1865,0.6375
no_domain_randomization,43,2012,0.459375
no_domain_randomization,43,2158,0.4209183673
no_domain_randomization,43,2291,0.537109375
no_domain_randomization,43,2440,0.484375
no_domain_randomization,43,2583,0.3979591837
no_domain_randomization,43,2705,0.4921875
no_domain_randomization,43,2837,0.434375
no_domain_randomization,43,2991,0.4298469388
no_domain_randomization,43,3118,0.52734375
no_domain_randomization,43,3269,0.509375
no_domain_randomization,43,3424,0.4336734694
no_domain_randomization,43,3573,0.607421875
no_domain_randomization,43,3739,0.5234375
no_domain_randomization,43,3911,0.4859693878
no_domain_randomization,43,4061,0.619140625
no_domain_randomization,43,4169,0.5975
no_domain_randomization,43,4340,0.4706632653
no_domain_randomization,43,4501,0.654296875
no_domain_randomization,43,4671,0.5875
no_domain_randomization,43,4828,0.4630102041
no_domain_randomization,43,4969,0.578125
no_domain_randomization,43,5140,0.596875
no_domain_randomization,43,5294,0.4489795918
no_domain_randomization,43,5459,0.662109375
no_domain_randomization,43,5616,0.521875
no_domain_randomization,43,5785,0.4834183673
no_domain_randomization,43,5938,0.638671875
no_domain_randomization,43,6098,0.5453125
no_domain_randomization,43,6272,0.4987244898
no_domain_randomization,43,6418,0.607421875
no_domain_randomization,43,6586,0.571875
no_domain_randomization,43,6757,0.4897959184
no_domain_randomization,43,6918,0.646484375
no_domain_randomization,43,7083,0.5828125
no_domain_randomization,43,7253,0.4795918367
no_domain_randomization,43,7383,0.541015625
no_domain_randomization,43,7540,0.5265625
no_domain_randomization,43,7686,0.4119897959
no_domain_randomization,43,7839,0.63671875
no_domain_randomization,43,7995,0.5140625
no_domain_randomization,43,8167,0.4744897959
no_domain_randomization,43,8317,0.609375
no_domain_randomization,43,8481,0.5203125
no_domain_randomization,43,8642,0.4617346939
no_domain_randomization,43,8792,0.59765625
no_domain_randomization,43,8968,0.565625
no_domain_randomization,43,9143,0.4693877551
no_domain_randomization,43,9181,0.6484375
no_domain_randomization,43,9369,0.6265625
no_domain_randomization,43,9528,0.4528061224
no_domain_randomization,43,9696,0.67578125
no_domain_randomization,43,9873,0.5703125
no_domain_randomization,43,10057,0.5
no_domain_randomization,43,10220,0.671875
no_domain_randomization,43,10381,0.5390625
no_domain_randomization,43,10565,0.4885204082
no_domain_randomization,43,10720,0.603515625
no_domain_randomization,43,10889,0.559375
no_domain_randomization,43,11074,0.5114795918
no_domain_randomization,43,11244,0.693359375
no_domain_randomization,43,11422,0.5765625
no_domain_randomization,43,11597,0.4948979592
no_domain_randomization,43,11765,0.63671875
no_domain_randomization,43,11929,0.51875
no_domain_randomization,43,12091,0.4323979592
no_domain_randomization,43,12260,0.65625
no_domain_randomization,43,12436,0.571875
no_domain_randomization,43,12629,0.5051020408
no_domain_randomization,43,12797,0.630859375
no_domain_randomization,43,12967,0.5203125
no_domain_randomization,43,13147,0.4591836735
no_domain_randomization,43,13321,0.673828125
no_domain_randomization,43,13502,0.575
no_domain_randomization,43,13669,0.4528061224
no_domain_randomization,43,13846,0.669921875
no_domain_randomization,43,14031,0.60625
no_domain_randomization,43,14212,0.4681122449
no_domain_randomization,43,14376,0.626953125
no_domain_randomization,43,14556,0.584375
no_domain_randomization,43,14603,0.5357142857
no_domain_randomization,43,14783,0.703125
no_domain_randomization,43,14961,0.5328125
no_domain_randomization,43,15155,0.5267857143
no_domain_randomization,43,15332,0.662109375
no_domain_randomization,43,15524,0.590625
no_domain_randomization,43,15716,0.4987244898
no_domain_randomization,43,15904,0.7109375
no_domain_randomization,43,16087,0.5828125
no_domain_randomization,43,16275,0.4859693878
no_domain_randomization,43,16456,0.720703125
no_domain_randomization,43,16648,0.6109375
no_domain_randomization,43,16827,0.5153061224
no_domain_randomization,43,16983,0.619140625
no_domain_randomization,43,17159,0.5421875
no_domain_randomization,43,17325,0.4630102041
no_domain_randomization,43,17493,0.677734375
no_domain_randomization,43,17648,0.496875
no_domain_randomization,43,17822,0.4961734694
no_domain_randomization,43,17979,0.64453125
no_domain_randomization,43,18146,0.5390625
no_domain_randomization,43,18305,0.4515306122
no_domain_randomization,43,18456,0.595703125
no_domain_randomization,43,18616,0.534375
no_domain_randomization,43,18793,0.4795918367
no_domain_randomization,43,18964,0.701171875
no_domain_randomization,43,19138,0.559375
no_domain_randomization,43,19303,0.4681122449
no_domain_randomization,43,19473,0.666015625
no_domain_randomization,43,19649,0.54375
no_domain_randomization,43,19822,0.4693877551
no_domain_randomization,43,19992,0.626953125
no_domain_randomization,43,20038,0.5375
no_domain_randomization,43,20228,0.506377551
no_domain_randomization,43,20408,0.68359375
no_domain_randomization,43,20598,0.5890625
no_domain_randomization,43,20785,0.4757653061
no_domain_randomization,43,20960,0.6484375
no_domain_randomization,43,21159,0.5953125
no_domain_randomization,43,21349,0.4770408163
no_domain_randomization,43,21532,0.70703125
no_domain_randomization,43,21719,0.5546875
no_domain_randomization,43,21907,0.4821428571
no_domain_randomization,43,22076,0.630859375
no_domain_randomization,43,22273,0.6234375
no_domain_randomization,43,22480,0.5727040816
no_domain_randomization,43,22656,0.6640625
no_domain_randomization,43,22833,0.5671875
no_domain_randomization,43,23023,0.5153061224
no_domain_randomization,43,23202,0.705078125
no_domain_randomization,43,23385,0.6109375
no_domain_randomization,43,23572,0.5178571429
no_domain_randomization,43,23760,0.72265625
no_domain_randomization,43,23938,0.559375
no_domain_randomization,43,24125,0.493622449
no_domain_randomization,43,24302,0.693359375
no_domain_randomization,43,24491,0.6046875
no_domain_randomization,43,24680,0.5102040816
no_domain_randomization,43,24860,0.685546875
no_domain_randomization,43,25038,0.5421875
no_domain_randomization,43,25230,0.4821428571
no_domain_randomization,43,25413,0.705078125
no_domain_randomization,43,25591,0.553125
no_domain_randomization,43,25794,0.5255102041
no_domain_randomization,43,25843,0.7421875
no_domain_randomization,43,26047,0.6265625
no_domain_randomization,43,26257,0.5625
no_domain_randomization,43,26435,0.669921875
no_domain_randomization,43,26627,0.60625
no_domain_randomization,43,26804,0.4706632653
no_domain_randomization,43,26969,0.642578125
no_domain_randomization,43,27161,0.5953125
no_domain_randomization,43,27335,0.4540816327
no_domain_randomization,43,27532,0.751953125
no_domain_randomization,43,27719,0.5890625
no_domain_randomization,43,27929,0.5280612245
no_domain_randomization,43,28086,0.595703125
no_domain_randomization,43,28282,0.596875
no_domain_randomization,43,28483,0.5382653061
no_domain_randomization,43,28660,0.66796875
no_domain_randomization,43,28870,0.65625
no_domain_randomization,43,29075,0.5382653061
no_domain_randomization,43,29255,0.6796875
no_domain_randomization,43,29435,0.54375
no_domain_randomization,43,29614,0.4540816327
no_domain_randomization,43,29775,0.5859375
no_domain_randomization,43,29974,0.5953125
no_domain_randomization,43,30172,0.5102040816
no_domain_randomization,43,30349,0.64453125
no_domain_randomization,43,30533,0.5578125
no_domain_randomization,43,30733,0.5344387755
no_domain_randomization,43,30903,0.6640625
no_domain_randomization,43,31085,0.5609375
no_domain_randomization,43,31278,0.4897959184
no_domain_randomization,43,31465,0.689453125
no_domain_randomization,43,31661,0.6015625
no_domain_randomization,43,31708,0.556122449
no_domain_randomization,44,94,0.318359375
no_domain_randomization,44,197,0.2546875
no_domain_randomization,44,295,0.2270408163
no_domain_randomization,44,401,0.380859375
no_domain_randomization,44,520,0.353125
no_domain_randomization,44,643,0.3354591837
no_domain_randomization,44,761,0.47265625
no_domain_randomization,44,883,0.425
no_domain_randomization,44,1007,0.3609693878
no_domain_randomization,44,1129,0.51953125
no_domain_randomization,44,1254,0.440625
no_domain_randomization,44,1381,0.3775510204
no_domain_randomization,44,1527,0.634765625
no_domain_randomization,44,1665,0.496875
no_domain_randomization,44,1800,0.3839285714
no_domain_randomization,44,1890,0.621875
no_domain_randomization,44,2011,0.4125
no_domain_randomization,44,2141,0.3839285714
no_domain_randomization,44,2271,0.56640625
no_domain_randomization,44,2410,0.4984375
no_domain_randomization,44,2551,0.4272959184
no_domain_randomization,44,2683,0.576171875
no_domain_randomization,44,2815,0.4609375
no_domain_randomization,44,2963,0.4209183673
no_domain_randomization,44,3054,0.37109375
no_domain_randomization,44,3177,0.4296875
no_domain_randomization,44,3313,0.3915816327
no_domain_randomization,44,3455,0.599609375
no_domain_randomization,44,3587,0.459375
no_domain_randomization,44,3741,0.4515306122
no_domain_randomization,44,3832,0.37109375
no_domain_randomization,44,3912,0.445
no_domain_randomization,44,4056,0.4260204082
no_domain_randomization,44,4185,0.529296875
no_domain_randomization,44,4330,0.490625
no_domain_randomization,44,4480,0.4323979592
no_domain_randomization,44,4626,0.5546875
no_domain_randomization,44,4793,0.5375
no_domain_randomization,44,4962,0.4770408163
no_domain_randomization,44,5103,0.544921875
no_domain_randomization,44,5279,0.5578125
no_domain_randomization,44,5422,0.3762755102
no_domain_randomization,44,5579,0.611328125
no_domain_randomization,44,5750,0.5609375
no_domain_randomization,44,5917,0.4719387755
no_domain_randomization,44,6071,0.60546875
no_domain_randomization,44,6222,0.4578125
no_domain_randomization,44,6391,0.4655612245
no_domain_randomization,44,6553,0.673828125
no_domain_randomization,44,6710,0.534375
no_domain_randomization,44,6893,0.5153061224
no_domain_randomization,44,7042,0.572265625
no_domain_randomization,44,7213,0.5390625
no_domain_randomization,44,7386,0.493622449
no_domain_randomization,44,7550,0.630859375
no_domain_randomization,44,7730,0.5875
no_domain_randomization,44,7914,0.512755102
no_domain_randomization,44,8086,0.6796875
no_domain_randomization,44,8263,0.571875
no_domain_randomization,44,8422,0.4400510204
no_domain_randomization,44,8566,0.54296875
no_domain_randomization,44,8729,0.5
no_domain_randomization,44,8904,0.4719387755
no_domain_randomization,44,8947,0.6640625
no_domain_randomization,44,9114,0.5234375
no_domain_randomization,44,9301,0.4859693878
no_domain_randomization,44,9467,0.646484375
no_domain_randomization,44,9655,0.6015625
no_domain_randomization,44,9849,0.4974489796
no_domain_randomization,44,10026,0.654296875
no_domain_randomization,44,10239,0.65
no_domain_randomization,44,10420,0.4834183673
no_domain_randomization,44,10575,0.611328125
no_domain_randomization,44,10743,0.55
no_domain_randomization,44,10898,0.4260204082
no_domain_randomization,44,11054,0.60546875
no_domain_randomization,44,11202,0.4765625
no_domain_randomization,44,11388,0.4706632653
no_domain_randomization,44,11560,0.677734375
no_domain_randomization,44,11716,0.5015625
no_domain_randomization,44,11882,0.4489795918
no_domain_randomization,44,12034,0.603515625
no_domain_randomization,44,12194,0.5140625
no_domain_randomization,44,12374,0.4642857143
no_domain_randomization,44,12563,0.7265625
no_domain_randomization,44,12748,0.5421875
no_domain_randomization,44,12937,0.4974489796
no_domain_randomization,44,13087,0.56640625
no_domain_randomization,44,13272,0.5671875
no_domain_randomization,44,13476,0.5242346939
no_domain_randomization,44,13635,0.56640625
no_domain_randomization,44,13829,0.5921875
no_domain_randomization,44,14039,0.5357142857
no_domain_randomization,44,14226,0.69140625
no_domain_randomization,44,14420,0.609375
no_domain_randomization,44,14467,0.5714285714
no_domain_randomization,44,14655,0.73046875
no_domain_randomization,44,14826,0.5265625
no_domain_randomization,44,15032,0.5612244898
no_domain_randomization,44,15218,0.689453125
no_domain_randomization,44,15412,0.6140625
no_domain_randomization,44,15612,0.5420918367
no_domain_randomization,44,15792,0.65625
no_domain_randomization,44,15964,0.525
no_domain_randomization,44,16163,0.5165816327
no_domain_randomization,44,16342,0.677734375
no_domain_randomization,44,16521,0.540625
no_domain_randomization,44,16709,0.4910714286
no_domain_randomization,44,16894,0.6796875
no_domain_randomization,44,17066,0.528125
no_domain_randomization,44,17259,0.4783163265
no_domain_randomization,44,17446,0.68359375
no_domain_randomization,44,17636,0.5921875
no_domain_randomization,44,17832,0.4961734694
no_domain_randomization,44,17998,0.62890625
no_domain_randomization,44,18167,0.5125
no_domain_randomization,44,18339,0.4451530612
no_domain_randomization,44,18512,0.681640625
no_domain_randomization,44,18719,0.65625
no_domain_randomization,44,18920,0.5267857143
no_domain_randomization,44,19096,0.669921875
no_domain_randomization,44,19278,0.6078125
no_domain_randomization,44,19467,0.5229591837
no_domain_randomization,44,19631,0.671875
no_domain_randomization,44,19813,0.6015625
no_domain_randomization,44,20006,0.5306122449
no_domain_randomization,44,20195,0.732421875
no_domain_randomization,44,20233,0.45
no_domain_randomization,44,20423,0.5012755102
no_domain_randomization,44,20595,0.646484375
no_domain_randomization,44,20773,0.578125
no_domain_randomization,44,20960,0.5216836735
no_domain_randomization,44,21137,0.67578125
no_domain_randomization,44,21320,0.5984375
no_domain_randomization,44,21496,0.4579081633
no_domain_randomization,44,21665,0.634765625
no_domain_randomization,44,21841,0.56875
no_domain_randomization,44,22042,0.5510204082
no_domain_randomization,44,22212,0.6484375
no_domain_randomization,44,22382,0.5515625
no_domain_randomization,44,22573,0.5331632653
no_domain_randomization,44,22747,0.69921875
no_domain_randomization,44,22915,0.534375
no_domain_randomization,44,23089,0.4897959184
no_domain_randomization,44,23284,0.765625
no_domain_randomization,44,23481,0.6171875
no_domain_randomization,44,23654,0.4821428571
no_domain_randomization,44,23827,0.6875
no_domain_randomization,44,24008,0.584375
no_domain_randomization,44,24191,0.4885204082
no_domain_randomization,44,24371,0.689453125
no_domain_randomization,44,24539,0.5375
no_domain_randomization,44,24721,0.4783163265
no_domain_randomization,44,24890,0.650390625
no_domain_randomization,44,25071,0.5609375
no_domain_randomization,44,25256,0.5255102041
no_domain_randomization,44,25437,0.685546875
no_domain_randomization,44,25621,0.5625
no_domain_randomization,44,25810,0.4834183673
no_domain_randomization,44,25844,0.5234375
no_domain_randomization,44,26055,0.675
no_domain_randomization,44,26260,0.5012755102
no_domain_randomization,44,26434,0.66796875
no_domain_randomization,44,26629,0.603125
no_domain_randomization,44,26832,0.5153061224
no_domain_randomization,44,27015,0.673828125
no_domain_randomization,44,27208,0.565625
no_domain_randomization,44,27417,0.5420918367
no_domain_randomization,44,27597,0.69921875
no_domain_randomization,44,27792,0.603125
no_domain_randomization,44,27994,0.5102040816
no_domain_randomization,44,28183,0.703125
no_domain_randomization,44,28395,0.64375
no_domain_randomization,44,28588,0.5025510204
no_domain_randomization,44,28775,0.712890625
no_domain_randomization,44,28961,0.5671875
no_domain_randomization,44,29165,0.5331632653
no_domain_randomization,44,29358,0.701171875
no_domain_randomization,44,29571,0.6609375
no_domain_randomization,44,29777,0.5484693878
no_domain_randomization,44,29967,0.681640625
no_domain_randomization,44,30174,0.6296875
no_domain_randomization,44,30381,0.5216836735
no_domain_randomization,44,30564,0.685546875
no_domain_randomization,44,30770,0.6296875
no_domain_randomization,44,30978,0.5510204082
no_domain_randomization,44,31156,0.658203125
no_domain_randomization,44,31365,0.6515625
no_domain_randomization,44,31573,0.549744898
no_domain_randomization,44,31762,0.708984375
no_domain_randomization,44,31950,0.5734375
no_domain_randomization,44,31990,0.4132653061
no_domain_randomization,45,78,0.2421875
no_domain_randomization,45,162,0.234375
no_domain_randomization,45,262,0.2385204082
no_domain_randomization,45,370,0.427734375
no_domain_randomization,45,478,0.346875
no_domain_randomization,45,585,0.2780612245
no_domain_randomization,45,700,0.4765625
no_domain_randomization,45,809,0.359375
no_domain_randomization,45,928,0.3316326531
no_domain_randomization,45,1045,0.51171875
no_domain_randomization,45,1171,0.4453125
no_domain_randomization,45,1306,0.4081632653
no_domain_randomization,45,1435,0.55859375
no_domain_randomization,45,1578,0.509375
no_domain_randomization,45,1723,0.4362244898
no_domain_randomization,45,1803,0.553125
no_domain_randomization,45,1940,0.4859375
no_domain_randomization,45,2086,0.4413265306
no_domain_randomization,45,2222,0.583984375
no_domain_randomization,45,2353,0.465625
no_domain_randomization,45,2494,0.4170918367
no_domain_randomization,45,2631,0.599609375
no_domain_randomization,45,2775,0.5015625
no_domain_randomization,45,2916,0.4285714286
no_domain_randomization,45,3041,0.546875
no_domain_randomization,45,3178,0.4765625
no_domain_randomization,45,3337,0.4757653061
