model,training_seed,environment_interactions,mean_weighted_coverage
a2c_pointer,44,25539,0.2959183673
a2c_pointer,45,70,0.21484375
a2c_pointer,45,151,0.2109375
a2c_pointer,45,237,0.1875
a2c_pointer,45,312,0.2421875
a2c_pointer,45,413,0.29375
a2c_pointer,45,513,0.2551020408
a2c_pointer,45,604,0.3125
a2c_pointer,45,705,0.2921875
a2c_pointer,45,813,0.2729591837
a2c_pointer,45,903,0.3515625
a2c_pointer,45,1002,0.303125
a2c_pointer,45,1111,0.2844387755
a2c_pointer,45,1205,0.357421875
a2c_pointer,45,1297,0.29375
a2c_pointer,45,1416,0.3329081633
a2c_pointer,45,1476,0.396875
a2c_pointer,45,1570,0.30625
a2c_pointer,45,1668,0.256377551
a2c_pointer,45,1758,0.353515625
a2c_pointer,45,1853,0.3078125
a2c_pointer,45,1972,0.3341836735
a2c_pointer,45,2063,0.37890625
a2c_pointer,45,2168,0.3546875
a2c_pointer,45,2283,0.325255102
a2c_pointer,45,2371,0.35546875
a2c_pointer,45,2469,0.3390625
a2c_pointer,45,2594,0.3520408163
a2c_pointer,45,2685,0.37890625
a2c_pointer,45,2800,0.4046875
a2c_pointer,45,2917,0.3329081633
a2c_pointer,45,3024,0.44140625
a2c_pointer,45,3102,0.4325
a2c_pointer,45,3229,0.3647959184
a2c_pointer,45,3327,0.412109375
a2c_pointer,45,3450,0.428125
a2c_pointer,45,3574,0.3596938776
a2c_pointer,45,3674,0.41015625
a2c_pointer,45,3778,0.3546875
a2c_pointer,45,3897,0.3456632653
a2c_pointer,45,3990,0.3828125
a2c_pointer,45,4101,0.3734375
a2c_pointer,45,4233,0.3775510204
a2c_pointer,45,4346,0.501953125
a2c_pointer,45,4449,0.3265625
a2c_pointer,45,4578,0.3533163265
a2c_pointer,45,4693,0.47265625
a2c_pointer,45,4823,0.4375
a2c_pointer,45,4957,0.375
a2c_pointer,45,5080,0.5078125
a2c_pointer,45,5215,0.4546875
a2c_pointer,45,5364,0.4170918367
a2c_pointer,45,5476,0.453125
a2c_pointer,45,5617,0.475
a2c_pointer,45,5753,0.4043367347
a2c_pointer,45,5869,0.4453125
a2c_pointer,45,6001,0.440625
a2c_pointer,45,6148,0.4145408163
a2c_pointer,45,6256,0.423828125
a2c_pointer,45,6398,0.4671875
a2c_pointer,45,6565,0.4655612245
a2c_pointer,45,6688,0.455078125
a2c_pointer,45,6821,0.43125
a2c_pointer,45,6973,0.4285714286
a2c_pointer,45,7004,0.5078125
a2c_pointer,45,7143,0.44375
a2c_pointer,45,7304,0.4553571429
a2c_pointer,45,7422,0.455078125
a2c_pointer,45,7559,0.4453125
a2c_pointer,45,7725,0.4515306122
a2c_pointer,45,7839,0.439453125
a2c_pointer,45,7981,0.471875
a2c_pointer,45,8138,0.4094387755
a2c_pointer,45,8253,0.453125
a2c_pointer,45,8406,0.503125
a2c_pointer,45,8567,0.4451530612
a2c_pointer,45,8676,0.44921875
a2c_pointer,45,8814,0.45625
a2c_pointer,45,8969,0.4209183673
a2c_pointer,45,9092,0.49609375
a2c_pointer,45,9234,0.465625
a2c_pointer,45,9396,0.443877551
a2c_pointer,45,9510,0.453125
a2c_pointer,45,9650,0.475
a2c_pointer,45,9786,0.3852040816
a2c_pointer,45,9915,0.517578125
a2c_pointer,45,10056,0.4828125
a2c_pointer,45,10201,0.4068877551
a2c_pointer,45,10326,0.529296875
a2c_pointer,45,10471,0.4765625
a2c_pointer,45,10627,0.4375
a2c_pointer,45,10744,0.44921875
a2c_pointer,45,10888,0.484375
a2c_pointer,45,11035,0.387755102
a2c_pointer,45,11152,0.470703125
a2c_pointer,45,11298,0.48125
a2c_pointer,45,11339,0.4540816327
a2c_pointer,45,11461,0.49609375
a2c_pointer,45,11594,0.4265625
a2c_pointer,45,11753,0.431122449
a2c_pointer,45,11867,0.45703125
a2c_pointer,45,12007,0.459375
a2c_pointer,45,12162,0.424744898
a2c_pointer,45,12302,0.552734375
a2c_pointer,45,12449,0.4921875
a2c_pointer,45,12609,0.443877551
a2c_pointer,45,12727,0.4453125
a2c_pointer,45,12869,0.4609375
a2c_pointer,45,13028,0.4323979592
a2c_pointer,45,13127,0.38671875
a2c_pointer,45,13264,0.440625
a2c_pointer,45,13440,0.4783163265
a2c_pointer,45,13563,0.482421875
a2c_pointer,45,13687,0.3953125
a2c_pointer,45,13857,0.4744897959
a2c_pointer,45,13972,0.455078125
a2c_pointer,45,14109,0.446875
a2c_pointer,45,14272,0.431122449
a2c_pointer,45,14401,0.513671875
a2c_pointer,45,14547,0.4515625
a2c_pointer,45,14701,0.4272959184
a2c_pointer,45,14827,0.482421875
a2c_pointer,45,14967,0.4265625
a2c_pointer,45,15136,0.4579081633
a2c_pointer,45,15257,0.45703125
a2c_pointer,45,15415,0.5140625
a2c_pointer,45,15577,0.450255102
a2c_pointer,45,15689,0.4375
a2c_pointer,45,15720,0.41875
a2c_pointer,45,15891,0.4681122449
a2c_pointer,45,16009,0.44140625
a2c_pointer,45,16166,0.4921875
a2c_pointer,45,16337,0.4808673469
a2c_pointer,45,16462,0.458984375
a2c_pointer,45,16614,0.4796875
a2c_pointer,45,16793,0.4885204082
a2c_pointer,45,16924,0.5078125
a2c_pointer,45,17081,0.5265625
a2c_pointer,45,17234,0.4158163265
a2c_pointer,45,17354,0.494140625
a2c_pointer,45,17490,0.4328125
a2c_pointer,45,17665,0.4987244898
a2c_pointer,45,17802,0.544921875
a2c_pointer,45,17925,0.4015625
a2c_pointer,45,18099,0.4630102041
a2c_pointer,45,18213,0.447265625
a2c_pointer,45,18363,0.475
a2c_pointer,45,18519,0.4489795918
a2c_pointer,45,18638,0.44140625
a2c_pointer,45,18773,0.45
a2c_pointer,45,18932,0.4043367347
a2c_pointer,45,19066,0.541015625
a2c_pointer,45,19203,0.46875
a2c_pointer,45,19371,0.4298469388
a2c_pointer,45,19506,0.5234375
a2c_pointer,45,19661,0.5
a2c_pointer,45,19815,0.4132653061
a2c_pointer,45,19939,0.486328125
a2c_pointer,45,20084,0.459375
a2c_pointer,45,20258,0.4553571429
a2c_pointer,45,20290,0.5
a2c_pointer,45,20444,0.4828125
a2c_pointer,45,20614,0.4477040816
a2c_pointer,45,20747,0.513671875
a2c_pointer,45,20899,0.478125
a2c_pointer,45,21081,0.4770408163
a2c_pointer,45,21212,0.521484375
a2c_pointer,45,21349,0.4171875
a2c_pointer,45,21518,0.4528061224
a2c_pointer,45,21626,0.400390625
a2c_pointer,45,21784,0.4765625
a2c_pointer,45,21955,0.4655612245
a2c_pointer,45,22084,0.51171875
a2c_pointer,45,22219,0.4328125
a2c_pointer,45,22365,0.4183673469
a2c_pointer,45,22473,0.4296875
a2c_pointer,45,22604,0.409375
a2c_pointer,45,22757,0.4170918367
a2c_pointer,45,22871,0.439453125
a2c_pointer,45,22995,0.4140625
a2c_pointer,45,23107,0.2895408163
a2c_pointer,45,23203,0.357421875
a2c_pointer,45,23342,0.4734375
a2c_pointer,45,23501,0.4579081633
a2c_pointer,45,23629,0.505859375
a2c_pointer,45,23776,0.471875
a2c_pointer,45,23927,0.3801020408
a2c_pointer,45,24038,0.435546875
a2c_pointer,45,24186,0.48125
a2c_pointer,45,24354,0.4706632653
a2c_pointer,45,24485,0.466796875
a2c_pointer,45,24622,0.4453125
a2c_pointer,45,24665,0.4387755102
a2c_pointer,46,78,0.236328125
a2c_pointer,46,164,0.2484375
a2c_pointer,46,252,0.2079081633
a2c_pointer,46,351,0.349609375
a2c_pointer,46,438,0.2421875
a2c_pointer,46,532,0.2232142857
a2c_pointer,46,617,0.3203125
a2c_pointer,46,721,0.3046875
a2c_pointer,46,817,0.2602040816
a2c_pointer,46,902,0.31640625
a2c_pointer,46,1003,0.315625
a2c_pointer,46,1110,0.2895408163
a2c_pointer,46,1206,0.37109375
a2c_pointer,46,1310,0.3375
a2c_pointer,46,1426,0.3303571429
a2c_pointer,46,1491,0.403125
a2c_pointer,46,1590,0.3359375
a2c_pointer,46,1709,0.3278061224
a2c_pointer,46,1794,0.3125
a2c_pointer,46,1902,0.359375
a2c_pointer,46,2011,0.2946428571
a2c_pointer,46,2114,0.427734375
a2c_pointer,46,2214,0.325
a2c_pointer,46,2331,0.3367346939
a2c_pointer,46,2423,0.380859375
a2c_pointer,46,2525,0.353125
a2c_pointer,46,2647,0.3482142857
a2c_pointer,46,2734,0.33984375
a2c_pointer,46,2841,0.371875
a2c_pointer,46,2953,0.3265306122
a2c_pointer,46,3051,0.419921875
a2c_pointer,46,3121,0.4025
a2c_pointer,46,3262,0.4336734694
a2c_pointer,46,3365,0.431640625
a2c_pointer,46,3480,0.3984375
a2c_pointer,46,3604,0.3609693878
a2c_pointer,46,3698,0.40234375
a2c_pointer,46,3823,0.4453125
a2c_pointer,46,3960,0.3992346939
a2c_pointer,46,4055,0.40234375
a2c_pointer,46,4184,0.45625
a2c_pointer,46,4322,0.4107142857
a2c_pointer,46,4436,0.470703125
a2c_pointer,46,4551,0.4078125
a2c_pointer,46,4686,0.3954081633
a2c_pointer,46,4800,0.4921875
a2c_pointer,46,4931,0.465625
a2c_pointer,46,5076,0.4196428571
a2c_pointer,46,5186,0.451171875
a2c_pointer,46,5314,0.4375
a2c_pointer,46,5449,0.3673469388
a2c_pointer,46,5554,0.419921875
a2c_pointer,46,5688,0.45625
a2c_pointer,46,5846,0.4336734694
a2c_pointer,46,5962,0.482421875
a2c_pointer,46,6104,0.459375
a2c_pointer,46,6264,0.4451530612
a2c_pointer,46,6377,0.47265625
a2c_pointer,46,6507,0.4203125
a2c_pointer,46,6651,0.3928571429
a2c_pointer,46,6755,0.40625
a2c_pointer,46,6886,0.434375
a2c_pointer,46,7017,0.3673469388
a2c_pointer,46,7043,0.4453125
a2c_pointer,46,7185,0.4703125
a2c_pointer,46,7338,0.443877551
a2c_pointer,46,7455,0.4765625
a2c_pointer,46,7581,0.4296875
a2c_pointer,46,7740,0.4528061224
a2c_pointer,46,7867,0.48828125
a2c_pointer,46,7983,0.384375
a2c_pointer,46,8154,0.4808673469
a2c_pointer,46,8285,0.541015625
a2c_pointer,46,8436,0.509375
a2c_pointer,46,8601,0.4604591837
a2c_pointer,46,8723,0.4765625
a2c_pointer,46,8862,0.4765625
a2c_pointer,46,9018,0.4426020408
a2c_pointer,46,9148,0.515625
a2c_pointer,46,9297,0.4859375
a2c_pointer,46,9464,0.4553571429
a2c_pointer,46,9582,0.453125
a2c_pointer,46,9724,0.465625
a2c_pointer,46,9876,0.4017857143
a2c_pointer,46,9987,0.42578125
a2c_pointer,46,10111,0.39375
a2c_pointer,46,10290,0.5089285714
a2c_pointer,46,10401,0.44140625
a2c_pointer,46,10541,0.4734375
a2c_pointer,46,10699,0.4489795918
a2c_pointer,46,10811,0.4375
a2c_pointer,46,10968,0.51875
a2c_pointer,46,11134,0.4566326531
a2c_pointer,46,11269,0.53515625
a2c_pointer,46,11412,0.4578125
a2c_pointer,46,11456,0.4693877551
a2c_pointer,46,11572,0.44140625
a2c_pointer,46,11718,0.4546875
a2c_pointer,46,11882,0.4336734694
a2c_pointer,46,12001,0.478515625
a2c_pointer,46,12143,0.4609375
a2c_pointer,46,12310,0.4451530612
a2c_pointer,46,12443,0.521484375
a2c_pointer,46,12587,0.4796875
a2c_pointer,46,12740,0.4234693878
a2c_pointer,46,12861,0.484375
a2c_pointer,46,12983,0.4359375
a2c_pointer,46,13143,0.4604591837
a2c_pointer,46,13260,0.44921875
a2c_pointer,46,13394,0.446875
a2c_pointer,46,13562,0.4961734694
a2c_pointer,46,13664,0.408203125
a2c_pointer,46,13785,0.4078125
a2c_pointer,46,13926,0.4170918367
a2c_pointer,46,14046,0.505859375
a2c_pointer,46,14173,0.4265625
a2c_pointer,46,14321,0.4234693878
a2c_pointer,46,14432,0.439453125
a2c_pointer,46,14586,0.5359375
a2c_pointer,46,14751,0.4681122449
a2c_pointer,46,14885,0.54296875
a2c_pointer,46,15033,0.49375
a2c_pointer,46,15180,0.3890306122
a2c_pointer,46,15308,0.525390625
a2c_pointer,46,15454,0.4609375
a2c_pointer,46,15608,0.431122449
a2c_pointer,46,15718,0.416015625
a2c_pointer,46,15761,0.58125
a2c_pointer,46,15928,0.4668367347
a2c_pointer,46,16069,0.537109375
a2c_pointer,46,16215,0.4671875
a2c_pointer,46,16394,0.487244898
a2c_pointer,46,16521,0.52734375
a2c_pointer,46,16655,0.41875
a2c_pointer,46,16826,0.4591836735
a2c_pointer,46,16950,0.494140625
a2c_pointer,46,17085,0.43125
a2c_pointer,46,17249,0.4591836735
a2c_pointer,46,17367,0.44140625
a2c_pointer,46,17505,0.4453125
a2c_pointer,46,17662,0.4081632653
a2c_pointer,46,17782,0.431640625
a2c_pointer,46,17941,0.5328125
a2c_pointer,46,18112,0.4795918367
a2c_pointer,46,18234,0.48046875
a2c_pointer,46,18388,0.5140625
a2c_pointer,46,18569,0.5038265306
a2c_pointer,46,18705,0.525390625
a2c_pointer,46,18852,0.5109375
a2c_pointer,46,19016,0.4579081633
a2c_pointer,46,19149,0.541015625
a2c_pointer,46,19287,0.45
a2c_pointer,46,19450,0.4540816327
a2c_pointer,46,19592,0.537109375
a2c_pointer,46,19745,0.45
a2c_pointer,46,19908,0.4158163265
a2c_pointer,46,20036,0.494140625
a2c_pointer,46,20171,0.4328125
a2c_pointer,46,20346,0.4400510204
a2c_pointer,46,20379,0.4921875
a2c_pointer,46,20504,0.4125
a2c_pointer,46,20676,0.4540816327
a2c_pointer,46,20794,0.4375
a2c_pointer,46,20966,0.5203125
a2c_pointer,46,21145,0.4668367347
a2c_pointer,46,21286,0.525390625
a2c_pointer,46,21449,0.509375
a2c_pointer,46,21645,0.5140306122
a2c_pointer,46,21778,0.478515625
a2c_pointer,46,21937,0.4765625
a2c_pointer,46,22123,0.493622449
a2c_pointer,46,22259,0.498046875
a2c_pointer,46,22401,0.421875
a2c_pointer,46,22570,0.443877551
a2c_pointer,46,22704,0.533203125
a2c_pointer,46,22843,0.425
a2c_pointer,46,23014,0.443877551
a2c_pointer,46,23152,0.521484375
a2c_pointer,46,23293,0.440625
a2c_pointer,46,23463,0.4451530612
a2c_pointer,46,23597,0.515625
a2c_pointer,46,23757,0.5125
a2c_pointer,46,23928,0.4617346939
a2c_pointer,46,24040,0.41015625
a2c_pointer,46,24183,0.446875
a2c_pointer,46,24343,0.4413265306
a2c_pointer,46,24474,0.560546875
a2c_pointer,46,24621,0.4875
a2c_pointer,46,24786,0.4272959184
a2c_pointer,46,24915,0.5
a2c_pointer,46,25061,0.4625
a2c_pointer,46,25104,0.4897959184
no_priority_bias,42,66,0.193359375
no_priority_bias,42,142,0.196875
no_priority_bias,42,245,0.2308673469
no_priority_bias,42,328,0.255859375
no_priority_bias,42,438,0.33125
no_priority_bias,42,538,0.2538265306
no_priority_bias,42,635,0.38671875
no_priority_bias,42,743,0.35
no_priority_bias,42,857,0.3341836735
no_priority_bias,42,950,0.37109375
no_priority_bias,42,1058,0.3703125
no_priority_bias,42,1189,0.362244898
no_priority_bias,42,1299,0.44921875
no_priority_bias,42,1413,0.3609375
no_priority_bias,42,1543,0.3724489796
no_priority_bias,42,1615,0.45625
no_priority_bias,42,1743,0.4375
no_priority_bias,42,1883,0.3864795918
no_priority_bias,42,2005,0.48828125
no_priority_bias,42,2130,0.409375
no_priority_bias,42,2279,0.3966836735
no_priority_bias,42,2417,0.525390625
no_priority_bias,42,2574,0.5109375
no_priority_bias,42,2752,0.4630102041
no_priority_bias,42,2890,0.53515625
no_priority_bias,42,3038,0.48125
no_priority_bias,42,3185,0.3864795918
no_priority_bias,42,3286,0.37109375
no_priority_bias,42,3415,0.4
no_priority_bias,42,3547,0.3520408163
no_priority_bias,42,3671,0.47265625
no_priority_bias,42,3752,0.45
no_priority_bias,42,3910,0.4515306122
no_priority_bias,42,4019,0.423828125
no_priority_bias,42,4155,0.4765625
no_priority_bias,42,4323,0.4719387755
no_priority_bias,42,4436,0.44921875
no_priority_bias,42,4574,0.471875
no_priority_bias,42,4720,0.4132653061
no_priority_bias,42,4828,0.443359375
no_priority_bias,42,4966,0.4640625
no_priority_bias,42,5125,0.4400510204
no_priority_bias,42,5259,0.533203125
no_priority_bias,42,5400,0.446875
no_priority_bias,42,5565,0.4770408163
no_priority_bias,42,5682,0.4765625
no_priority_bias,42,5819,0.434375
no_priority_bias,42,5986,0.4630102041
no_priority_bias,42,6118,0.51953125
no_priority_bias,42,6244,0.4234375
no_priority_bias,42,6412,0.4451530612
no_priority_bias,42,6549,0.501953125
no_priority_bias,42,6700,0.5015625
no_priority_bias,42,6885,0.4948979592
no_priority_bias,42,7023,0.533203125
no_priority_bias,42,7176,0.4921875
no_priority_bias,42,7337,0.4272959184
no_priority_bias,42,7477,0.505859375
no_priority_bias,42,7631,0.4546875
no_priority_bias,42,7816,0.5153061224
no_priority_bias,42,7939,0.451171875
no_priority_bias,42,8079,0.4359375
no_priority_bias,42,8248,0.4362244898
no_priority_bias,42,8281,0.5625
no_priority_bias,42,8419,0.3921875
no_priority_bias,42,8602,0.4566326531
no_priority_bias,42,8733,0.466796875
no_priority_bias,42,8888,0.46875
no_priority_bias,42,9060,0.4285714286
no_priority_bias,42,9165,0.41015625
no_priority_bias,42,9298,0.415625
no_priority_bias,42,9472,0.4426020408
no_priority_bias,42,9605,0.48046875
no_priority_bias,42,9764,0.51875
no_priority_bias,42,9946,0.4834183673
no_priority_bias,42,10054,0.42578125
no_priority_bias,42,10191,0.4453125
no_priority_bias,42,10340,0.4107142857
no_priority_bias,42,10463,0.46484375
no_priority_bias,42,10628,0.534375
no_priority_bias,42,10790,0.4540816327
no_priority_bias,42,10903,0.431640625
no_priority_bias,42,11054,0.45625
no_priority_bias,42,11216,0.4145408163
no_priority_bias,42,11339,0.4609375
no_priority_bias,42,11489,0.4609375
no_priority_bias,42,11667,0.4630102041
no_priority_bias,42,11800,0.5
no_priority_bias,42,11949,0.4625
no_priority_bias,42,12102,0.4170918367
no_priority_bias,42,12212,0.41796875
no_priority_bias,42,12357,0.4453125
no_priority_bias,42,12538,0.4770408163
no_priority_bias,42,12667,0.4921875
no_priority_bias,42,12824,0.48125
no_priority_bias,42,12870,0.5102040816
no_priority_bias,42,13003,0.521484375
no_priority_bias,42,13143,0.409375
no_priority_bias,42,13310,0.424744898
no_priority_bias,42,13428,0.4453125
no_priority_bias,42,13587,0.5078125
no_priority_bias,42,13761,0.487244898
no_priority_bias,42,13901,0.515625
no_priority_bias,42,14054,0.4796875
no_priority_bias,42,14199,0.3826530612
no_priority_bias,42,14340,0.54296875
no_priority_bias,42,14485,0.4625
no_priority_bias,42,14670,0.5
no_priority_bias,42,14795,0.451171875
no_priority_bias,42,14963,0.5046875
no_priority_bias,42,15136,0.450255102
no_priority_bias,42,15239,0.39453125
no_priority_bias,42,15379,0.471875
no_priority_bias,42,15546,0.4323979592
no_priority_bias,42,15676,0.48828125
no_priority_bias,42,15831,0.4890625
no_priority_bias,42,16009,0.4668367347
no_priority_bias,42,16146,0.5078125
no_priority_bias,42,16307,0.528125
no_priority_bias,42,16471,0.4451530612
no_priority_bias,42,16583,0.43359375
no_priority_bias,42,16724,0.446875
no_priority_bias,42,16900,0.4719387755
no_priority_bias,42,17022,0.466796875
no_priority_bias,42,17170,0.465625
no_priority_bias,42,17344,0.4617346939
no_priority_bias,42,17467,0.470703125
no_priority_bias,42,17503,0.475
no_priority_bias,42,17669,0.4515306122
no_priority_bias,42,17791,0.478515625
no_priority_bias,42,17928,0.4265625
no_priority_bias,42,18098,0.4540816327
no_priority_bias,42,18215,0.451171875
no_priority_bias,42,18361,0.475
no_priority_bias,42,18522,0.431122449
no_priority_bias,42,18643,0.46875
no_priority_bias,42,18774,0.3984375
no_priority_bias,42,18943,0.4515306122
no_priority_bias,42,19068,0.470703125
no_priority_bias,42,19211,0.446875
no_priority_bias,42,19391,0.4821428571
no_priority_bias,42,19511,0.466796875
no_priority_bias,42,19686,0.571875
no_priority_bias,42,19863,0.4642857143
no_priority_bias,42,19990,0.4765625
no_priority_bias,42,20135,0.48125
no_priority_bias,42,20295,0.4400510204
no_priority_bias,42,20412,0.46875
no_priority_bias,42,20547,0.4515625
no_priority_bias,42,20699,0.4272959184
no_priority_bias,42,20837,0.54296875
no_priority_bias,42,20994,0.4609375
no_priority_bias,42,21153,0.4362244898
no_priority_bias,42,21273,0.4453125
no_priority_bias,42,21419,0.4671875
no_priority_bias,42,21579,0.4234693878
no_priority_bias,42,21715,0.5
no_priority_bias,42,21873,0.50625
no_priority_bias,42,22029,0.4349489796
no_priority_bias,42,22063,0.546875
no_priority_bias,42,22213,0.478125
no_priority_bias,42,22371,0.4426020408
no_priority_bias,42,22502,0.494140625
no_priority_bias,42,22627,0.4109375
no_priority_bias,42,22802,0.4693877551
no_priority_bias,42,22925,0.47265625
no_priority_bias,42,23079,0.475
no_priority_bias,42,23244,0.4566326531
no_priority_bias,42,23359,0.453125
no_priority_bias,42,23486,0.4203125
no_priority_bias,42,23652,0.4540816327
no_priority_bias,42,23774,0.462890625
no_priority_bias,42,23922,0.4734375
no_priority_bias,42,24100,0.4591836735
no_priority_bias,42,24215,0.4453125
no_priority_bias,42,24361,0.4796875
no_priority_bias,42,24514,0.4209183673
no_priority_bias,42,24644,0.494140625
no_priority_bias,42,24793,0.4796875
no_priority_bias,42,24944,0.4094387755
no_priority_bias,42,25074,0.50390625
no_priority_bias,42,25222,0.49375
no_priority_bias,42,25406,0.506377551
no_priority_bias,42,25525,0.462890625
no_priority_bias,42,25671,0.5
no_priority_bias,42,25823,0.3966836735
no_priority_bias,42,25960,0.51953125
no_priority_bias,42,26100,0.4515625
no_priority_bias,42,26248,0.4234693878
no_priority_bias,42,26370,0.494140625
no_priority_bias,42,26517,0.4546875
no_priority_bias,42,26560,0.5102040816
no_priority_bias,43,78,0.224609375
no_priority_bias,43,156,0.1953125
no_priority_bias,43,246,0.2053571429
no_priority_bias,43,326,0.291015625
no_priority_bias,43,439,0.359375
no_priority_bias,43,542,0.2729591837
no_priority_bias,43,626,0.326171875
no_priority_bias,43,736,0.359375
no_priority_bias,43,861,0.3494897959
no_priority_bias,43,960,0.40625
no_priority_bias,43,1067,0.3421875
no_priority_bias,43,1212,0.4119897959
no_priority_bias,43,1315,0.431640625
no_priority_bias,43,1446,0.421875
no_priority_bias,43,1590,0.3839285714
no_priority_bias,43,1684,0.5875
no_priority_bias,43,1778,0.259375
no_priority_bias,43,1902,0.325255102
no_priority_bias,43,2012,0.40234375
no_priority_bias,43,2158,0.4328125
no_priority_bias,43,2304,0.3864795918
no_priority_bias,43,2424,0.4453125
no_priority_bias,43,2568,0.4515625
no_priority_bias,43,2737,0.4630102041
no_priority_bias,43,2852,0.4140625
