aggregation,grid_id,is_first,model,rank,score_0_to_100,weight_D1,weight_D2,weight_D3,weight_D4,weight_D5,weight_D6,weight_D7
arithmetic,998,0.0,traditional_ppo,3,49.171454676541785,0.35,0.1,0.15,0.15,0.05,0.05,0.15
geometric,998,0.0,a2c_pointer,2,67.19383246093112,0.35,0.1,0.15,0.15,0.05,0.05,0.15
arithmetic,998,0.0,a2c_pointer,2,69.78520470472776,0.35,0.1,0.15,0.15,0.05,0.05,0.15
geometric,999,1.0,full,1,68.21613443870037,0.35,0.1,0.15,0.15,0.05,0.1,0.1
arithmetic,999,1.0,full,1,71.22884120667162,0.35,0.1,0.15,0.15,0.05,0.1,0.1
geometric,999,0.0,traditional_ppo,3,0.0,0.35,0.1,0.15,0.15,0.05,0.1,0.1
arithmetic,999,0.0,traditional_ppo,3,53.99927831250054,0.35,0.1,0.15,0.15,0.05,0.1,0.1
geometric,999,0.0,a2c_pointer,2,67.41413749057382,0.35,0.1,0.15,0.15,0.05,0.1,0.1
arithmetic,999,0.0,a2c_pointer,2,70.0783605400263,0.35,0.1,0.15,0.15,0.05,0.1,0.1
geometric,1000,1.0,full,1,68.40383245221074,0.35,0.1,0.15,0.15,0.05,0.15,0.05
arithmetic,1000,1.0,full,1,71.48686616842329,0.35,0.1,0.15,0.15,0.05,0.15,0.05
geometric,1000,0.0,traditional_ppo,3,0.0,0.35,0.1,0.15,0.15,0.05,0.15,0.05
arithmetic,1000,0.0,traditional_ppo,3,58.827101948459294,0.35,0.1,0.15,0.15,0.05,0.15,0.05
geometric,1000,0.0,a2c_pointer,2,67.63516482320635,0.35,0.1,0.15,0.15,0.05,0.15,0.05
arithmetic,1000,0.0,a2c_pointer,2,70.37151637532482,0.35,0.1,0.15,0.15,0.05,0.15,0.05
geometric,1001,1.0,full,1,66.04717100033223,0.35,0.1,0.15,0.15,0.1,0.05,0.1
arithmetic,1001,1.0,full,1,68.9320080989961,0.35,0.1,0.15,0.15,0.1,0.05,0.1
geometric,1001,0.0,traditional_ppo,3,0.0,0.35,0.1,0.15,0.15,0.1,0.05,0.1
arithmetic,1001,0.0,traditional_ppo,3,52.344048431365955,0.35,0.1,0.15,0.15,0.1,0.05,0.1
geometric,1001,0.0,a2c_pointer,2,65.46233717870432,0.35,0.1,0.15,0.15,0.1,0.05,0.1
arithmetic,1001,0.0,a2c_pointer,2,68.02277099557392,0.35,0.1,0.15,0.15,0.1,0.05,0.1
geometric,1002,1.0,full,1,66.22890106898456,0.35,0.1,0.15,0.15,0.1,0.1,0.05
arithmetic,1002,1.0,full,1,69.19003306074778,0.35,0.1,0.15,0.15,0.1,0.1,0.05
geometric,1002,0.0,traditional_ppo,3,0.0,0.35,0.1,0.15,0.15,0.1,0.1,0.05
arithmetic,1002,0.0,traditional_ppo,3,57.17187206732471,0.35,0.1,0.15,0.15,0.1,0.1,0.05
geometric,1002,0.0,a2c_pointer,2,65.67696524209123,0.35,0.1,0.15,0.15,0.1,0.1,0.05
arithmetic,1002,0.0,a2c_pointer,2,68.31592683087246,0.35,0.1,0.15,0.15,0.1,0.1,0.05
geometric,1003,1.0,full,1,64.12312263161193,0.35,0.1,0.15,0.15,0.15,0.05,0.05
arithmetic,1003,1.0,full,1,66.8931999530723,0.35,0.1,0.15,0.15,0.15,0.05,0.05
geometric,1003,0.0,traditional_ppo,3,0.0,0.35,0.1,0.15,0.15,0.15,0.05,0.05
arithmetic,1003,0.0,traditional_ppo,3,55.516642186190126,0.35,0.1,0.15,0.15,0.15,0.05,0.05
geometric,1003,0.0,a2c_pointer,2,63.77546021638232,0.35,0.1,0.15,0.15,0.15,0.05,0.05
arithmetic,1003,0.0,a2c_pointer,2,66.26033728642008,0.35,0.1,0.15,0.15,0.15,0.05,0.05
geometric,1004,1.0,full,1,68.95897758450214,0.35,0.1,0.2,0.05,0.05,0.05,0.2
arithmetic,1004,1.0,full,1,72.13895858125538,0.35,0.1,0.2,0.05,0.05,0.05,0.2
geometric,1004,0.0,traditional_ppo,3,0.0,0.35,0.1,0.2,0.05,0.05,0.05,0.2
arithmetic,1004,0.0,traditional_ppo,3,45.1528048630989,0.35,0.1,0.2,0.05,0.05,0.05,0.2
geometric,1004,0.0,a2c_pointer,2,68.24798633669211,0.35,0.1,0.2,0.05,0.05,0.05,0.2
arithmetic,1004,0.0,a2c_pointer,2,71.08184365360866,0.35,0.1,0.2,0.05,0.05,0.05,0.2
geometric,1005,1.0,full,1,69.14871954529805,0.35,0.1,0.2,0.05,0.05,0.1,0.15
arithmetic,1005,1.0,full,1,72.39698354300708,0.35,0.1,0.2,0.05,0.05,0.1,0.15
geometric,1005,0.0,traditional_ppo,3,0.0,0.35,0.1,0.2,0.05,0.05,0.1,0.15
arithmetic,1005,0.0,traditional_ppo,3,49.98062849905766,0.35,0.1,0.2,0.05,0.05,0.1,0.15
geometric,1005,0.0,a2c_pointer,2,68.47174756748215,0.35,0.1,0.2,0.05,0.05,0.1,0.15
arithmetic,1005,0.0,a2c_pointer,2,71.37499948890719,0.35,0.1,0.2,0.05,0.05,0.1,0.15
geometric,1006,1.0,full,1,69.33898358476957,0.35,0.1,0.2,0.05,0.05,0.15,0.1
arithmetic,1006,1.0,full,1,72.65500850475875,0.35,0.1,0.2,0.05,0.05,0.15,0.1
geometric,1006,0.0,traditional_ppo,3,0.0,0.35,0.1,0.2,0.05,0.05,0.15,0.1
arithmetic,1006,0.0,traditional_ppo,3,54.80845213501642,0.35,0.1,0.2,0.05,0.05,0.15,0.1
geometric,1006,0.0,a2c_pointer,2,68.69624243293445,0.35,0.1,0.2,0.05,0.05,0.15,0.1
arithmetic,1006,0.0,a2c_pointer,2,71.66815532420571,0.35,0.1,0.2,0.05,0.05,0.15,0.1
geometric,1007,1.0,full,1,69.52977113942622,0.35,0.1,0.2,0.05,0.05,0.2,0.05
arithmetic,1007,1.0,full,1,72.91303346651044,0.35,0.1,0.2,0.05,0.05,0.2,0.05
geometric,1007,0.0,traditional_ppo,3,0.0,0.35,0.1,0.2,0.05,0.05,0.2,0.05
arithmetic,1007,0.0,traditional_ppo,3,59.63627577097517,0.35,0.1,0.2,0.05,0.05,0.2,0.05
geometric,1007,0.0,a2c_pointer,2,68.92147333837995,0.35,0.1,0.2,0.05,0.05,0.2,0.05
arithmetic,1007,0.0,a2c_pointer,2,71.96131115950425,0.35,0.1,0.2,0.05,0.05,0.2,0.05
geometric,1008,1.0,full,1,66.95010413359516,0.35,0.1,0.2,0.05,0.1,0.05,0.15
arithmetic,1008,1.0,full,1,70.10015043533157,0.35,0.1,0.2,0.05,0.1,0.05,0.15
geometric,1008,0.0,traditional_ppo,3,0.0,0.35,0.1,0.2,0.05,0.1,0.05,0.15
arithmetic,1008,0.0,traditional_ppo,3,48.32539861792307,0.35,0.1,0.2,0.05,0.1,0.05,0.15
geometric,1008,0.0,a2c_pointer,2,66.48932691758289,0.35,0.1,0.2,0.05,0.1,0.05,0.15
arithmetic,1008,0.0,a2c_pointer,2,69.31940994445482,0.35,0.1,0.2,0.05,0.1,0.05,0.15
geometric,1009,1.0,full,1,67.13431864023039,0.35,0.1,0.2,0.05,0.1,0.1,0.1
arithmetic,1009,1.0,full,1,70.35817539708327,0.35,0.1,0.2,0.05,0.1,0.1,0.1
geometric,1009,0.0,traditional_ppo,3,0.0,0.35,0.1,0.2,0.05,0.1,0.1,0.1
arithmetic,1009,0.0,traditional_ppo,3,53.153222253881836,0.35,0.1,0.2,0.05,0.1,0.1,0.1
geometric,1009,0.0,a2c_pointer,2,66.70732212043156,0.35,0.1,0.2,0.05,0.1,0.1,0.1
arithmetic,1009,0.0,a2c_pointer,2,69.61256577975335,0.35,0.1,0.2,0.05,0.1,0.1,0.1
geometric,1010,1.0,full,1,67.31904001664417,0.35,0.1,0.2,0.05,0.1,0.15,0.05
arithmetic,1010,1.0,full,1,70.61620035883493,0.35,0.1,0.2,0.05,0.1,0.15,0.05
geometric,1010,0.0,traditional_ppo,3,0.0,0.35,0.1,0.2,0.05,0.1,0.15,0.05
arithmetic,1010,0.0,traditional_ppo,3,57.98104588984059,0.35,0.1,0.2,0.05,0.1,0.15,0.05
geometric,1010,0.0,a2c_pointer,2,66.92603205315747,0.35,0.1,0.2,0.05,0.1,0.15,0.05
arithmetic,1010,0.0,a2c_pointer,2,69.90572161505187,0.35,0.1,0.2,0.05,0.1,0.15,0.05
geometric,1011,1.0,full,1,64.99975203383224,0.35,0.1,0.2,0.05,0.15,0.05,0.1
arithmetic,1011,1.0,full,1,68.06134228940776,0.35,0.1,0.2,0.05,0.15,0.05,0.1
geometric,1011,0.0,traditional_ppo,3,0.0,0.35,0.1,0.2,0.05,0.15,0.05,0.1
arithmetic,1011,0.0,traditional_ppo,3,51.49799237274725,0.35,0.1,0.2,0.05,0.15,0.05,0.1
geometric,1011,0.0,a2c_pointer,2,64.77598580189091,0.35,0.1,0.2,0.05,0.15,0.05,0.1
arithmetic,1011,0.0,a2c_pointer,2,67.55697623530098,0.35,0.1,0.2,0.05,0.15,0.05,0.1
geometric,1012,1.0,full,1,65.17860010893652,0.35,0.1,0.2,0.05,0.15,0.1,0.05
arithmetic,1012,1.0,full,1,68.31936725115943,0.35,0.1,0.2,0.05,0.15,0.1,0.05
geometric,1012,0.0,traditional_ppo,3,0.0,0.35,0.1,0.2,0.05,0.15,0.1,0.05
arithmetic,1012,0.0,traditional_ppo,3,56.325816008706,0.35,0.1,0.2,0.05,0.15,0.1,0.05
geometric,1012,0.0,a2c_pointer,2,64.98836355963404,0.35,0.1,0.2,0.05,0.15,0.1,0.05
arithmetic,1012,0.0,a2c_pointer,2,67.8501320705995,0.35,0.1,0.2,0.05,0.15,0.1,0.05
geometric,1013,1.0,full,1,68.51618287378753,0.35,0.1,0.2,0.1,0.05,0.05,0.15
arithmetic,1013,1.0,full,1,71.5868411094005,0.35,0.1,0.2,0.1,0.05,0.05,0.15
geometric,1013,0.0,traditional_ppo,3,0.0,0.35,0.1,0.2,0.1,0.05,0.05,0.15
arithmetic,1013,0.0,traditional_ppo,3,49.484972122605605,0.35,0.1,0.2,0.1,0.05,0.05,0.15
geometric,1013,0.0,a2c_pointer,2,67.83197194694527,0.35,0.1,0.2,0.1,0.05,0.05,0.15
arithmetic,1013,0.0,a2c_pointer,2,70.58309312004506,0.35,0.1,0.2,0.1,0.05,0.05,0.15
geometric,1014,1.0,full,1,68.7047064763713,0.35,0.1,0.2,0.1,0.05,0.1,0.1
arithmetic,1014,1.0,full,1,71.84486607115218,0.35,0.1,0.2,0.1,0.05,0.1,0.1
geometric,1014,0.0,traditional_ppo,3,0.0,0.35,0.1,0.2,0.1,0.05,0.1,0.1
arithmetic,1014,0.0,traditional_ppo,3,54.31279575856437,0.35,0.1,0.2,0.1,0.05,0.1,0.1
geometric,1014,0.0,a2c_pointer,2,68.0543692123369,0.35,0.1,0.2,0.1,0.05,0.1,0.1
arithmetic,1014,0.0,a2c_pointer,2,70.8762489553436,0.35,0.1,0.2,0.1,0.05,0.1,0.1
geometric,1015,1.0,full,1,68.89374880529448,0.35,0.1,0.2,0.1,0.05,0.15,0.05
arithmetic,1015,1.0,full,1,72.10289103290386,0.35,0.1,0.2,0.1,0.05,0.15,0.05
geometric,1015,0.0,traditional_ppo,3,0.0,0.35,0.1,0.2,0.1,0.05,0.15,0.05
arithmetic,1015,0.0,traditional_ppo,3,59.14061939452312,0.35,0.1,0.2,0.1,0.05,0.15,0.05
geometric,1015,0.0,a2c_pointer,2,68.2774956404262,0.35,0.1,0.2,0.1,0.05,0.15,0.05
arithmetic,1015,0.0,a2c_pointer,2,71.1694047906421,0.35,0.1,0.2,0.1,0.05,0.15,0.05
geometric,1016,1.0,full,1,66.52020866486056,0.35,0.1,0.2,0.1,0.1,0.05,0.1
arithmetic,1016,1.0,full,1,69.54803296347669,0.35,0.1,0.2,0.1,0.1,0.05,0.1
geometric,1016,0.0,traditional_ppo,3,0.0,0.35,0.1,0.2,0.1,0.1,0.05,0.1
arithmetic,1016,0.0,traditional_ppo,3,52.65756587742979,0.35,0.1,0.2,0.1,0.1,0.05,0.1
geometric,1016,0.0,a2c_pointer,2,66.08403266280683,0.35,0.1,0.2,0.1,0.1,0.05,0.1
arithmetic,1016,0.0,a2c_pointer,2,68.82065941089122,0.35,0.1,0.2,0.1,0.1,0.05,0.1
geometric,1017,1.0,full,1,66.70324030579748,0.35,0.1,0.2,0.1,0.1,0.1,0.05
arithmetic,1017,1.0,full,1,69.80605792522834,0.35,0.1,0.2,0.1,0.1,0.1,0.05
geometric,1017,0.0,traditional_ppo,3,0.0,0.35,0.1,0.2,0.1,0.1,0.1,0.05
arithmetic,1017,0.0,traditional_ppo,3,57.48538951338854,0.35,0.1,0.2,0.1,0.1,0.1,0.05
geometric,1017,0.0,a2c_pointer,2,66.30069904782296,0.35,0.1,0.2,0.1,0.1,0.1,0.05
arithmetic,1017,0.0,a2c_pointer,2,69.11381524618976,0.35,0.1,0.2,0.1,0.1,0.1,0.05
geometric,1018,1.0,full,1,64.58238003374606,0.35,0.1,0.2,0.1,0.15,0.05,0.05
arithmetic,1018,1.0,full,1,67.50922481755285,0.35,0.1,0.2,0.1,0.15,0.05,0.05
geometric,1018,0.0,traditional_ppo,3,0.0,0.35,0.1,0.2,0.1,0.15,0.05,0.05
arithmetic,1018,0.0,traditional_ppo,3,55.83015963225395,0.35,0.1,0.2,0.1,0.15,0.05,0.05
geometric,1018,0.0,a2c_pointer,2,64.38113543853103,0.35,0.1,0.2,0.1,0.15,0.05,0.05
arithmetic,1018,0.0,a2c_pointer,2,67.05822570173737,0.35,0.1,0.2,0.1,0.15,0.05,0.05
geometric,1019,1.0,full,1,68.0762314064432,0.35,0.1,0.2,0.15,0.05,0.05,0.1
arithmetic,1019,1.0,full,1,71.03472363754558,0.35,0.1,0.2,0.15,0.05,0.05,0.1
geometric,1019,0.0,traditional_ppo,3,0.0,0.35,0.1,0.2,0.15,0.05,0.05,0.1
arithmetic,1019,0.0,traditional_ppo,3,53.8171393821123,0.35,0.1,0.2,0.15,0.05,0.05,0.1
geometric,1019,0.0,a2c_pointer,2,67.41849342648582,0.35,0.1,0.2,0.15,0.05,0.05,0.1
arithmetic,1019,0.0,a2c_pointer,2,70.08434258648147,0.35,0.1,0.2,0.15,0.05,0.05,0.1
geometric,1020,1.0,full,1,68.26354447405396,0.35,0.1,0.2,0.15,0.05,0.1,0.05
arithmetic,1020,1.0,full,1,71.29274859929725,0.35,0.1,0.2,0.15,0.05,0.1,0.05
geometric,1020,0.0,traditional_ppo,3,0.0,0.35,0.1,0.2,0.15,0.05,0.1,0.05
arithmetic,1020,0.0,traditional_ppo,3,58.64496301807106,0.35,0.1,0.2,0.15,0.05,0.1,0.05
geometric,1020,0.0,a2c_pointer,2,67.63953504070575,0.35,0.1,0.2,0.15,0.05,0.1,0.05
arithmetic,1020,0.0,a2c_pointer,2,70.37749842177999,0.35,0.1,0.2,0.15,0.05,0.1,0.05
geometric,1021,1.0,full,1,66.09307361175834,0.35,0.1,0.2,0.15,0.1,0.05,0.05
arithmetic,1021,1.0,full,1,68.99591549162174,0.35,0.1,0.2,0.15,0.1,0.05,0.05
geometric,1021,0.0,traditional_ppo,3,0.0,0.35,0.1,0.2,0.15,0.1,0.05,0.05
arithmetic,1021,0.0,traditional_ppo,3,56.98973313693647,0.35,0.1,0.2,0.15,0.1,0.05,0.05
geometric,1021,0.0,a2c_pointer,2,65.6812089313549,0.35,0.1,0.2,0.15,0.1,0.05,0.05
arithmetic,1021,0.0,a2c_pointer,2,68.32190887732762,0.35,0.1,0.2,0.15,0.1,0.05,0.05
geometric,1022,1.0,full,1,69.00690389390284,0.35,0.1,0.25,0.05,0.05,0.05,0.15
arithmetic,1022,1.0,full,1,72.20286597388105,0.35,0.1,0.25,0.05,0.05,0.05,0.15
geometric,1022,0.0,traditional_ppo,3,0.0,0.35,0.1,0.25,0.05,0.05,0.05,0.15
arithmetic,1022,0.0,traditional_ppo,3,49.79848956866942,0.35,0.1,0.25,0.05,0.05,0.05,0.15
geometric,1022,0.0,a2c_pointer,2,68.47617184042089,0.35,0.1,0.25,0.05,0.05,0.05,0.15
arithmetic,1022,0.0,a2c_pointer,2,71.38098153536235,0.35,0.1,0.25,0.05,0.05,0.05,0.15
geometric,1023,1.0,full,1,69.19677772486618,0.35,0.1,0.25,0.05,0.05,0.1,0.1
arithmetic,1023,1.0,full,1,72.46089093563273,0.35,0.1,0.25,0.05,0.05,0.1,0.1
geometric,1023,0.0,traditional_ppo,3,0.0,0.35,0.1,0.25,0.05,0.05,0.1,0.1
arithmetic,1023,0.0,traditional_ppo,3,54.626313204628175,0.35,0.1,0.25,0.05,0.05,0.1,0.1
geometric,1023,0.0,a2c_pointer,2,68.70068121151374,0.35,0.1,0.25,0.05,0.05,0.1,0.1
arithmetic,1023,0.0,a2c_pointer,2,71.67413737066089,0.35,0.1,0.25,0.05,0.05,0.1,0.1
geometric,1024,1.0,full,1,69.38717399734841,0.35,0.1,0.25,0.05,0.05,0.15,0.05
arithmetic,1024,1.0,full,1,72.7189158973844,0.35,0.1,0.25,0.05,0.05,0.15,0.05
geometric,1024,0.0,traditional_ppo,3,0.0,0.35,0.1,0.25,0.05,0.05,0.15,0.05
arithmetic,1024,0.0,traditional_ppo,3,59.45413684058693,0.35,0.1,0.25,0.05,0.05,0.15,0.05
geometric,1024,0.0,a2c_pointer,2,68.9259266701587,0.35,0.1,0.25,0.05,0.05,0.15,0.05
arithmetic,1024,0.0,a2c_pointer,2,71.96729320595941,0.35,0.1,0.25,0.05,0.05,0.15,0.05
geometric,1025,1.0,full,1,66.99663428119173,0.35,0.1,0.25,0.05,0.1,0.05,0.1
arithmetic,1025,1.0,full,1,70.16405782795722,0.35,0.1,0.25,0.05,0.1,0.05,0.1
geometric,1025,0.0,traditional_ppo,3,0.0,0.35,0.1,0.25,0.05,0.1,0.05,0.1
arithmetic,1025,0.0,traditional_ppo,3,52.971083323493595,0.35,0.1,0.25,0.05,0.1,0.05,0.1
geometric,1025,0.0,a2c_pointer,2,66.7116323857681,0.35,0.1,0.25,0.05,0.1,0.05,0.1
arithmetic,1025,0.0,a2c_pointer,2,69.61854782620851,0.35,0.1,0.25,0.05,0.1,0.05,0.1
geometric,1026,1.0,full,1,67.18097681642817,0.35,0.1,0.25,0.05,0.1,0.1,0.05
arithmetic,1026,1.0,full,1,70.4220827897089,0.35,0.1,0.25,0.05,0.1,0.1,0.05
geometric,1026,0.0,traditional_ppo,3,0.0,0.35,0.1,0.25,0.05,0.1,0.1,0.05
arithmetic,1026,0.0,traditional_ppo,3,57.798906959452346,0.35,0.1,0.25,0.05,0.1,0.1,0.05
geometric,1026,0.0,a2c_pointer,2,66.93035645034358,0.35,0.1,0.25,0.05,0.1,0.1,0.05
arithmetic,1026,0.0,a2c_pointer,2,69.91170366150705,0.35,0.1,0.25,0.05,0.1,0.1,0.05
geometric,1027,1.0,full,1,65.04492669181096,0.35,0.1,0.25,0.05,0.15,0.05,0.05
arithmetic,1027,1.0,full,1,68.12524968203341,0.35,0.1,0.25,0.05,0.15,0.05,0.05
geometric,1027,0.0,traditional_ppo,3,0.0,0.35,0.1,0.25,0.05,0.15,0.05,0.05
arithmetic,1027,0.0,traditional_ppo,3,56.143677078317765,0.35,0.1,0.25,0.05,0.15,0.05,0.05
geometric,1027,0.0,a2c_pointer,2,64.99256275519197,0.35,0.1,0.25,0.05,0.15,0.05,0.05
arithmetic,1027,0.0,a2c_pointer,2,67.85611411705467,0.35,0.1,0.25,0.05,0.15,0.05,0.05
geometric,1028,1.0,full,1,68.56380144202022,0.35,0.1,0.25,0.1,0.05,0.05,0.1
arithmetic,1028,1.0,full,1,71.65074850202615,0.35,0.1,0.25,0.1,0.05,0.05,0.1
geometric,1028,0.0,traditional_ppo,3,0.0,0.35,0.1,0.25,0.1,0.05,0.05,0.1
arithmetic,1028,0.0,traditional_ppo,3,54.13065682817613,0.35,0.1,0.25,0.1,0.05,0.05,0.1
geometric,1028,0.0,a2c_pointer,2,68.05876651655016,0.35,0.1,0.25,0.1,0.05,0.05,0.1
arithmetic,1028,0.0,a2c_pointer,2,70.88223100179876,0.35,0.1,0.25,0.1,0.05,0.05,0.1
geometric,1029,1.0,full,1,68.75245606801565,0.35,0.1,0.25,0.1,0.05,0.1,0.05
arithmetic,1029,1.0,full,1,71.9087734637778,0.35,0.1,0.25,0.1,0.05,0.1,0.05
geometric,1029,0.0,traditional_ppo,3,0.0,0.35,0.1,0.25,0.1,0.05,0.1,0.05
arithmetic,1029,0.0,traditional_ppo,3,58.95848046413488,0.35,0.1,0.25,0.1,0.05,0.1,0.05
geometric,1029,0.0,a2c_pointer,2,68.28190736185901,0.35,0.1,0.25,0.1,0.05,0.1,0.05
arithmetic,1029,0.0,a2c_pointer,2,71.17538683709729,0.35,0.1,0.25,0.1,0.05,0.1,0.05
geometric,1030,1.0,full,1,66.56644003622863,0.35,0.1,0.25,0.1,0.1,0.05,0.05
arithmetic,1030,1.0,full,1,69.61194035610231,0.35,0.1,0.25,0.1,0.1,0.05,0.05
geometric,1030,0.0,traditional_ppo,3,0.0,0.35,0.1,0.25,0.1,0.1,0.05,0.05
arithmetic,1030,0.0,traditional_ppo,3,57.3032505830003,0.35,0.1,0.25,0.1,0.1,0.05,0.05
geometric,1030,0.0,a2c_pointer,2,66.30498303938207,0.35,0.1,0.25,0.1,0.1,0.05,0.05
arithmetic,1030,0.0,a2c_pointer,2,69.11979729264492,0.35,0.1,0.25,0.1,0.1,0.05,0.05
geometric,1031,1.0,full,1,68.12354420955458,0.35,0.1,0.25,0.15,0.05,0.05,0.05
arithmetic,1031,1.0,full,1,71.09863103017122,0.35,0.1,0.25,0.15,0.05,0.05,0.05
geometric,1031,0.0,traditional_ppo,3,0.0,0.35,0.1,0.25,0.15,0.05,0.05,0.05
arithmetic,1031,0.0,traditional_ppo,3,58.46282408768283,0.35,0.1,0.25,0.15,0.05,0.05,0.05
geometric,1031,0.0,a2c_pointer,2,67.64390554058491,0.35,0.1,0.25,0.15,0.05,0.05,0.05
arithmetic,1031,0.0,a2c_pointer,2,70.38348046823516,0.35,0.1,0.25,0.15,0.05,0.05,0.05
geometric,1032,1.0,full,1,65.92216077716722,0.35,0.15,0.1,0.05,0.05,0.1,0.2
arithmetic,1032,1.0,full,1,69.50763506235572,0.35,0.15,0.1,0.05,0.05,0.1,0.2
geometric,1032,0.0,traditional_ppo,3,0.0,0.35,0.15,0.1,0.05,0.05,0.1,0.2
arithmetic,1032,0.0,traditional_ppo,3,42.508971886873816,0.35,0.15,0.1,0.05,0.05,0.1,0.2
geometric,1032,0.0,a2c_pointer,2,65.10781994272816,0.35,0.15,0.1,0.05,0.05,0.1,0.2
arithmetic,1032,0.0,a2c_pointer,2,68.25175173770063,0.35,0.15,0.1,0.05,0.05,0.1,0.2
geometric,1033,1.0,full,1,66.10354687777227,0.35,0.15,0.1,0.05,0.05,0.15,0.15
arithmetic,1033,1.0,full,1,69.7656600241074,0.35,0.15,0.1,0.05,0.05,0.15,0.15
geometric,1033,0.0,traditional_ppo,3,0.0,0.35,0.15,0.1,0.05,0.05,0.15,0.15
arithmetic,1033,0.0,traditional_ppo,3,47.33679552283257,0.35,0.15,0.1,0.05,0.05,0.15,0.15
geometric,1033,0.0,a2c_pointer,2,65.32128566833315,0.35,0.15,0.1,0.05,0.05,0.15,0.15
arithmetic,1033,0.0,a2c_pointer,2,68.54490757299916,0.35,0.15,0.1,0.05,0.05,0.15,0.15
geometric,1034,1.0,full,1,66.28543206574194,0.35,0.15,0.1,0.05,0.05,0.2,0.1
arithmetic,1034,1.0,full,1,70.02368498585906,0.35,0.15,0.1,0.05,0.05,0.2,0.1
geometric,1034,0.0,traditional_ppo,3,0.0,0.35,0.15,0.1,0.05,0.05,0.2,0.1
arithmetic,1034,0.0,traditional_ppo,3,52.16461915879131,0.35,0.15,0.1,0.05,0.05,0.2,0.1
geometric,1034,0.0,a2c_pointer,2,65.5354512732468,0.35,0.15,0.1,0.05,0.05,0.2,0.1
arithmetic,1034,0.0,a2c_pointer,2,68.83806340829767,0.35,0.15,0.1,0.05,0.05,0.2,0.1
geometric,1035,1.0,full,1,63.82613528876334,0.35,0.15,0.1,0.05,0.1,0.05,0.2
arithmetic,1035,1.0,full,1,67.21080195468022,0.35,0.15,0.1,0.05,0.1,0.05,0.2
geometric,1035,0.0,traditional_ppo,3,0.0,0.35,0.15,0.1,0.05,0.1,0.05,0.2
arithmetic,1035,0.0,traditional_ppo,3,40.85374200573922,0.35,0.15,0.1,0.05,0.1,0.05,0.2
geometric,1035,0.0,a2c_pointer,2,63.222793032947855,0.35,0.15,0.1,0.05,0.1,0.05,0.2
arithmetic,1035,0.0,a2c_pointer,2,66.19616219324826,0.35,0.15,0.1,0.05,0.1,0.05,0.2
geometric,1036,1.0,full,1,64.00175413469063,0.35,0.15,0.1,0.05,0.1,0.1,0.15
arithmetic,1036,1.0,full,1,67.46882691643191,0.35,0.15,0.1,0.05,0.1,0.1,0.15
geometric,1036,0.0,traditional_ppo,3,0.0,0.35,0.15,0.1,0.05,0.1,0.1,0.15
arithmetic,1036,0.0,traditional_ppo,3,45.681565641697986,0.35,0.15,0.1,0.05,0.1,0.1,0.15
geometric,1036,0.0,a2c_pointer,2,63.43007841589302,0.35,0.15,0.1,0.05,0.1,0.1,0.15
arithmetic,1036,0.0,a2c_pointer,2,66.48931802854679,0.35,0.15,0.1,0.05,0.1,0.1,0.15
geometric,1037,1.0,full,1,64.17785619926973,0.35,0.15,0.1,0.05,0.1,0.15,0.1
arithmetic,1037,1.0,full,1,67.7268518781836,0.35,0.15,0.1,0.05,0.1,0.15,0.1
geometric,1037,0.0,traditional_ppo,3,0.0,0.35,0.15,0.1,0.05,0.1,0.15,0.1
arithmetic,1037,0.0,traditional_ppo,3,50.50938927765674,0.35,0.15,0.1,0.05,0.1,0.15,0.1
geometric,1037,0.0,a2c_pointer,2,63.63804341496903,0.35,0.15,0.1,0.05,0.1,0.15,0.1
arithmetic,1037,0.0,a2c_pointer,2,66.78247386384531,0.35,0.15,0.1,0.05,0.1,0.15,0.1
geometric,1038,1.0,full,1,64.3544428120861,0.35,0.15,0.1,0.05,0.1,0.2,0.05
arithmetic,1038,1.0,full,1,67.98487683993525,0.35,0.15,0.1,0.05,0.1,0.2,0.05
geometric,1038,0.0,traditional_ppo,3,0.0,0.35,0.15,0.1,0.05,0.1,0.2,0.05
arithmetic,1038,0.0,traditional_ppo,3,55.337212913615495,0.35,0.15,0.1,0.05,0.1,0.2,0.05
geometric,1038,0.0,a2c_pointer,2,63.84669025839903,0.35,0.15,0.1,0.05,0.1,0.2,0.05
arithmetic,1038,0.0,a2c_pointer,2,67.07562969914383,0.35,0.15,0.1,0.05,0.1,0.2,0.05
geometric,1039,1.0,full,1,61.96678886068623,0.35,0.15,0.1,0.05,0.15,0.05,0.15
arithmetic,1039,1.0,full,1,65.1719938087564,0.35,0.15,0.1,0.05,0.15,0.05,0.15
geometric,1039,0.0,traditional_ppo,3,0.0,0.35,0.15,0.1,0.05,0.15,0.05,0.15
arithmetic,1039,0.0,traditional_ppo,3,44.0263357605634,0.35,0.15,0.1,0.05,0.15,0.05,0.15
geometric,1039,0.0,a2c_pointer,2,61.59362613092003,0.35,0.15,0.1,0.05,0.15,0.05,0.15
arithmetic,1039,0.0,a2c_pointer,2,64.43372848409442,0.35,0.15,0.1,0.05,0.15,0.05,0.15
geometric,1040,1.0,full,1,62.13729167894866,0.35,0.15,0.1,0.05,0.15,0.1,0.1
arithmetic,1040,1.0,full,1,65.4300187705081,0.35,0.15,0.1,0.05,0.15,0.1,0.1
