algorithm,mean,median,metric,q25,q75,result_family,valid_run_count
milp,0.6691249217798997,0.6274527590961222,safe_energy_utilization,0.44548142432569654,0.9482163517071324,synthetic_main_baselines,216
milp,0.775033225733461,0.8789482002805897,safe_distance_utilization,0.5994972647028181,0.9589307247264549,synthetic_main_baselines,216
milp,0.5833801643993305,0.4516841747741739,safe_time_utilization,0.279464209098964,0.9566067333809645,synthetic_main_baselines,216
milp,0.0,0.0,dangerous_action_proposal_rate,0.0,0.0,synthetic_main_baselines,216
milp,0.0,0.0,environment_interception_rate,0.0,0.0,synthetic_main_baselines,216
milp,20.807369955555554,11.551453649999985,planning_time_s,5.63640512500001,31.480968974999996,synthetic_main_baselines,216
nearest_feasible,0.45391983182161755,0.4432397959183674,safe_weighted_coverage,0.3125,0.5918367346938775,synthetic_main_baselines,216
nearest_feasible,1.0,1.0,safe_rate,1.0,1.0,synthetic_main_baselines,216
nearest_feasible,1.0,1.0,return_rate,1.0,1.0,synthetic_main_baselines,216
nearest_feasible,0.0,0.0,violation_rate,0.0,0.0,synthetic_main_baselines,216
nearest_feasible,0.0,0.0,stranded_rate,0.0,0.0,synthetic_main_baselines,216
nearest_feasible,0.4504436728395062,0.45,coverage,0.3125,0.5625,synthetic_main_baselines,216
nearest_feasible,0.45391983182161755,0.4432397959183674,weighted_coverage,0.3125,0.5918367346938775,synthetic_main_baselines,216
nearest_feasible,8.925925925925926,9.0,visited_count,6.0,11.0,synthetic_main_baselines,216
nearest_feasible,0.38765432098765434,0.375,high_priority_coverage,0.16666666666666666,0.6,synthetic_main_baselines,216
nearest_feasible,0.5704732510288066,0.5555555555555556,medium_priority_coverage,0.4444444444444444,0.75,synthetic_main_baselines,216
nearest_feasible,0.36269841269841274,0.3333333333333333,low_priority_coverage,0.16666666666666666,0.5714285714285714,synthetic_main_baselines,216
nearest_feasible,0.76290936887031,0.7777777777777778,oracle_attainment_lower,0.6666666666666666,0.875,synthetic_main_baselines,216
nearest_feasible,0.7933852512566327,0.8280788177339902,oracle_attainment_upper,0.7058823529411765,0.9090909090909091,synthetic_main_baselines,216
nearest_feasible,0.11480477607709749,0.09687499999999999,oracle_regret_lower,0.04999999999999999,0.16326530612244905,synthetic_main_baselines,216
nearest_feasible,0.1377657312925168,0.125,oracle_regret_upper,0.0625000000000001,0.2000000000000019,synthetic_main_baselines,216
nearest_feasible,0.6559737838811971,0.6261225609478596,safe_energy_utilization,0.4253646104740269,0.9341447533237134,synthetic_main_baselines,216
nearest_feasible,0.767017888644269,0.8458017374260904,safe_distance_utilization,0.5876946205789757,0.9504518579874787,synthetic_main_baselines,216
nearest_feasible,0.5722752650756303,0.44168219771278483,safe_time_utilization,0.26783806593520665,0.9289174682753668,synthetic_main_baselines,216
nearest_feasible,0.0,0.0,dangerous_action_proposal_rate,0.0,0.0,synthetic_main_baselines,216
nearest_feasible,0.0,0.0,environment_interception_rate,0.0,0.0,synthetic_main_baselines,216
nearest_feasible,3.197209316203703,3.0352010999999948,planning_time_s,2.072169025000001,4.276640050000005,synthetic_main_baselines,216
priority_resource_greedy,0.45091116307634166,0.4588647959183674,safe_weighted_coverage,0.32614795918367345,0.59375,synthetic_main_baselines,216
priority_resource_greedy,1.0,1.0,safe_rate,1.0,1.0,synthetic_main_baselines,216
priority_resource_greedy,1.0,1.0,return_rate,1.0,1.0,synthetic_main_baselines,216
priority_resource_greedy,0.0,0.0,violation_rate,0.0,0.0,synthetic_main_baselines,216
priority_resource_greedy,0.0,0.0,stranded_rate,0.0,0.0,synthetic_main_baselines,216
priority_resource_greedy,0.41541280864197533,0.4375,coverage,0.3,0.5416666666666666,synthetic_main_baselines,216
priority_resource_greedy,0.45091116307634166,0.4588647959183674,weighted_coverage,0.32614795918367345,0.59375,synthetic_main_baselines,216
priority_resource_greedy,8.231481481481481,8.0,visited_count,6.0,10.0,synthetic_main_baselines,216
priority_resource_greedy,0.3803240740740741,0.375,high_priority_coverage,0.16666666666666666,0.6,synthetic_main_baselines,216
priority_resource_greedy,0.658886316872428,0.6666666666666666,medium_priority_coverage,0.5,0.8888888888888888,synthetic_main_baselines,216
priority_resource_greedy,0.14210758377425045,0.0,low_priority_coverage,0.0,0.2,synthetic_main_baselines,216
priority_resource_greedy,0.7554997676893569,0.7999999999999714,oracle_attainment_lower,0.7064137308039746,0.8571428571428592,synthetic_main_baselines,216
priority_resource_greedy,0.7841770030886962,0.8313008130081301,oracle_attainment_upper,0.7391304347826088,0.8888888888888888,synthetic_main_baselines,216
