model,planning_time_s,ecdf
aco,124.56635896,0.916666666667
aco,125.99199624,0.919444444444
aco,126.62916572,0.922222222222
aco,127.91936382,0.925
aco,129.61540466,0.927777777778
aco,129.90474864,0.930555555556
aco,131.7649496,0.933333333333
aco,132.45947524,0.936111111111
aco,132.99802842,0.938888888889
aco,135.06854962,0.941666666667
aco,136.46256808,0.944444444444
aco,138.0940494,0.947222222222
aco,138.99404504,0.95
aco,139.65627156,0.952777777778
aco,142.57996402,0.955555555556
aco,145.4903287,0.958333333333
aco,145.81467312,0.961111111111
aco,149.29436922,0.963888888889
aco,150.78187196,0.966666666667
aco,154.2734692,0.969444444444
aco,158.8358053,0.972222222222
aco,160.09671654,0.975
aco,167.29894598,0.977777777778
aco,170.6015971,0.980555555556
aco,174.42055104,0.983333333333
aco,181.45357238,0.986111111111
aco,182.05850078,0.988888888889
aco,183.03623884,0.991666666667
aco,191.3579459,0.994444444444
aco,205.2268452,0.997222222222
aco,209.8096415,1
full,0.3879868,0.00277777777778
full,0.42792776,0.00555555555556
full,0.43264288,0.00833333333333
full,0.43770876,0.0111111111111
full,0.45797642,0.0138888888889
full,0.46931522,0.0166666666667
full,0.4891823,0.0194444444444
full,0.5055068,0.0222222222222
full,0.50706158,0.025
full,0.53322506,0.0277777777778
full,0.5362472,0.0305555555556
full,0.55504744,0.0333333333333
full,0.55613152,0.0361111111111
full,0.55879058,0.0388888888889
full,0.56020974,0.0416666666667
full,0.56427752,0.0444444444444
full,0.564287,0.0472222222222
full,0.56768144,0.05
full,0.57181412,0.0527777777778
full,0.58080006,0.0555555555556
full,0.58235764,0.0583333333333
full,0.5828427,0.0611111111111
full,0.58675818,0.0638888888889
full,0.59024138,0.0666666666667
full,0.59513454,0.0694444444444
full,0.59559244,0.0722222222222
full,0.59720988,0.075
full,0.60146602,0.0777777777778
full,0.60241824,0.0805555555556
full,0.60590228,0.0833333333333
full,0.60857,0.0861111111111
full,0.61511644,0.0888888888889
full,0.61610306,0.0916666666667
full,0.62265408,0.0944444444444
full,0.62355168,0.0972222222222
full,0.62818454,0.1
full,0.6282582,0.102777777778
full,0.6320054,0.105555555556
full,0.64162564,0.108333333333
full,0.64671106,0.111111111111
full,0.64726142,0.113888888889
full,0.64883006,0.116666666667
full,0.65250688,0.119444444444
full,0.65628348,0.122222222222
full,0.6732266,0.125
full,0.67535824,0.127777777778
full,0.68183088,0.130555555556
full,0.68634524,0.133333333333
full,0.68700554,0.136111111111
full,0.68774672,0.138888888889
full,0.69380288,0.141666666667
full,0.69451946,0.144444444444
